Year,Series,Gaixotasun ez-transmitigarria,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2013,Heriotza-tasa 100.000 biztanleko,,,,,Amorebieta-Etxano,100.000 biztanleko,Amorebieta-Etxano,640.7
2018,Heriotza-tasa 100.000 biztanleko,,,,,Amorebieta-Etxano,100.000 biztanleko,Amorebieta-Etxano,567.9
2023,Heriotza-tasa 100.000 biztanleko,,,,,Amorebieta-Etxano,100.000 biztanleko,Amorebieta-Etxano,612.8
2021,Heriotza-tasa 100.000 biztanleko,,,,,Amorebieta-Etxano,100.000 biztanleko,Amorebieta-Etxano,613.8
2020,Heriotza-tasa 100.000 biztanleko,,,,,Amorebieta-Etxano,100.000 biztanleko,Amorebieta-Etxano,664.7
2011,Heriotza-tasa 100.000 biztanleko,,,,,Amorebieta-Etxano,100.000 biztanleko,Amorebieta-Etxano,526.8
2015,Heriotza-tasa 100.000 biztanleko,,,,,Amorebieta-Etxano,100.000 biztanleko,Amorebieta-Etxano,624.2
2024,Heriotza-tasa 100.000 biztanleko,,,,,Amorebieta-Etxano,100.000 biztanleko,Amorebieta-Etxano,699.4
2022,Heriotza-tasa 100.000 biztanleko,,,,,Amorebieta-Etxano,100.000 biztanleko,Amorebieta-Etxano,635.1
2019,Heriotza-tasa 100.000 biztanleko,,,,,Amorebieta-Etxano,100.000 biztanleko,Amorebieta-Etxano,609.2
2014,Heriotza-tasa 100.000 biztanleko,,,,,Amorebieta-Etxano,100.000 biztanleko,Amorebieta-Etxano,601.6
2012,Heriotza-tasa 100.000 biztanleko,,,,,Amorebieta-Etxano,100.000 biztanleko,Amorebieta-Etxano,602.5
2024,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,779.2
2015,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,491.4
2019,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,242.7
2023,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,514.1
2016,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,480.8
2018,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,1207.7
2020,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,974.4
2022,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,518.1
2013,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,746.3
2021,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,1256.3
2014,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,741.7
2010,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,246.9
2012,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,1007.6
2011,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,498.1
2017,Heriotza-tasa 100.000 biztanleko,,,,,Amoroto,100.000 biztanleko,Amoroto,954.7
2012,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,658.3
2021,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,606.8
2022,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,595.8
2015,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,659.7
2023,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,528.2
2024,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,547.4
2017,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,638.1
2013,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,585.9
2018,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,644.7
2020,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,540.5
2016,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,572.0
2019,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,703.6
2010,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,515.8
2014,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,514.9
2011,Heriotza-tasa 100.000 biztanleko,,,,,Amurrio,100.000 biztanleko,Amurrio,642.8
2023,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,697.8
2022,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,499.8
2020,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,636.4
2011,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,451.7
2013,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,490.7
2016,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,578.0
2021,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,682.4
2019,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,567.9
2012,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,511.6
2017,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,596.1
2024,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,568.1
2015,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,646.2
2014,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,597.9
2010,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,520.9
2018,Heriotza-tasa 100.000 biztanleko,,,,,Andoain,100.000 biztanleko,Andoain,736.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,303.5
2021,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,474.5
2019,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,688.6
2012,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,270.1
2010,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,763.2
2020,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,482.9
2022,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,564.7
2014,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,259.7
2018,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,547.5
2023,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,518.4
2013,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,371.8
2011,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,546.4
2016,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,503.7
2024,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,378.4
2017,Heriotza-tasa 100.000 biztanleko,,,,,Anoeta,100.000 biztanleko,Anoeta,556.0
2018,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,588.2
2023,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,373.8
2012,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,450.7
2020,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,601.2
2019,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,639.3
2010,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,411.5
2011,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,362.9
2014,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,401.4
2022,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,513.3
2016,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,856.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,447.8
2013,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,491.7
2024,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,607.8
2017,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,586.5
2021,Heriotza-tasa 100.000 biztanleko,,,,,Antzuola,100.000 biztanleko,Antzuola,467.2
2010,Heriotza-tasa 100.000 biztanleko,,,,,Añana,100.000 biztanleko,Añana,2279.2
2014,Heriotza-tasa 100.000 biztanleko,,,,,Añana,100.000 biztanleko,Añana,578.0
2020,Heriotza-tasa 100.000 biztanleko,,,,,Añana,100.000 biztanleko,Añana,565.0
2012,Heriotza-tasa 100.000 biztanleko,,,,,Añana,100.000 biztanleko,Añana,1176.5
2023,Heriotza-tasa 100.000 biztanleko,,,,,Añana,100.000 biztanleko,Añana,595.2
2013,Heriotza-tasa 100.000 biztanleko,,,,,Añana,100.000 biztanleko,Añana,583.1
2022,Heriotza-tasa 100.000 biztanleko,,,,,Añana,100.000 biztanleko,Añana,1136.4
2021,Heriotza-tasa 100.000 biztanleko,,,,,Añana,100.000 biztanleko,Añana,1133.1
2019,Heriotza-tasa 100.000 biztanleko,,,,,Añana,100.000 biztanleko,Añana,1643.8
2017,Heriotza-tasa 100.000 biztanleko,,,,,Añana,100.000 biztanleko,Añana,1114.2
2011,Heriotza-tasa 100.000 biztanleko,,,,,Añana,100.000 biztanleko,Añana,2881.8
2016,Heriotza-tasa 100.000 biztanleko,,,,,Añana,100.000 biztanleko,Añana,569.8
2014,Heriotza-tasa 100.000 biztanleko,,,,,Arakaldo,100.000 biztanleko,Arakaldo,639.0
2012,Heriotza-tasa 100.000 biztanleko,,,,,Arakaldo,100.000 biztanleko,Arakaldo,766.3
2022,Heriotza-tasa 100.000 biztanleko,,,,,Arakaldo,100.000 biztanleko,Arakaldo,549.5
2021,Heriotza-tasa 100.000 biztanleko,,,,,Arakaldo,100.000 biztanleko,Arakaldo,590.0
2017,Heriotza-tasa 100.000 biztanleko,,,,,Arakaldo,100.000 biztanleko,Arakaldo,1223.2
2011,Heriotza-tasa 100.000 biztanleko,,,,,Arakaldo,100.000 biztanleko,Arakaldo,1606.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Arakaldo,100.000 biztanleko,Arakaldo,1219.5
2024,Heriotza-tasa 100.000 biztanleko,,,,,Arakaldo,100.000 biztanleko,Arakaldo,571.4
2011,Heriotza-tasa 100.000 biztanleko,,,,,Arama,100.000 biztanleko,Arama,1511.3
2020,Heriotza-tasa 100.000 biztanleko,,,,,Arama,100.000 biztanleko,Arama,1467.0
2021,Heriotza-tasa 100.000 biztanleko,,,,,Arama,100.000 biztanleko,Arama,496.3
2022,Heriotza-tasa 100.000 biztanleko,,,,,Arama,100.000 biztanleko,Arama,1025.6
2017,Heriotza-tasa 100.000 biztanleko,,,,,Arama,100.000 biztanleko,Arama,1428.6
2023,Heriotza-tasa 100.000 biztanleko,,,,,Arama,100.000 biztanleko,Arama,518.1
2018,Heriotza-tasa 100.000 biztanleko,,,,,Arama,100.000 biztanleko,Arama,973.2
2010,Heriotza-tasa 100.000 biztanleko,,,,,Arama,100.000 biztanleko,Arama,1946.5
2014,Heriotza-tasa 100.000 biztanleko,,,,,Arama,100.000 biztanleko,Arama,461.9
2013,Heriotza-tasa 100.000 biztanleko,,,,,Arama,100.000 biztanleko,Arama,454.5
2024,Heriotza-tasa 100.000 biztanleko,,,,,Arama,100.000 biztanleko,Arama,1081.1
2011,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,523.9
2024,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,1129.9
2016,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,459.9
2022,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,412.4
2023,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,905.3
2015,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,585.2
2017,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,394.9
2013,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,521.0
2019,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,535.8
2020,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,537.8
2012,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,714.5
2018,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,858.9
2021,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,472.7
2014,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,65.0
2010,Heriotza-tasa 100.000 biztanleko,,,,,Aramaio,100.000 biztanleko,Aramaio,525.3
2015,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,1312.3
2024,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,239.2
2019,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,522.9
2018,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,268.5
2010,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,890.2
2012,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,272.1
2016,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,266.0
2014,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,780.2
2011,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,561.0
2017,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,1617.3
2013,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,527.7
2020,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,248.4
2022,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,966.2
2023,Heriotza-tasa 100.000 biztanleko,,,,,Arantzazu,100.000 biztanleko,Arantzazu,240.4
2012,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,570.3
2015,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,337.6
2021,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,641.8
2023,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,238.7
2010,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,260.4
2024,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,313.5
2018,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,820.7
2013,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,574.0
2022,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,1299.8
2017,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,494.8
2019,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,409.0
2014,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,924.0
2011,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,334.7
2020,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,723.5
2016,Heriotza-tasa 100.000 biztanleko,,,,,Areatza,100.000 biztanleko,Areatza,1001.3
2021,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,563.3
2019,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,451.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,429.7
2022,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,478.2
2012,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,638.8
2023,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,652.4
2014,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,515.4
2013,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,560.4
2024,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,763.0
2011,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,516.1
2020,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,436.7
2010,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,701.9
2018,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,753.8
2016,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,616.0
2017,Heriotza-tasa 100.000 biztanleko,,,,,Aretxabaleta,100.000 biztanleko,Aretxabaleta,588.4
2018,Heriotza-tasa 100.000 biztanleko,,,,,Armiñón,100.000 biztanleko,Armiñón,457.7
2024,Heriotza-tasa 100.000 biztanleko,,,,,Armiñón,100.000 biztanleko,Armiñón,840.3
2011,Heriotza-tasa 100.000 biztanleko,,,,,Armiñón,100.000 biztanleko,Armiñón,1463.4
2019,Heriotza-tasa 100.000 biztanleko,,,,,Armiñón,100.000 biztanleko,Armiñón,448.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Armiñón,100.000 biztanleko,Armiñón,445.4
2012,Heriotza-tasa 100.000 biztanleko,,,,,Armiñón,100.000 biztanleko,Armiñón,936.8
2014,Heriotza-tasa 100.000 biztanleko,,,,,Armiñón,100.000 biztanleko,Armiñón,1312.9
2020,Heriotza-tasa 100.000 biztanleko,,,,,Armiñón,100.000 biztanleko,Armiñón,447.4
2010,Heriotza-tasa 100.000 biztanleko,,,,,Armiñón,100.000 biztanleko,Armiñón,500.0
2023,Heriotza-tasa 100.000 biztanleko,,,,,Armiñón,100.000 biztanleko,Armiñón,434.8
2017,Heriotza-tasa 100.000 biztanleko,,,,,Armiñón,100.000 biztanleko,Armiñón,2277.9
2011,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,274.0
2021,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,627.0
2016,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,834.5
2023,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,481.3
2018,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,691.1
2017,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,278.7
2010,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,697.8
2012,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,817.4
2022,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,858.9
2015,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,280.7
2020,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,1178.8
2024,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,725.5
2014,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,564.6
2013,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,1804.3
2019,Heriotza-tasa 100.000 biztanleko,,,,,Arraia-Maeztu,100.000 biztanleko,Arraia-Maeztu,546.4
2021,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,196.5
2010,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,534.2
2023,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,395.3
2011,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,938.0
2012,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,614.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,300.0
2014,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,806.9
2018,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,1178.2
2020,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,492.9
2016,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,791.7
2019,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,196.4
2017,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,787.0
2022,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,597.0
2013,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,1117.9
2024,Heriotza-tasa 100.000 biztanleko,,,,,Arrankudiaga-Zollo,100.000 biztanleko,Arrankudiaga-Zollo,680.9
2019,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,743.1
2023,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,759.2
2012,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,612.8
2013,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,757.5
2010,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,633.0
2022,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,680.2
2014,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,606.5
2018,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,670.0
2011,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,651.3
2017,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,629.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,661.6
2016,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,623.4
2024,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,756.5
2020,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,661.9
2021,Heriotza-tasa 100.000 biztanleko,,,,,Arrasate / Mondragón,100.000 biztanleko,Arrasate / Mondragón,623.0
2024,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,491.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,1476.0
2011,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,518.8
2012,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,771.2
2018,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,241.0
2010,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,1581.0
2021,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,954.7
2023,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,728.2
2017,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,484.8
2013,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,757.6
2022,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,717.7
2014,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,1982.7
2019,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,1212.1
2016,Heriotza-tasa 100.000 biztanleko,,,,,Arratzu,100.000 biztanleko,Arratzu,979.2
2014,Heriotza-tasa 100.000 biztanleko,,,,,Arratzua-Ubarrundia,100.000 biztanleko,Arratzua-Ubarrundia,575.3
