Year,Series,Erakundea,Lurralde historikoa,Units,Value
2011,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Justizia Administrazio autonomikoa,Gipuzkoa,Ratioa,1.61
2023,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Justizia Administrazio autonomikoa,Gipuzkoa,Ratioa,1.6
2020,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Justizia Administrazio autonomikoa,Gipuzkoa,Ratioa,1.6
2018,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Justizia Administrazio autonomikoa,Gipuzkoa,Ratioa,1.6
2021,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Justizia Administrazio autonomikoa,Gipuzkoa,Ratioa,1.6
2016,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Justizia Administrazio autonomikoa,Gipuzkoa,Ratioa,1.57
2014,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Justizia Administrazio autonomikoa,Gipuzkoa,Ratioa,1.59
2019,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Justizia Administrazio autonomikoa,Gipuzkoa,Ratioa,1.6
2017,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Justizia Administrazio autonomikoa,Gipuzkoa,Ratioa,1.6
2012,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Justizia Administrazio autonomikoa,Gipuzkoa,Ratioa,1.6
2013,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.4
2012,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.41
2015,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.4
2014,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.4
2023,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.55
2016,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.39
2020,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.39
2018,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.32
2011,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.41
2021,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.4
2017,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.38
2010,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.46
2019,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.39
2022,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,,Ratioa,1.41
2010,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.3
2014,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.39
2016,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.31
2011,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.32
2021,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.42
2022,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.41
2020,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.37
2023,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.7
2018,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.26
2019,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.39
2012,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.17
2015,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.41
2013,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.37
2017,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Araba / Álava,Ratioa,1.32
2012,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.45
2021,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.38
2022,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.38
2020,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.43
2023,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.57
2018,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.35
2016,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.4
2019,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.37
2014,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.44
2015,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.36
2010,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.39
2011,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.4
2013,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.43
2017,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Bizkaia,Ratioa,1.39
2011,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.5
2018,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.31
2021,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.43
2016,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.42
2014,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.37
2017,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.4
2012,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.5
2019,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.41
2010,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.61
2013,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.37
2015,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.46
2023,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.43
2020,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.32
2022,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko Justizia Administrazioa,Gipuzkoa,Ratioa,1.45
2021,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.22
2013,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.2
2011,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.18
2015,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.21
2019,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.24
2022,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.24
2018,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.24
2020,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.21
2016,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.21
2012,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.19
2014,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.21
2017,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.17
2010,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.16
2023,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,,Ratioa,0.25
2011,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.18
2019,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.24
2010,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.14
2023,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.23
2021,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.2
2017,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.19
2015,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.19
2013,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.2
2020,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.2
2012,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.2
2016,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.19
2018,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.25
2014,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.2
2022,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Araba / Álava,Ratioa,0.21
2013,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.18
2019,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.23
2011,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.16
2022,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.23
2020,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.2
2023,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.24
2016,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.19
2021,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.21
2018,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.22
2014,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.18
2015,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.19
2012,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.18
2010,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.15
2017,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Bizkaia,Ratioa,0.18
2013,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.22
2020,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.24
2023,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.28
2022,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.27
2021,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.25
2019,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.27
2014,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.23
2010,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.17
2011,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.2
2018,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.26
2017,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.24
2012,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.21
2016,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.24
2015,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Estatuko segurtasun-indar eta -kidegoak,Gipuzkoa,Ratioa,0.24
2014,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.21
2020,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.19
2010,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.27
2011,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.23
2022,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.19
2016,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.19
2017,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.21
2023,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.2
2015,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.19
2013,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.21
2012,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.22
2021,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.2
2018,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.2
2019,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,,Ratioa,0.19
2021,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.31
2020,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.28
2012,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.27
2017,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.28
2015,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.21
2018,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.27
2023,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.33
2022,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.3
2019,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.27
2016,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.23
2010,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.32
2011,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.29
2013,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.26
2014,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Araba / Álava,Ratioa,0.26
2021,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.16
2012,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.22
2013,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.22
2016,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.18
2015,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.19
2010,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.24
2011,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.21
2022,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.16
2019,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.16
2014,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.2
2023,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.16
2020,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.17
2018,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.16
2017,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Bizkaia,Ratioa,0.18
2022,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Gipuzkoa,Ratioa,0.15
2021,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Gipuzkoa,Ratioa,0.15
2016,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Gipuzkoa,Ratioa,0.17
2017,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Gipuzkoa,Ratioa,0.18
2014,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Gipuzkoa,Ratioa,0.15
2012,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Gipuzkoa,Ratioa,0.16
2013,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Gipuzkoa,Ratioa,0.15
2010,"Administrazio publikoko emakumeen proportzioa, biztanlerian dauden emakumeen proportzioari dagokionez",Indar armatuak,Gipuzkoa,Ratioa,0.23
