Year,Sexo,Edad,Residencia,Personas sin y con discapacidad,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2010,Hombre,16 años y más,,,,,Getxo,%,Getxo,11.1
2021,Hombre,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,6.6
2015,Hombre,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,13.3
2016,Hombre,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,10.0
2018,Hombre,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,11.7
2020,Hombre,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,1.8
2019,Hombre,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,5.8
2010,Hombre,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,1.7
2010,Hombre,16 años y más,,,,,Gordexola,%,Gordexola,8.7
2015,Hombre,16 años y más,,,,,Gordexola,%,Gordexola,14.2
2019,Hombre,16 años y más,,,,,Gordexola,%,Gordexola,8.2
2020,Hombre,16 años y más,,,,,Gordexola,%,Gordexola,9.4
2021,Hombre,16 años y más,,,,,Gordexola,%,Gordexola,8.6
2018,Hombre,16 años y más,,,,,Gordexola,%,Gordexola,9.2
2016,Hombre,16 años y más,,,,,Gordexola,%,Gordexola,12.2
2015,Hombre,16 años y más,,,,,Gorliz,%,Gorliz,14.9
2016,Hombre,16 años y más,,,,,Gorliz,%,Gorliz,14.3
2021,Hombre,16 años y más,,,,,Gorliz,%,Gorliz,10.3
2020,Hombre,16 años y más,,,,,Gorliz,%,Gorliz,8.7
2019,Hombre,16 años y más,,,,,Gorliz,%,Gorliz,8.9
2018,Hombre,16 años y más,,,,,Gorliz,%,Gorliz,10.0
2010,Hombre,16 años y más,,,,,Gorliz,%,Gorliz,9.5
2018,Hombre,16 años y más,,,,,Güeñes,%,Güeñes,11.0
2019,Hombre,16 años y más,,,,,Güeñes,%,Güeñes,9.8
2021,Hombre,16 años y más,,,,,Güeñes,%,Güeñes,10.0
2010,Hombre,16 años y más,,,,,Güeñes,%,Güeñes,9.0
2020,Hombre,16 años y más,,,,,Güeñes,%,Güeñes,9.8
2016,Hombre,16 años y más,,,,,Güeñes,%,Güeñes,18.1
2015,Hombre,16 años y más,,,,,Güeñes,%,Güeñes,17.3
2016,Hombre,16 años y más,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,16.9
2019,Hombre,16 años y más,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,6.3
2018,Hombre,16 años y más,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,4.7
2015,Hombre,16 años y más,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,7.8
2021,Hombre,16 años y más,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,13.6
2020,Hombre,16 años y más,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,5.0
2010,Hombre,16 años y más,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,8.2
2010,Hombre,16 años y más,,,,,Hernani,%,Hernani,8.8
2015,Hombre,16 años y más,,,,,Hernani,%,Hernani,14.8
2019,Hombre,16 años y más,,,,,Hernani,%,Hernani,7.4
2021,Hombre,16 años y más,,,,,Hernani,%,Hernani,8.4
2020,Hombre,16 años y más,,,,,Hernani,%,Hernani,6.5
2018,Hombre,16 años y más,,,,,Hernani,%,Hernani,8.5
2016,Hombre,16 años y más,,,,,Hernani,%,Hernani,12.9
2020,Hombre,16 años y más,,,,,Hernialde,%,Hernialde,6.8
2018,Hombre,16 años y más,,,,,Hernialde,%,Hernialde,8.2
2019,Hombre,16 años y más,,,,,Hernialde,%,Hernialde,12.0
2021,Hombre,16 años y más,,,,,Hernialde,%,Hernialde,11.5
2010,Hombre,16 años y más,,,,,Hernialde,%,Hernialde,3.3
2015,Hombre,16 años y más,,,,,Hernialde,%,Hernialde,11.0
2016,Hombre,16 años y más,,,,,Hernialde,%,Hernialde,10.3
2019,Hombre,16 años y más,,,,,Hondarribia,%,Hondarribia,8.9
2018,Hombre,16 años y más,,,,,Hondarribia,%,Hondarribia,9.8
2015,Hombre,16 años y más,,,,,Hondarribia,%,Hondarribia,16.0
2021,Hombre,16 años y más,,,,,Hondarribia,%,Hondarribia,9.9
2016,Hombre,16 años y más,,,,,Hondarribia,%,Hondarribia,13.8
2010,Hombre,16 años y más,,,,,Hondarribia,%,Hondarribia,10.4
2020,Hombre,16 años y más,,,,,Hondarribia,%,Hondarribia,9.7
2015,Hombre,16 años y más,,,,,Ibarra,%,Ibarra,12.9
2020,Hombre,16 años y más,,,,,Ibarra,%,Ibarra,7.0
2018,Hombre,16 años y más,,,,,Ibarra,%,Ibarra,10.1
2016,Hombre,16 años y más,,,,,Ibarra,%,Ibarra,12.2
2021,Hombre,16 años y más,,,,,Ibarra,%,Ibarra,7.8
2019,Hombre,16 años y más,,,,,Ibarra,%,Ibarra,7.3
2010,Hombre,16 años y más,,,,,Ibarra,%,Ibarra,8.9
2021,Hombre,16 años y más,,,,,Ibarrangelu,%,Ibarrangelu,11.7
2018,Hombre,16 años y más,,,,,Ibarrangelu,%,Ibarrangelu,9.3
2016,Hombre,16 años y más,,,,,Ibarrangelu,%,Ibarrangelu,12.6
2010,Hombre,16 años y más,,,,,Ibarrangelu,%,Ibarrangelu,8.0
2015,Hombre,16 años y más,,,,,Ibarrangelu,%,Ibarrangelu,13.3
2020,Hombre,16 años y más,,,,,Ibarrangelu,%,Ibarrangelu,12.8
2019,Hombre,16 años y más,,,,,Ibarrangelu,%,Ibarrangelu,7.4
2018,Hombre,16 años y más,,,,,Idiazabal,%,Idiazabal,4.2
2015,Hombre,16 años y más,,,,,Idiazabal,%,Idiazabal,8.4
2010,Hombre,16 años y más,,,,,Idiazabal,%,Idiazabal,7.5
2021,Hombre,16 años y más,,,,,Idiazabal,%,Idiazabal,6.9
2020,Hombre,16 años y más,,,,,Idiazabal,%,Idiazabal,4.4
2019,Hombre,16 años y más,,,,,Idiazabal,%,Idiazabal,5.2
2016,Hombre,16 años y más,,,,,Idiazabal,%,Idiazabal,5.5
2018,Hombre,16 años y más,,,,,Igorre,%,Igorre,7.8
2019,Hombre,16 años y más,,,,,Igorre,%,Igorre,6.2
2016,Hombre,16 años y más,,,,,Igorre,%,Igorre,12.3
2021,Hombre,16 años y más,,,,,Igorre,%,Igorre,9.9
2020,Hombre,16 años y más,,,,,Igorre,%,Igorre,7.4
2015,Hombre,16 años y más,,,,,Igorre,%,Igorre,14.6
2010,Hombre,16 años y más,,,,,Igorre,%,Igorre,8.6
2016,Hombre,16 años y más,,,,,Ikaztegieta,%,Ikaztegieta,14.5
2015,Hombre,16 años y más,,,,,Ikaztegieta,%,Ikaztegieta,10.5
2010,Hombre,16 años y más,,,,,Ikaztegieta,%,Ikaztegieta,8.3
2019,Hombre,16 años y más,,,,,Ikaztegieta,%,Ikaztegieta,5.4
2020,Hombre,16 años y más,,,,,Ikaztegieta,%,Ikaztegieta,6.3
2021,Hombre,16 años y más,,,,,Ikaztegieta,%,Ikaztegieta,7.1
2018,Hombre,16 años y más,,,,,Ikaztegieta,%,Ikaztegieta,10.1
2018,Hombre,16 años y más,,,,,Irun,%,Irun,10.5
2016,Hombre,16 años y más,,,,,Irun,%,Irun,15.3
2015,Hombre,16 años y más,,,,,Irun,%,Irun,18.4
2019,Hombre,16 años y más,,,,,Irun,%,Irun,9.4
2010,Hombre,16 años y más,,,,,Irun,%,Irun,11.3
2021,Hombre,16 años y más,,,,,Irun,%,Irun,10.8
2020,Hombre,16 años y más,,,,,Irun,%,Irun,9.8
2020,Hombre,16 años y más,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,7.2
2015,Hombre,16 años y más,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,14.5
2019,Hombre,16 años y más,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,7.9
2018,Hombre,16 años y más,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,7.1
2016,Hombre,16 años y más,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,11.4
2010,Hombre,16 años y más,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,6.9
2021,Hombre,16 años y más,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,9.0
2016,Hombre,16 años y más,,,,,Irura,%,Irura,9.6
2019,Hombre,16 años y más,,,,,Irura,%,Irura,6.1
2015,Hombre,16 años y más,,,,,Irura,%,Irura,11.5
2010,Hombre,16 años y más,,,,,Irura,%,Irura,7.1
2021,Hombre,16 años y más,,,,,Irura,%,Irura,5.9
2020,Hombre,16 años y más,,,,,Irura,%,Irura,3.8
2018,Hombre,16 años y más,,,,,Irura,%,Irura,6.0
2018,Hombre,16 años y más,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.2
2019,Hombre,16 años y más,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,2.4
2021,Hombre,16 años y más,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.9
2010,Hombre,16 años y más,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.0
2016,Hombre,16 años y más,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,3.1
2015,Hombre,16 años y más,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,11.4
2020,Hombre,16 años y más,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.7
2010,Hombre,16 años y más,,,,,Ispaster,%,Ispaster,7.3
2018,Hombre,16 años y más,,,,,Ispaster,%,Ispaster,8.0
2019,Hombre,16 años y más,,,,,Ispaster,%,Ispaster,8.0
2016,Hombre,16 años y más,,,,,Ispaster,%,Ispaster,7.8
2021,Hombre,16 años y más,,,,,Ispaster,%,Ispaster,9.4
2020,Hombre,16 años y más,,,,,Ispaster,%,Ispaster,5.4
2015,Hombre,16 años y más,,,,,Ispaster,%,Ispaster,9.0
2019,Hombre,16 años y más,,,,,Itsasondo,%,Itsasondo,7.8
2021,Hombre,16 años y más,,,,,Itsasondo,%,Itsasondo,9.9
2016,Hombre,16 años y más,,,,,Itsasondo,%,Itsasondo,9.1
2018,Hombre,16 años y más,,,,,Itsasondo,%,Itsasondo,6.7
2020,Hombre,16 años y más,,,,,Itsasondo,%,Itsasondo,6.0
2015,Hombre,16 años y más,,,,,Itsasondo,%,Itsasondo,14.0
2010,Hombre,16 años y más,,,,,Itsasondo,%,Itsasondo,9.0
2021,Hombre,16 años y más,,,,,Iurreta,%,Iurreta,10.6
2015,Hombre,16 años y más,,,,,Iurreta,%,Iurreta,16.0
2018,Hombre,16 años y más,,,,,Iurreta,%,Iurreta,9.1
2016,Hombre,16 años y más,,,,,Iurreta,%,Iurreta,13.4
2010,Hombre,16 años y más,,,,,Iurreta,%,Iurreta,9.8
2020,Hombre,16 años y más,,,,,Iurreta,%,Iurreta,10.2
2019,Hombre,16 años y más,,,,,Iurreta,%,Iurreta,8.7
2016,Hombre,16 años y más,,,,,Izurtza,%,Izurtza,16.3
2015,Hombre,16 años y más,,,,,Izurtza,%,Izurtza,14.0
2020,Hombre,16 años y más,,,,,Izurtza,%,Izurtza,11.3
2021,Hombre,16 años y más,,,,,Izurtza,%,Izurtza,1.5
2018,Hombre,16 años y más,,,,,Izurtza,%,Izurtza,4.9
2019,Hombre,16 años y más,,,,,Izurtza,%,Izurtza,4.7
2010,Hombre,16 años y más,,,,,Izurtza,%,Izurtza,8.4
2018,Hombre,16 años y más,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,19.0
2019,Hombre,16 años y más,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,15.4
2021,Hombre,16 años y más,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,12.5
2020,Hombre,16 años y más,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,13.1
2010,Hombre,16 años y más,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,10.6
2016,Hombre,16 años y más,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,21.4
2015,Hombre,16 años y más,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,19.1
2016,Hombre,16 años y más,,,,,Kortezubi,%,Kortezubi,5.9
2020,Hombre,16 años y más,,,,,Kortezubi,%,Kortezubi,6.1
2021,Hombre,16 años y más,,,,,Kortezubi,%,Kortezubi,5.2
2019,Hombre,16 años y más,,,,,Kortezubi,%,Kortezubi,5.2
2015,Hombre,16 años y más,,,,,Kortezubi,%,Kortezubi,8.3
2018,Hombre,16 años y más,,,,,Kortezubi,%,Kortezubi,4.2
2010,Hombre,16 años y más,,,,,Kortezubi,%,Kortezubi,4.1
2015,Hombre,16 años y más,,,,,Kripan,%,Kripan,10.9
2019,Hombre,16 años y más,,,,,Kripan,%,Kripan,2.1
2021,Hombre,16 años y más,,,,,Kripan,%,Kripan,13.3
2016,Hombre,16 años y más,,,,,Kripan,%,Kripan,9.3
2010,Hombre,16 años y más,,,,,Kripan,%,Kripan,4.3
2020,Hombre,16 años y más,,,,,Kripan,%,Kripan,4.3
2018,Hombre,16 años y más,,,,,Kripan,%,Kripan,0.0
2018,Hombre,16 años y más,,,,,Kuartango,%,Kuartango,8.5
2019,Hombre,16 años y más,,,,,Kuartango,%,Kuartango,7.3
2021,Hombre,16 años y más,,,,,Kuartango,%,Kuartango,8.3
2010,Hombre,16 años y más,,,,,Kuartango,%,Kuartango,4.2
2016,Hombre,16 años y más,,,,,Kuartango,%,Kuartango,7.8
2015,Hombre,16 años y más,,,,,Kuartango,%,Kuartango,11.3
2020,Hombre,16 años y más,,,,,Kuartango,%,Kuartango,8.2
2019,Hombre,16 años y más,,,,,Labastida/Bastida,%,Labastida/Bastida,14.4
2021,Hombre,16 años y más,,,,,Labastida/Bastida,%,Labastida/Bastida,12.8
2010,Hombre,16 años y más,,,,,Labastida/Bastida,%,Labastida/Bastida,14.3
2015,Hombre,16 años y más,,,,,Labastida/Bastida,%,Labastida/Bastida,18.8
2016,Hombre,16 años y más,,,,,Labastida/Bastida,%,Labastida/Bastida,14.2
2020,Hombre,16 años y más,,,,,Labastida/Bastida,%,Labastida/Bastida,12.7
2018,Hombre,16 años y más,,,,,Labastida/Bastida,%,Labastida/Bastida,13.8
2021,Hombre,16 años y más,,,,,Lagrán,%,Lagrán,16.0
2020,Hombre,16 años y más,,,,,Lagrán,%,Lagrán,9.8
2015,Hombre,16 años y más,,,,,Lagrán,%,Lagrán,8.9
2016,Hombre,16 años y más,,,,,Lagrán,%,Lagrán,10.6
2019,Hombre,16 años y más,,,,,Lagrán,%,Lagrán,8.1
2010,Hombre,16 años y más,,,,,Lagrán,%,Lagrán,11.6
2018,Hombre,16 años y más,,,,,Lagrán,%,Lagrán,12.5
2020,Hombre,16 años y más,,,,,Laguardia,%,Laguardia,7.5
2018,Hombre,16 años y más,,,,,Laguardia,%,Laguardia,6.8
2016,Hombre,16 años y más,,,,,Laguardia,%,Laguardia,11.2
2010,Hombre,16 años y más,,,,,Laguardia,%,Laguardia,8.6
2021,Hombre,16 años y más,,,,,Laguardia,%,Laguardia,10.4
2015,Hombre,16 años y más,,,,,Laguardia,%,Laguardia,14.3
2019,Hombre,16 años y más,,,,,Laguardia,%,Laguardia,6.7
2018,Hombre,16 años y más,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,12.1
2020,Hombre,16 años y más,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,10.4
2010,Hombre,16 años y más,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,11.4
2016,Hombre,16 años y más,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,11.6
2019,Hombre,16 años y más,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,6.8
2015,Hombre,16 años y más,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,15.6
2021,Hombre,16 años y más,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,7.0
2018,Hombre,16 años y más,,,,,Lanestosa,%,Lanestosa,18.8
2021,Hombre,16 años y más,,,,,Lanestosa,%,Lanestosa,15.1
2010,Hombre,16 años y más,,,,,Lanestosa,%,Lanestosa,17.5
2020,Hombre,16 años y más,,,,,Lanestosa,%,Lanestosa,10.4
2016,Hombre,16 años y más,,,,,Lanestosa,%,Lanestosa,26.2
2019,Hombre,16 años y más,,,,,Lanestosa,%,Lanestosa,10.3
2015,Hombre,16 años y más,,,,,Lanestosa,%,Lanestosa,21.4
2010,Hombre,16 años y más,,,,,Lantarón,%,Lantarón,14.3
2020,Hombre,16 años y más,,,,,Lantarón,%,Lantarón,9.8
2018,Hombre,16 años y más,,,,,Lantarón,%,Lantarón,10.6
2019,Hombre,16 años y más,,,,,Lantarón,%,Lantarón,8.4
2021,Hombre,16 años y más,,,,,Lantarón,%,Lantarón,8.5
2015,Hombre,16 años y más,,,,,Lantarón,%,Lantarón,19.2
2016,Hombre,16 años y más,,,,,Lantarón,%,Lantarón,18.7
2010,Hombre,16 años y más,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,13.5
2019,Hombre,16 años y más,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,8.5
2018,Hombre,16 años y más,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,9.7
2021,Hombre,16 años y más,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,9.0
2016,Hombre,16 años y más,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,13.5
2015,Hombre,16 años y más,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,19.6
2020,Hombre,16 años y más,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,8.3
2019,Hombre,16 años y más,,,,,Larrabetzu,%,Larrabetzu,6.2
2018,Hombre,16 años y más,,,,,Larrabetzu,%,Larrabetzu,8.8
2010,Hombre,16 años y más,,,,,Larrabetzu,%,Larrabetzu,7.3
2020,Hombre,16 años y más,,,,,Larrabetzu,%,Larrabetzu,6.9
2021,Hombre,16 años y más,,,,,Larrabetzu,%,Larrabetzu,9.1
2016,Hombre,16 años y más,,,,,Larrabetzu,%,Larrabetzu,11.2
2015,Hombre,16 años y más,,,,,Larrabetzu,%,Larrabetzu,13.3
2018,Hombre,16 años y más,,,,,Larraul,%,Larraul,8.6
2010,Hombre,16 años y más,,,,,Larraul,%,Larraul,3.9
2016,Hombre,16 años y más,,,,,Larraul,%,Larraul,6.8
2020,Hombre,16 años y más,,,,,Larraul,%,Larraul,6.0
2021,Hombre,16 años y más,,,,,Larraul,%,Larraul,5.1
2019,Hombre,16 años y más,,,,,Larraul,%,Larraul,5.3
2015,Hombre,16 años y más,,,,,Larraul,%,Larraul,11.0
2010,Hombre,16 años y más,,,,,Lasarte-Oria,%,Lasarte-Oria,9.5
2016,Hombre,16 años y más,,,,,Lasarte-Oria,%,Lasarte-Oria,13.0
2021,Hombre,16 años y más,,,,,Lasarte-Oria,%,Lasarte-Oria,8.3
2018,Hombre,16 años y más,,,,,Lasarte-Oria,%,Lasarte-Oria,8.7
2015,Hombre,16 años y más,,,,,Lasarte-Oria,%,Lasarte-Oria,15.3
2020,Hombre,16 años y más,,,,,Lasarte-Oria,%,Lasarte-Oria,7.5
2019,Hombre,16 años y más,,,,,Lasarte-Oria,%,Lasarte-Oria,7.3
2021,Hombre,16 años y más,,,,,Laudio/Llodio,%,Laudio/Llodio,11.0
2018,Hombre,16 años y más,,,,,Laudio/Llodio,%,Laudio/Llodio,10.2
2010,Hombre,16 años y más,,,,,Laudio/Llodio,%,Laudio/Llodio,8.6
2016,Hombre,16 años y más,,,,,Laudio/Llodio,%,Laudio/Llodio,13.8
2020,Hombre,16 años y más,,,,,Laudio/Llodio,%,Laudio/Llodio,9.3
2019,Hombre,16 años y más,,,,,Laudio/Llodio,%,Laudio/Llodio,10.3
2015,Hombre,16 años y más,,,,,Laudio/Llodio,%,Laudio/Llodio,17.0
2010,Hombre,16 años y más,,,,,Laukiz,%,Laukiz,6.9
2020,Hombre,16 años y más,,,,,Laukiz,%,Laukiz,8.3
2016,Hombre,16 años y más,,,,,Laukiz,%,Laukiz,7.7
2015,Hombre,16 años y más,,,,,Laukiz,%,Laukiz,11.5
2021,Hombre,16 años y más,,,,,Laukiz,%,Laukiz,8.2
2019,Hombre,16 años y más,,,,,Laukiz,%,Laukiz,6.8
2018,Hombre,16 años y más,,,,,Laukiz,%,Laukiz,8.8
2021,Hombre,16 años y más,,,,,Lazkao,%,Lazkao,5.6
2018,Hombre,16 años y más,,,,,Lazkao,%,Lazkao,4.8
2019,Hombre,16 años y más,,,,,Lazkao,%,Lazkao,4.1
2010,Hombre,16 años y más,,,,,Lazkao,%,Lazkao,7.9
2015,Hombre,16 años y más,,,,,Lazkao,%,Lazkao,10.3
2020,Hombre,16 años y más,,,,,Lazkao,%,Lazkao,4.6
2016,Hombre,16 años y más,,,,,Lazkao,%,Lazkao,7.0
2016,Hombre,16 años y más,,,,,Leaburu,%,Leaburu,11.5
2015,Hombre,16 años y más,,,,,Leaburu,%,Leaburu,7.2
2020,Hombre,16 años y más,,,,,Leaburu,%,Leaburu,6.8
2010,Hombre,16 años y más,,,,,Leaburu,%,Leaburu,5.7
2018,Hombre,16 años y más,,,,,Leaburu,%,Leaburu,7.3
2019,Hombre,16 años y más,,,,,Leaburu,%,Leaburu,4.3
2021,Hombre,16 años y más,,,,,Leaburu,%,Leaburu,3.1
2019,Hombre,16 años y más,,,,,Legazpi,%,Legazpi,5.3
2010,Hombre,16 años y más,,,,,Legazpi,%,Legazpi,7.8
2016,Hombre,16 años y más,,,,,Legazpi,%,Legazpi,8.6
2018,Hombre,16 años y más,,,,,Legazpi,%,Legazpi,6.9
2015,Hombre,16 años y más,,,,,Legazpi,%,Legazpi,10.8
2021,Hombre,16 años y más,,,,,Legazpi,%,Legazpi,6.5
2020,Hombre,16 años y más,,,,,Legazpi,%,Legazpi,6.2
2018,Hombre,16 años y más,,,,,Legorreta,%,Legorreta,9.5
2019,Hombre,16 años y más,,,,,Legorreta,%,Legorreta,8.8
2015,Hombre,16 años y más,,,,,Legorreta,%,Legorreta,14.0
2020,Hombre,16 años y más,,,,,Legorreta,%,Legorreta,6.5
2010,Hombre,16 años y más,,,,,Legorreta,%,Legorreta,11.6
2016,Hombre,16 años y más,,,,,Legorreta,%,Legorreta,9.3
2021,Hombre,16 años y más,,,,,Legorreta,%,Legorreta,8.5
2018,Hombre,16 años y más,,,,,Legutio,%,Legutio,6.0
2010,Hombre,16 años y más,,,,,Legutio,%,Legutio,6.1
2021,Hombre,16 años y más,,,,,Legutio,%,Legutio,10.1
2019,Hombre,16 años y más,,,,,Legutio,%,Legutio,8.4
2020,Hombre,16 años y más,,,,,Legutio,%,Legutio,7.4
2015,Hombre,16 años y más,,,,,Legutio,%,Legutio,12.5
2016,Hombre,16 años y más,,,,,Legutio,%,Legutio,13.1
2010,Hombre,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,8.1
2020,Hombre,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,0.0
2016,Hombre,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,9.8
2018,Hombre,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,3.9
2015,Hombre,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,9.6
2019,Hombre,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,1.3
2021,Hombre,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,5.7
2021,Hombre,16 años y más,,,,,Leioa,%,Leioa,9.5
2016,Hombre,16 años y más,,,,,Leioa,%,Leioa,13.3
2015,Hombre,16 años y más,,,,,Leioa,%,Leioa,15.5
2018,Hombre,16 años y más,,,,,Leioa,%,Leioa,10.1
2019,Hombre,16 años y más,,,,,Leioa,%,Leioa,8.5
2020,Hombre,16 años y más,,,,,Leioa,%,Leioa,8.4
2010,Hombre,16 años y más,,,,,Leioa,%,Leioa,10.6
2015,Hombre,16 años y más,,,,,Lekeitio,%,Lekeitio,16.4
2016,Hombre,16 años y más,,,,,Lekeitio,%,Lekeitio,14.4
2019,Hombre,16 años y más,,,,,Lekeitio,%,Lekeitio,11.1
2018,Hombre,16 años y más,,,,,Lekeitio,%,Lekeitio,11.9
2020,Hombre,16 años y más,,,,,Lekeitio,%,Lekeitio,10.9
2021,Hombre,16 años y más,,,,,Lekeitio,%,Lekeitio,11.3
2010,Hombre,16 años y más,,,,,Lekeitio,%,Lekeitio,10.0
2010,Hombre,16 años y más,,,,,Lemoa,%,Lemoa,9.5
2018,Hombre,16 años y más,,,,,Lemoa,%,Lemoa,9.5
2020,Hombre,16 años y más,,,,,Lemoa,%,Lemoa,8.2
2015,Hombre,16 años y más,,,,,Lemoa,%,Lemoa,15.8
2016,Hombre,16 años y más,,,,,Lemoa,%,Lemoa,13.1
2021,Hombre,16 años y más,,,,,Lemoa,%,Lemoa,8.0
2019,Hombre,16 años y más,,,,,Lemoa,%,Lemoa,9.3
2021,Hombre,16 años y más,,,,,Lemoiz,%,Lemoiz,12.3
2015,Hombre,16 años y más,,,,,Lemoiz,%,Lemoiz,15.3
2020,Hombre,16 años y más,,,,,Lemoiz,%,Lemoiz,6.3
2018,Hombre,16 años y más,,,,,Lemoiz,%,Lemoiz,7.7
2016,Hombre,16 años y más,,,,,Lemoiz,%,Lemoiz,14.4
2010,Hombre,16 años y más,,,,,Lemoiz,%,Lemoiz,8.2
2019,Hombre,16 años y más,,,,,Lemoiz,%,Lemoiz,7.0
2015,Hombre,16 años y más,,,,,Leza,%,Leza,10.6
2021,Hombre,16 años y más,,,,,Leza,%,Leza,7.3
2020,Hombre,16 años y más,,,,,Leza,%,Leza,5.6
2019,Hombre,16 años y más,,,,,Leza,%,Leza,7.3
2010,Hombre,16 años y más,,,,,Leza,%,Leza,6.7
2018,Hombre,16 años y más,,,,,Leza,%,Leza,5.7
2016,Hombre,16 años y más,,,,,Leza,%,Leza,5.2
2018,Hombre,16 años y más,,,,,Lezama,%,Lezama,5.9
2021,Hombre,16 años y más,,,,,Lezama,%,Lezama,6.9
2010,Hombre,16 años y más,,,,,Lezama,%,Lezama,6.5
2020,Hombre,16 años y más,,,,,Lezama,%,Lezama,5.6
2019,Hombre,16 años y más,,,,,Lezama,%,Lezama,6.6
2016,Hombre,16 años y más,,,,,Lezama,%,Lezama,8.1
2015,Hombre,16 años y más,,,,,Lezama,%,Lezama,11.5
2018,Hombre,16 años y más,,,,,Lezo,%,Lezo,6.9
2010,Hombre,16 años y más,,,,,Lezo,%,Lezo,7.9
2020,Hombre,16 años y más,,,,,Lezo,%,Lezo,7.4
2015,Hombre,16 años y más,,,,,Lezo,%,Lezo,14.1
2016,Hombre,16 años y más,,,,,Lezo,%,Lezo,11.3
2019,Hombre,16 años y más,,,,,Lezo,%,Lezo,7.0
2021,Hombre,16 años y más,,,,,Lezo,%,Lezo,7.6
2019,Hombre,16 años y más,,,,,Lizartza,%,Lizartza,9.5
2018,Hombre,16 años y más,,,,,Lizartza,%,Lizartza,11.2
2016,Hombre,16 años y más,,,,,Lizartza,%,Lizartza,11.3
2015,Hombre,16 años y más,,,,,Lizartza,%,Lizartza,16.6
2021,Hombre,16 años y más,,,,,Lizartza,%,Lizartza,8.0
2020,Hombre,16 años y más,,,,,Lizartza,%,Lizartza,4.7
2010,Hombre,16 años y más,,,,,Lizartza,%,Lizartza,10.9
2010,Hombre,16 años y más,,,,,Loiu,%,Loiu,10.2
2019,Hombre,16 años y más,,,,,Loiu,%,Loiu,6.1
