Year,Series,Province,County,Municipality,Units,GeoCode,Value
2013,Proportion of households with a toilet,,,Amezketa,%,Amezketa,96.6
2022,Proportion of households with a toilet,,,Amezketa,%,Amezketa,97.3
2016,Proportion of households with a toilet,,,Amezketa,%,Amezketa,96.3
2013,Proportion of households with running water,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2020,Proportion of households with a toilet,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2022,Proportion of households with a toilet,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2019,Proportion of households with running water,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2016,Proportion of households with a toilet,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.8
2021,Proportion of households with a toilet,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2018,Proportion of households with running water,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2023,Proportion of households with running water,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2010,Proportion of households with a toilet,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.7
2022,Proportion of households with running water,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2016,Proportion of households with running water,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2010,Proportion of households with running water,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2015,Proportion of households with running water,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2014,Proportion of households with running water,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2013,Proportion of households with a toilet,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.8
2023,Proportion of households with a toilet,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2015,Proportion of households with a toilet,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.8
2019,Proportion of households with a toilet,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.8
2014,Proportion of households with a toilet,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.8
2021,Proportion of households with running water,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2018,Proportion of households with a toilet,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.8
2020,Proportion of households with running water,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2018,Proportion of households with running water,,,Amoroto,%,Amoroto,100.0
2023,Proportion of households with a toilet,,,Amoroto,%,Amoroto,100.0
2021,Proportion of households with running water,,,Amoroto,%,Amoroto,100.0
2016,Proportion of households with running water,,,Amoroto,%,Amoroto,100.0
2010,Proportion of households with running water,,,Amoroto,%,Amoroto,100.0
2019,Proportion of households with a toilet,,,Amoroto,%,Amoroto,99.3
2010,Proportion of households with a toilet,,,Amoroto,%,Amoroto,97.2
2014,Proportion of households with a toilet,,,Amoroto,%,Amoroto,97.3
2013,Proportion of households with a toilet,,,Amoroto,%,Amoroto,97.2
2020,Proportion of households with running water,,,Amoroto,%,Amoroto,100.0
2013,Proportion of households with running water,,,Amoroto,%,Amoroto,100.0
2014,Proportion of households with running water,,,Amoroto,%,Amoroto,100.0
2021,Proportion of households with a toilet,,,Amoroto,%,Amoroto,100.0
2023,Proportion of households with running water,,,Amoroto,%,Amoroto,100.0
2018,Proportion of households with a toilet,,,Amoroto,%,Amoroto,99.3
2022,Proportion of households with running water,,,Amoroto,%,Amoroto,100.0
2016,Proportion of households with a toilet,,,Amoroto,%,Amoroto,97.3
2020,Proportion of households with a toilet,,,Amoroto,%,Amoroto,100.0
2015,Proportion of households with a toilet,,,Amoroto,%,Amoroto,97.2
2022,Proportion of households with a toilet,,,Amoroto,%,Amoroto,100.0
2015,Proportion of households with running water,,,Amoroto,%,Amoroto,100.0
2019,Proportion of households with running water,,,Amoroto,%,Amoroto,100.0
2020,Proportion of households with a toilet,,,Amurrio,%,Amurrio,99.7
2023,Proportion of households with running water,,,Amurrio,%,Amurrio,99.9
2013,Proportion of households with running water,,,Amurrio,%,Amurrio,100.0
2016,Proportion of households with a toilet,,,Amurrio,%,Amurrio,99.8
2015,Proportion of households with running water,,,Amurrio,%,Amurrio,100.0
2022,Proportion of households with a toilet,,,Amurrio,%,Amurrio,99.8
2013,Proportion of households with a toilet,,,Amurrio,%,Amurrio,99.7
2010,Proportion of households with running water,,,Amurrio,%,Amurrio,99.9
2019,Proportion of households with running water,,,Amurrio,%,Amurrio,99.9
2022,Proportion of households with running water,,,Amurrio,%,Amurrio,99.9
2021,Proportion of households with running water,,,Amurrio,%,Amurrio,99.9
2018,Proportion of households with running water,,,Amurrio,%,Amurrio,99.9
2020,Proportion of households with running water,,,Amurrio,%,Amurrio,100.0
2021,Proportion of households with a toilet,,,Amurrio,%,Amurrio,99.8
2010,Proportion of households with a toilet,,,Amurrio,%,Amurrio,99.6
2014,Proportion of households with running water,,,Amurrio,%,Amurrio,100.0
2014,Proportion of households with a toilet,,,Amurrio,%,Amurrio,99.7
2019,Proportion of households with a toilet,,,Amurrio,%,Amurrio,99.7
2018,Proportion of households with a toilet,,,Amurrio,%,Amurrio,99.7
2023,Proportion of households with a toilet,,,Amurrio,%,Amurrio,99.7
2016,Proportion of households with running water,,,Amurrio,%,Amurrio,99.9
2015,Proportion of households with a toilet,,,Amurrio,%,Amurrio,99.7
2015,Proportion of households with a toilet,,,Andoain,%,Andoain,99.5
2010,Proportion of households with a toilet,,,Andoain,%,Andoain,99.5
2014,Proportion of households with a toilet,,,Andoain,%,Andoain,99.5
2013,Proportion of households with a toilet,,,Andoain,%,Andoain,99.5
2016,Proportion of households with a toilet,,,Andoain,%,Andoain,99.5
2016,Proportion of households with running water,,,Andoain,%,Andoain,100.0
2021,Proportion of households with running water,,,Andoain,%,Andoain,100.0
2020,Proportion of households with a toilet,,,Andoain,%,Andoain,99.7
2023,Proportion of households with a toilet,,,Andoain,%,Andoain,99.8
2015,Proportion of households with running water,,,Andoain,%,Andoain,99.9
2019,Proportion of households with a toilet,,,Andoain,%,Andoain,99.6
2023,Proportion of households with running water,,,Andoain,%,Andoain,99.9
2022,Proportion of households with running water,,,Andoain,%,Andoain,99.9
2014,Proportion of households with running water,,,Andoain,%,Andoain,99.9
2021,Proportion of households with a toilet,,,Andoain,%,Andoain,99.7
2022,Proportion of households with a toilet,,,Andoain,%,Andoain,99.7
2010,Proportion of households with running water,,,Andoain,%,Andoain,100.0
2020,Proportion of households with running water,,,Andoain,%,Andoain,100.0
2018,Proportion of households with a toilet,,,Andoain,%,Andoain,99.6
2018,Proportion of households with running water,,,Andoain,%,Andoain,100.0
2013,Proportion of households with running water,,,Andoain,%,Andoain,100.0
2019,Proportion of households with running water,,,Andoain,%,Andoain,100.0
2013,Proportion of households with a toilet,,,Anoeta,%,Anoeta,100.0
2021,Proportion of households with a toilet,,,Anoeta,%,Anoeta,100.0
2023,Proportion of households with running water,,,Anoeta,%,Anoeta,100.0
2014,Proportion of households with running water,,,Anoeta,%,Anoeta,100.0
2014,Proportion of households with a toilet,,,Anoeta,%,Anoeta,100.0
2020,Proportion of households with a toilet,,,Anoeta,%,Anoeta,100.0
2019,Proportion of households with a toilet,,,Anoeta,%,Anoeta,100.0
2018,Proportion of households with a toilet,,,Anoeta,%,Anoeta,100.0
2022,Proportion of households with a toilet,,,Anoeta,%,Anoeta,100.0
2018,Proportion of households with running water,,,Anoeta,%,Anoeta,100.0
2015,Proportion of households with a toilet,,,Anoeta,%,Anoeta,100.0
2016,Proportion of households with a toilet,,,Anoeta,%,Anoeta,100.0
2023,Proportion of households with a toilet,,,Anoeta,%,Anoeta,100.0
2016,Proportion of households with running water,,,Anoeta,%,Anoeta,100.0
2022,Proportion of households with running water,,,Anoeta,%,Anoeta,100.0
2010,Proportion of households with running water,,,Anoeta,%,Anoeta,100.0
2010,Proportion of households with a toilet,,,Anoeta,%,Anoeta,100.0
2021,Proportion of households with running water,,,Anoeta,%,Anoeta,100.0
2019,Proportion of households with running water,,,Anoeta,%,Anoeta,100.0
2015,Proportion of households with running water,,,Anoeta,%,Anoeta,100.0
2020,Proportion of households with running water,,,Anoeta,%,Anoeta,100.0
2013,Proportion of households with running water,,,Anoeta,%,Anoeta,100.0
2023,Proportion of households with running water,,,Antzuola,%,Antzuola,99.9
2019,Proportion of households with running water,,,Antzuola,%,Antzuola,99.9
2021,Proportion of households with running water,,,Antzuola,%,Antzuola,99.9
2022,Proportion of households with a toilet,,,Antzuola,%,Antzuola,99.8
2013,Proportion of households with running water,,,Antzuola,%,Antzuola,99.9
2010,Proportion of households with running water,,,Antzuola,%,Antzuola,99.9
2010,Proportion of households with a toilet,,,Antzuola,%,Antzuola,99.9
2015,Proportion of households with a toilet,,,Antzuola,%,Antzuola,99.8
2023,Proportion of households with a toilet,,,Antzuola,%,Antzuola,99.8
2021,Proportion of households with a toilet,,,Antzuola,%,Antzuola,99.8
2020,Proportion of households with a toilet,,,Antzuola,%,Antzuola,99.9
2022,Proportion of households with running water,,,Antzuola,%,Antzuola,99.9
2015,Proportion of households with running water,,,Antzuola,%,Antzuola,99.9
2019,Proportion of households with a toilet,,,Antzuola,%,Antzuola,99.8
2018,Proportion of households with a toilet,,,Antzuola,%,Antzuola,99.8
2016,Proportion of households with running water,,,Antzuola,%,Antzuola,99.9
2014,Proportion of households with running water,,,Antzuola,%,Antzuola,99.9
2013,Proportion of households with a toilet,,,Antzuola,%,Antzuola,99.9
2016,Proportion of households with a toilet,,,Antzuola,%,Antzuola,99.8
2020,Proportion of households with running water,,,Antzuola,%,Antzuola,99.9
2018,Proportion of households with running water,,,Antzuola,%,Antzuola,99.9
2014,Proportion of households with a toilet,,,Antzuola,%,Antzuola,99.8
2014,Proportion of households with running water,,,Añana,%,Añana,100.0
2013,Proportion of households with running water,,,Añana,%,Añana,100.0
2022,Proportion of households with running water,,,Añana,%,Añana,100.0
2021,Proportion of households with a toilet,,,Añana,%,Añana,93.9
2015,Proportion of households with a toilet,,,Añana,%,Añana,91.3
2014,Proportion of households with a toilet,,,Añana,%,Añana,91.4
2021,Proportion of households with running water,,,Añana,%,Añana,100.0
2018,Proportion of households with running water,,,Añana,%,Añana,100.0
2022,Proportion of households with a toilet,,,Añana,%,Añana,94.4
2023,Proportion of households with running water,,,Añana,%,Añana,100.0
2018,Proportion of households with a toilet,,,Añana,%,Añana,93.4
2019,Proportion of households with a toilet,,,Añana,%,Añana,93.8
2016,Proportion of households with a toilet,,,Añana,%,Añana,92.5
2019,Proportion of households with running water,,,Añana,%,Añana,100.0
2023,Proportion of households with a toilet,,,Añana,%,Añana,94.4
2020,Proportion of households with a toilet,,,Añana,%,Añana,93.7
2010,Proportion of households with a toilet,,,Añana,%,Añana,88.6
2010,Proportion of households with running water,,,Añana,%,Añana,100.0
2015,Proportion of households with running water,,,Añana,%,Añana,100.0
2016,Proportion of households with running water,,,Añana,%,Añana,100.0
2020,Proportion of households with running water,,,Añana,%,Añana,100.0
2013,Proportion of households with a toilet,,,Añana,%,Añana,92.1
2010,Proportion of households with running water,,,Arakaldo,%,Arakaldo,100.0
2016,Proportion of households with a toilet,,,Arakaldo,%,Arakaldo,100.0
2022,Proportion of households with a toilet,,,Arakaldo,%,Arakaldo,100.0
2021,Proportion of households with a toilet,,,Arakaldo,%,Arakaldo,100.0
2023,Proportion of households with a toilet,,,Arakaldo,%,Arakaldo,100.0
2018,Proportion of households with a toilet,,,Arakaldo,%,Arakaldo,100.0
2015,Proportion of households with running water,,,Arakaldo,%,Arakaldo,100.0
2013,Proportion of households with a toilet,,,Arakaldo,%,Arakaldo,100.0
2020,Proportion of households with a toilet,,,Arakaldo,%,Arakaldo,100.0
2020,Proportion of households with running water,,,Arakaldo,%,Arakaldo,100.0
2014,Proportion of households with running water,,,Arakaldo,%,Arakaldo,100.0
2019,Proportion of households with a toilet,,,Arakaldo,%,Arakaldo,100.0
2013,Proportion of households with running water,,,Arakaldo,%,Arakaldo,100.0
2021,Proportion of households with running water,,,Arakaldo,%,Arakaldo,100.0
2022,Proportion of households with running water,,,Arakaldo,%,Arakaldo,100.0
2023,Proportion of households with running water,,,Arakaldo,%,Arakaldo,100.0
2014,Proportion of households with a toilet,,,Arakaldo,%,Arakaldo,100.0
2015,Proportion of households with a toilet,,,Arakaldo,%,Arakaldo,100.0
2018,Proportion of households with running water,,,Arakaldo,%,Arakaldo,100.0
2010,Proportion of households with a toilet,,,Arakaldo,%,Arakaldo,100.0
2016,Proportion of households with running water,,,Arakaldo,%,Arakaldo,100.0
2019,Proportion of households with running water,,,Arakaldo,%,Arakaldo,100.0
2014,Proportion of households with running water,,,Arama,%,Arama,100.0
2018,Proportion of households with a toilet,,,Arama,%,Arama,100.0
2013,Proportion of households with running water,,,Arama,%,Arama,100.0
2018,Proportion of households with running water,,,Arama,%,Arama,100.0
2022,Proportion of households with running water,,,Arama,%,Arama,100.0
2016,Proportion of households with running water,,,Arama,%,Arama,100.0
2023,Proportion of households with a toilet,,,Arama,%,Arama,100.0
2010,Proportion of households with a toilet,,,Arama,%,Arama,100.0
2021,Proportion of households with a toilet,,,Arama,%,Arama,100.0
2019,Proportion of households with a toilet,,,Arama,%,Arama,100.0
2021,Proportion of households with running water,,,Arama,%,Arama,100.0
2022,Proportion of households with a toilet,,,Arama,%,Arama,100.0
2016,Proportion of households with a toilet,,,Arama,%,Arama,100.0
2010,Proportion of households with running water,,,Arama,%,Arama,100.0
2019,Proportion of households with running water,,,Arama,%,Arama,100.0
2020,Proportion of households with a toilet,,,Arama,%,Arama,100.0
2020,Proportion of households with running water,,,Arama,%,Arama,100.0
2013,Proportion of households with a toilet,,,Arama,%,Arama,100.0
2014,Proportion of households with a toilet,,,Arama,%,Arama,100.0
2015,Proportion of households with running water,,,Arama,%,Arama,100.0
2015,Proportion of households with a toilet,,,Arama,%,Arama,100.0
2023,Proportion of households with running water,,,Arama,%,Arama,100.0
2016,Proportion of households with a toilet,,,Aramaio,%,Aramaio,100.0
2020,Proportion of households with a toilet,,,Aramaio,%,Aramaio,100.0
2020,Proportion of households with running water,,,Aramaio,%,Aramaio,100.0
2014,Proportion of households with running water,,,Aramaio,%,Aramaio,100.0
2016,Proportion of households with running water,,,Aramaio,%,Aramaio,100.0
2013,Proportion of households with running water,,,Aramaio,%,Aramaio,100.0
2023,Proportion of households with running water,,,Aramaio,%,Aramaio,100.0
2019,Proportion of households with running water,,,Aramaio,%,Aramaio,100.0
2021,Proportion of households with running water,,,Aramaio,%,Aramaio,100.0
2022,Proportion of households with running water,,,Aramaio,%,Aramaio,100.0
2010,Proportion of households with a toilet,,,Aramaio,%,Aramaio,100.0
2015,Proportion of households with running water,,,Aramaio,%,Aramaio,100.0
2010,Proportion of households with running water,,,Aramaio,%,Aramaio,100.0
2023,Proportion of households with a toilet,,,Aramaio,%,Aramaio,100.0
2013,Proportion of households with a toilet,,,Aramaio,%,Aramaio,100.0
2018,Proportion of households with a toilet,,,Aramaio,%,Aramaio,100.0
2015,Proportion of households with a toilet,,,Aramaio,%,Aramaio,100.0
2019,Proportion of households with a toilet,,,Aramaio,%,Aramaio,100.0
2018,Proportion of households with running water,,,Aramaio,%,Aramaio,100.0
