Year,Series,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzaga,%,Altzaga,100.0
2011,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzaga,%,Altzaga,100.0
2020,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzaga,%,Altzaga,100.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzaga,%,Altzaga,100.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzaga,%,Altzaga,100.0
2018,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2022,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,100.0
2010,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2013,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2019,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2020,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2014,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,100.0
2021,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,100.0
2023,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,100.0
2016,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2011,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2017,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2019,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2016,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2020,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2022,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,100.0
2017,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2010,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2011,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2013,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2018,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2023,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,100.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,100.0
2014,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2021,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amezketa,%,Amezketa,100.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2010,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,0.0
2014,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2020,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2021,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2017,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2022,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2016,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2011,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,0.0
2019,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2023,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2013,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2018,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2022,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,100.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,0.0
2014,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,0.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,100.0
2020,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,100.0
2016,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,0.0
2010,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,0.0
2018,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,100.0
2019,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,100.0
2011,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,0.0
2013,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,0.0
2023,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,100.0
2021,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,100.0
2017,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,100.0
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amoroto,%,Amoroto,0.0
2017,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2023,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2010,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2022,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2018,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2013,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2014,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2021,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2020,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2016,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2011,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2019,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Amurrio,%,Amurrio,100.0
2019,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,100.0
2021,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,100.0
2014,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,0.0
2013,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,0.0
2023,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,100.0
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,0.0
2020,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,100.0
2022,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,100.0
2018,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,100.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,0.0
2011,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,0.0
2016,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,0.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,100.0
2010,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,0.0
2017,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Andoain,%,Andoain,100.0
2016,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,0.0
2010,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,0.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,0.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,100.0
2020,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,0.0
2013,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,0.0
2022,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,100.0
2017,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,0.0
2018,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,0.0
2023,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,100.0
2014,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,0.0
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,0.0
2019,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,0.0
2021,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,100.0
2011,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Anoeta,%,Anoeta,0.0
2022,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2017,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2010,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2013,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2020,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2021,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2014,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2011,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2016,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2019,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2018,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2023,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Antzuola,%,Antzuola,100.0
2022,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2021,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2016,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2013,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2014,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2010,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2020,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2011,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2017,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2019,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2018,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2023,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Añana,%,Añana,100.0
2022,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2023,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2014,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2011,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2016,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2017,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2020,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2018,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2013,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2010,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2021,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2019,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arakaldo,%,Arakaldo,100.0
2018,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2021,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2010,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2016,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2022,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2023,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2013,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2020,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2014,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2019,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2017,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2011,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arama,%,Arama,100.0
2019,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2022,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2014,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2018,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2016,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2020,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2011,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2021,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2013,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2017,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2023,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2010,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Aramaio,%,Aramaio,100.0
2010,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arantzazu,%,Arantzazu,100.0
2014,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arantzazu,%,Arantzazu,100.0
2016,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arantzazu,%,Arantzazu,100.0
2024,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arantzazu,%,Arantzazu,100.0
2019,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arantzazu,%,Arantzazu,100.0
2017,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arantzazu,%,Arantzazu,100.0
2015,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arantzazu,%,Arantzazu,100.0
2018,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arantzazu,%,Arantzazu,100.0
2012,Lurralde-antolamenduko plan batek (LPP) estalitako udalerrien proportzioa,,,Arantzazu,%,Arantzazu,100.0
