Year,Trebetasun informatikoa,Sexua,Adina,Lurralde historikoa,Units,Value
2023,Programazio-lengoaia batean programatzea,Emakumea,16-24 urte,Gipuzkoa,%,8.28
2022,Programazio-lengoaia batean programatzea,Emakumea,16-24 urte,Gipuzkoa,%,4.69
2020,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,,%,4.04
2022,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,,%,3.35
2021,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,,%,3.14
2019,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,,%,3.05
2023,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,,%,4.42
2020,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Araba / Álava,%,4.65
2019,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Araba / Álava,%,3.04
2021,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Araba / Álava,%,3.69
2023,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Araba / Álava,%,3.54
2022,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Araba / Álava,%,3.03
2021,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Bizkaia,%,3.34
2022,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Bizkaia,%,3.74
2020,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Bizkaia,%,3.56
2019,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Bizkaia,%,3.27
2023,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Bizkaia,%,5.32
2021,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Gipuzkoa,%,2.57
2020,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Gipuzkoa,%,4.53
2019,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Gipuzkoa,%,2.71
2023,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Gipuzkoa,%,3.36
2022,Programazio-lengoaia batean programatzea,Emakumea,16-74 urte,Gipuzkoa,%,2.84
2023,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,,%,3.46
2021,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,,%,2.15
2019,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,,%,2.4
2022,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,,%,2.62
2020,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,,%,3.38
2019,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Araba / Álava,%,2.46
2020,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Araba / Álava,%,4.71
2023,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Araba / Álava,%,2.9
2022,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Araba / Álava,%,2.84
2021,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Araba / Álava,%,3.01
2021,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Bizkaia,%,2.09
2022,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Bizkaia,%,2.57
2019,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Bizkaia,%,2.51
2020,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Bizkaia,%,2.65
2023,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Bizkaia,%,4.09
2020,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Gipuzkoa,%,3.93
2023,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Gipuzkoa,%,2.69
2022,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Gipuzkoa,%,2.59
2019,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Gipuzkoa,%,2.21
2021,Programazio-lengoaia batean programatzea,Emakumea,25-74 urte,Gipuzkoa,%,1.84
2020,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,,%,16.53
2023,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,,%,20.82
2021,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,,%,17.82
2022,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,,%,12.88
2019,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,,%,15.83
2020,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Araba / Álava,%,9.56
2019,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Araba / Álava,%,13.71
2021,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Araba / Álava,%,18.8
2023,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Araba / Álava,%,18.62
2022,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Araba / Álava,%,17.3
2020,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Bizkaia,%,20.49
2019,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Bizkaia,%,17.71
2022,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Bizkaia,%,9.61
2023,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Bizkaia,%,24.51
2021,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Bizkaia,%,15.6
2023,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Gipuzkoa,%,16.54
2020,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Gipuzkoa,%,13.92
2022,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Gipuzkoa,%,16.01
2019,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Gipuzkoa,%,14.1
2021,Programazio-lengoaia batean programatzea,Gizona,16-24 urte,Gipuzkoa,%,20.33
2022,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,,%,7.25
2020,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,,%,7.37
2023,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,,%,8.1
2021,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,,%,7.4
2019,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,,%,8.14
2022,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Araba / Álava,%,6.49
2020,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Araba / Álava,%,6.83
2019,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Araba / Álava,%,7.6
2021,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Araba / Álava,%,7.7
2023,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Araba / Álava,%,4.98
2020,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Bizkaia,%,7.98
2022,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Bizkaia,%,6.64
2021,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Bizkaia,%,7.05
2019,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Bizkaia,%,8.5
2023,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Bizkaia,%,8.48
2022,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Gipuzkoa,%,8.57
2019,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Gipuzkoa,%,7.79
2020,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Gipuzkoa,%,6.65
2021,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Gipuzkoa,%,7.81
2023,Programazio-lengoaia batean programatzea,Gizona,16-74 urte,Gipuzkoa,%,8.95
2023,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,,%,6.32
2020,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,,%,6.18
2021,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,,%,5.9
2022,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,,%,6.47
2019,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,,%,7.26
2022,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Araba / Álava,%,5.16
2021,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Araba / Álava,%,6.01
2020,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Araba / Álava,%,6.46
2023,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Araba / Álava,%,2.83
2019,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Araba / Álava,%,6.95
2023,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Bizkaia,%,6.37
2021,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Bizkaia,%,5.93
2019,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Bizkaia,%,7.51
2022,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Bizkaia,%,6.23
2020,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Bizkaia,%,6.42
2020,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Gipuzkoa,%,5.65
2023,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Gipuzkoa,%,7.85
2021,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Gipuzkoa,%,5.8
2019,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Gipuzkoa,%,6.98
2022,Programazio-lengoaia batean programatzea,Gizona,25-74 urte,Gipuzkoa,%,7.48
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,,%,77.6
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,,%,85.19
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,,%,84.87
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,,%,78.1
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,,%,84.6
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Araba / Álava,%,82.26
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Araba / Álava,%,84.7
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Araba / Álava,%,86.93
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Araba / Álava,%,83.91
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Araba / Álava,%,81.74
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Bizkaia,%,83.91
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Bizkaia,%,88.2
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Bizkaia,%,85.4
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Bizkaia,%,76.45
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Bizkaia,%,76.61
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Gipuzkoa,%,76.4
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Gipuzkoa,%,84.57
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Gipuzkoa,%,80.35
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Gipuzkoa,%,86.17
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-24 urte,Gipuzkoa,%,78.88
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,,%,51.89
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,,%,52.11
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,,%,55.16
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,,%,49.97
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,,%,60.29
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Araba / Álava,%,59.61
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Araba / Álava,%,52.54
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Araba / Álava,%,55.92
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Araba / Álava,%,46.04
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Araba / Álava,%,51.64
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Bizkaia,%,52.78
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Bizkaia,%,60.31
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Bizkaia,%,52.27
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Bizkaia,%,50.57
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Bizkaia,%,54.17
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Gipuzkoa,%,50.59
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Gipuzkoa,%,60.59
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Gipuzkoa,%,51.64
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Gipuzkoa,%,56.4
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,16-74 urte,Gipuzkoa,%,50.82
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,,%,51.51
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,,%,56.95
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,,%,48.68
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,,%,46.31
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,,%,48.18
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Araba / Álava,%,40.81
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Araba / Álava,%,47.91
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Araba / Álava,%,52.03
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Araba / Álava,%,56.51
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Araba / Álava,%,49.05
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Bizkaia,%,49.05
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Bizkaia,%,57.11
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Bizkaia,%,47.3
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Bizkaia,%,50.63
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Bizkaia,%,49.1
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Gipuzkoa,%,56.89
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Gipuzkoa,%,46.88
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Gipuzkoa,%,47.82
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Gipuzkoa,%,52.71
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",,25-74 urte,Gipuzkoa,%,47.25
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,,%,88.56
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,,%,84.28
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,,%,82.59
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,,%,81.09
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,,%,84.43
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Araba / Álava,%,87.2
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Araba / Álava,%,84.87
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Araba / Álava,%,89.88
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Araba / Álava,%,82.29
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Araba / Álava,%,85.62
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Bizkaia,%,85.6
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Bizkaia,%,84.18
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Bizkaia,%,81.25
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Bizkaia,%,88.98
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Bizkaia,%,83.57
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Gipuzkoa,%,78.94
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Gipuzkoa,%,80.03
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Gipuzkoa,%,88.57
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Gipuzkoa,%,83.61
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-24 urte,Gipuzkoa,%,82.15
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,,%,58.63
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,,%,50.08
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,,%,48.1
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,,%,51.07
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,,%,52.59
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Araba / Álava,%,48.64
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Araba / Álava,%,52.9
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Araba / Álava,%,45.98
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Araba / Álava,%,54.29
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Araba / Álava,%,56.3
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Bizkaia,%,58.45
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Bizkaia,%,51.44
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Bizkaia,%,50.34
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Bizkaia,%,50.45
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Bizkaia,%,47.89
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Gipuzkoa,%,51.23
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Gipuzkoa,%,49.41
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Gipuzkoa,%,59.99
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Gipuzkoa,%,50.32
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,16-74 urte,Gipuzkoa,%,53.65
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,,%,43.57
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,,%,48.84
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,,%,47.26
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,,%,55.62
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,,%,45.79
