Year,Lanbidea,Lan-egoera,Sexua,Lurralde historikoa,Units,Value
2013,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,118.2
2010,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,112.4
2013,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2017,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2011,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2015,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2020,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2019,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2010,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2015,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,123.2
2023,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,135.0
2011,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,116.4
2010,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,127.6
2011,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2015,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2013,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2019,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2017,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,131.0
2022,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2014,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2020,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2021,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2016,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2018,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2012,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2017,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2016,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,131.7
2021,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,136.4
2019,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,132.8
2023,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,183.0
2013,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,128.0
2015,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,131.2
2021,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,136.4
2020,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,135.5
2022,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,136.6
2018,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,130.5
2024,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,141.0
2012,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,124.7
2011,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,125.6
2017,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,131.0
2015,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,131.2
2010,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,127.6
2018,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,130.5
2013,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,128.0
2014,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,130.3
2019,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,132.8
2010,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2023,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,44.6
2016,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,131.7
2024,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,36.9
2023,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,138.4
2012,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,124.7
2024,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,177.8
2020,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,135.5
2011,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,125.6
2014,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,130.3
2022,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Gipuzkoa,10.000 biztanleko,136.6
2021,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,17.9
2020,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,17.5
2023,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,20.8
2010,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,12.5
2020,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2015,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2016,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2013,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,13.5
2015,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,14.3
2023,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,1.8
2014,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2018,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,15.5
2012,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,14.5
2011,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,14.4
2013,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2012,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2019,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2017,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2021,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2024,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,20.2
2022,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2010,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2024,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.9
2022,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,18.2
2017,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,15.1
2021,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,17.9
2014,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,13.9
2011,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2018,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2012,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,14.5
2016,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,14.8
2014,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,13.9
2016,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,14.8
2019,Erizaintzako eta obstetriziako profesionalak,,Gizona,,10.000 biztanleko,16.3
2015,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,14.3
2017,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,15.1
2010,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,12.5
2024,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,19.3
2019,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,16.3
2013,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,13.5
2023,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,18.9
2022,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,18.2
2018,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,15.5
2020,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,17.5
2011,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,,10.000 biztanleko,14.4
2024,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,20.6
2016,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.1
2019,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.1
2013,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2017,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2020,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.1
2021,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.1
2018,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,16.2
2014,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.1
2014,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,13.6
2021,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,19.5
2013,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,12.7
2012,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,12.5
2016,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,14.8
2011,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,12.2
2020,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,18.0
2015,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,13.9
2019,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,17.0
2022,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.1
2010,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2012,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.1
2011,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.1
2015,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.1
2022,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,19.4
2010,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,12.2
2023,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,20.1
2017,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,15.4
2023,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,19.9
2020,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,17.9
2021,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,19.4
2014,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,13.6
2011,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,12.0
2013,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,12.7
2018,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,16.2
2016,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,14.7
2010,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,12.2
2024,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.2
2018,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2022,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,19.5
2023,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.1
2012,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,12.4
2017,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,15.4
2015,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,13.8
2024,Erizaintzako eta obstetriziako profesionalak,,Gizona,Araba / Álava,10.000 biztanleko,20.8
2019,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,16.9
2019,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,19.3
2024,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,23.0
2021,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,21.1
2018,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2014,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,16.6
2017,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,17.9
2011,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,15.9
2016,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,17.7
2013,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,16.3
2018,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,18.4
2010,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,15.2
2015,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,17.1
2024,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,23.0
2023,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,22.4
2020,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,20.9
2022,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,21.5
2015,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,17.1
2020,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,20.9
2013,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,16.3
2022,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,21.5
2017,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,17.9
2014,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,16.6
2015,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2019,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2013,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2017,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2011,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2023,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2021,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2022,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2012,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,16.2
2020,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2024,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2016,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2014,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2012,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2010,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2018,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,18.4
2019,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,19.3
2016,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,17.7
2021,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,21.1
2023,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,22.4
2010,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,15.2
2011,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,15.9
2012,Erizaintzako eta obstetriziako profesionalak,,Gizona,Bizkaia,10.000 biztanleko,16.2
2023,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,13.1
2020,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,12.1
2017,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,10.4
2021,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,12.2
2016,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,10.4
2022,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,12.5
2024,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,12.9
2014,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,9.7
2019,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,11.2
2011,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,13.2
2010,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,8.1
2012,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,12.8
2023,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,18.6
2010,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,8.1
2012,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,12.8
2024,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,15.6
2019,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,11.2
2013,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,9.4
2018,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,10.7
2015,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,10.1
2018,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2012,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2019,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2016,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2010,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2017,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2014,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2013,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2024,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,2.7
2022,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2020,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2021,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2023,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.5
2011,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,13.2
2021,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,12.2
2014,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,9.7
2018,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,10.7
2022,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,12.5
2017,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,10.4
2013,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,9.4
2020,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,12.1
2015,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,10.1
2016,Erizaintzako eta obstetriziako profesionalak,,Gizona,Gipuzkoa,10.000 biztanleko,10.4
2011,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2015,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2013,Dentista,Erretiratuak,,,10.000 biztanleko,0.1
2022,Dentista,Erretiratuak,,,10.000 biztanleko,0.3
2018,Dentista,,,,10.000 biztanleko,8.6
2016,Dentista,Erretiratuak,,,10.000 biztanleko,0.1
2015,Dentista,Erretiratuak,,,10.000 biztanleko,0.1
2023,Dentista,Ez erretiratuak,,,10.000 biztanleko,8.7
2020,Dentista,Ez erretiratuak,,,10.000 biztanleko,8.5
2012,Dentista,,,,10.000 biztanleko,7.6
2011,Dentista,,,,10.000 biztanleko,7.4
2022,Dentista,,,,10.000 biztanleko,9.0
2022,Dentista,Ez erretiratuak,,,10.000 biztanleko,8.7
2012,Dentista,Ez erretiratuak,,,10.000 biztanleko,7.5
2015,Dentista,Ez erretiratuak,,,10.000 biztanleko,8.1
2010,Dentista,Ez erretiratuak,,,10.000 biztanleko,7.3
2018,Dentista,Ez erretiratuak,,,10.000 biztanleko,8.4
2014,Dentista,Ez erretiratuak,,,10.000 biztanleko,7.8
2014,Dentista,,,,10.000 biztanleko,7.9
2019,Dentista,Ez erretiratuak,,,10.000 biztanleko,8.4
