Year,Series,Sexua,Kontratu mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2021,Genero-arrakala okupazioan,,,,,Ea,Ehuneko puntuak,Ea,3.8
2016,Genero-arrakala okupazioan,,,,,Ea,Ehuneko puntuak,Ea,11.7
2023,Genero-arrakala okupazioan,,,,,Ea,Ehuneko puntuak,Ea,6.1
2010,Genero-arrakala okupazioan,,,,,Ea,Ehuneko puntuak,Ea,17.0
2015,Genero-arrakala okupazioan,,,,,Ea,Ehuneko puntuak,Ea,12.1
2018,Genero-arrakala okupazioan,,,,,Ea,Ehuneko puntuak,Ea,18.4
2020,Genero-arrakala okupazioan,,,,,Ea,Ehuneko puntuak,Ea,6.9
2019,Genero-arrakala okupazioan,,,,,Eibar,Ehuneko puntuak,Eibar,8.7
2021,Genero-arrakala okupazioan,,,,,Eibar,Ehuneko puntuak,Eibar,6.0
2018,Genero-arrakala okupazioan,,,,,Eibar,Ehuneko puntuak,Eibar,8.5
2016,Genero-arrakala okupazioan,,,,,Eibar,Ehuneko puntuak,Eibar,9.0
2020,Genero-arrakala okupazioan,,,,,Eibar,Ehuneko puntuak,Eibar,7.3
2022,Genero-arrakala okupazioan,,,,,Eibar,Ehuneko puntuak,Eibar,6.0
2015,Genero-arrakala okupazioan,,,,,Eibar,Ehuneko puntuak,Eibar,7.8
2023,Genero-arrakala okupazioan,,,,,Eibar,Ehuneko puntuak,Eibar,6.0
2010,Genero-arrakala okupazioan,,,,,Eibar,Ehuneko puntuak,Eibar,12.8
2023,Genero-arrakala okupazioan,,,,,Elantxobe,Ehuneko puntuak,Elantxobe,2.7
2010,Genero-arrakala okupazioan,,,,,Elantxobe,Ehuneko puntuak,Elantxobe,7.1
2021,Genero-arrakala okupazioan,,,,,Elantxobe,Ehuneko puntuak,Elantxobe,1.0
2015,Genero-arrakala okupazioan,,,,,Elantxobe,Ehuneko puntuak,Elantxobe,-6.1
2016,Genero-arrakala okupazioan,,,,,Elantxobe,Ehuneko puntuak,Elantxobe,0.5
2022,Genero-arrakala okupazioan,,,,,Elantxobe,Ehuneko puntuak,Elantxobe,3.5
2019,Genero-arrakala okupazioan,,,,,Elantxobe,Ehuneko puntuak,Elantxobe,8.7
2020,Genero-arrakala okupazioan,,,,,Elantxobe,Ehuneko puntuak,Elantxobe,0.9
2018,Genero-arrakala okupazioan,,,,,Elantxobe,Ehuneko puntuak,Elantxobe,9.7
2010,Genero-arrakala okupazioan,,,,,Elburgo / Burgelu,Ehuneko puntuak,Elburgo / Burgelu,15.6
2022,Genero-arrakala okupazioan,,,,,Elburgo / Burgelu,Ehuneko puntuak,Elburgo / Burgelu,-2.8
2015,Genero-arrakala okupazioan,,,,,Elburgo / Burgelu,Ehuneko puntuak,Elburgo / Burgelu,7.1
2016,Genero-arrakala okupazioan,,,,,Elburgo / Burgelu,Ehuneko puntuak,Elburgo / Burgelu,2.9
2020,Genero-arrakala okupazioan,,,,,Elburgo / Burgelu,Ehuneko puntuak,Elburgo / Burgelu,5.3
2023,Genero-arrakala okupazioan,,,,,Elburgo / Burgelu,Ehuneko puntuak,Elburgo / Burgelu,2.4
2018,Genero-arrakala okupazioan,,,,,Elburgo / Burgelu,Ehuneko puntuak,Elburgo / Burgelu,-2.4
2021,Genero-arrakala okupazioan,,,,,Elburgo / Burgelu,Ehuneko puntuak,Elburgo / Burgelu,1.2
2019,Genero-arrakala okupazioan,,,,,Elburgo / Burgelu,Ehuneko puntuak,Elburgo / Burgelu,5.6
2010,Genero-arrakala okupazioan,,,,,Elciego,Ehuneko puntuak,Elciego,22.4
2022,Genero-arrakala okupazioan,,,,,Elciego,Ehuneko puntuak,Elciego,5.2
2018,Genero-arrakala okupazioan,,,,,Elciego,Ehuneko puntuak,Elciego,14.4
2020,Genero-arrakala okupazioan,,,,,Elciego,Ehuneko puntuak,Elciego,13.0
2019,Genero-arrakala okupazioan,,,,,Elciego,Ehuneko puntuak,Elciego,15.7
2015,Genero-arrakala okupazioan,,,,,Elciego,Ehuneko puntuak,Elciego,8.2
2021,Genero-arrakala okupazioan,,,,,Elciego,Ehuneko puntuak,Elciego,11.8
2023,Genero-arrakala okupazioan,,,,,Elciego,Ehuneko puntuak,Elciego,6.7
2016,Genero-arrakala okupazioan,,,,,Elciego,Ehuneko puntuak,Elciego,16.9
2018,Genero-arrakala okupazioan,,,,,Elduain,Ehuneko puntuak,Elduain,-9.7
2010,Genero-arrakala okupazioan,,,,,Elduain,Ehuneko puntuak,Elduain,22.3
2020,Genero-arrakala okupazioan,,,,,Elduain,Ehuneko puntuak,Elduain,0.9
2015,Genero-arrakala okupazioan,,,,,Elduain,Ehuneko puntuak,Elduain,9.5
2019,Genero-arrakala okupazioan,,,,,Elduain,Ehuneko puntuak,Elduain,1.3
2022,Genero-arrakala okupazioan,,,,,Elduain,Ehuneko puntuak,Elduain,8.0
2016,Genero-arrakala okupazioan,,,,,Elduain,Ehuneko puntuak,Elduain,0.5
2021,Genero-arrakala okupazioan,,,,,Elduain,Ehuneko puntuak,Elduain,5.2
2023,Genero-arrakala okupazioan,,,,,Elduain,Ehuneko puntuak,Elduain,7.5
2019,Genero-arrakala okupazioan,,,,,Elgeta,Ehuneko puntuak,Elgeta,4.9
2020,Genero-arrakala okupazioan,,,,,Elgeta,Ehuneko puntuak,Elgeta,1.8
2021,Genero-arrakala okupazioan,,,,,Elgeta,Ehuneko puntuak,Elgeta,4.5
2022,Genero-arrakala okupazioan,,,,,Elgeta,Ehuneko puntuak,Elgeta,2.0
2010,Genero-arrakala okupazioan,,,,,Elgeta,Ehuneko puntuak,Elgeta,11.5
2015,Genero-arrakala okupazioan,,,,,Elgeta,Ehuneko puntuak,Elgeta,9.3
2016,Genero-arrakala okupazioan,,,,,Elgeta,Ehuneko puntuak,Elgeta,5.3
2023,Genero-arrakala okupazioan,,,,,Elgeta,Ehuneko puntuak,Elgeta,4.7
2018,Genero-arrakala okupazioan,,,,,Elgeta,Ehuneko puntuak,Elgeta,6.6
2022,Genero-arrakala okupazioan,,,,,Elgoibar,Ehuneko puntuak,Elgoibar,8.4
2018,Genero-arrakala okupazioan,,,,,Elgoibar,Ehuneko puntuak,Elgoibar,12.1
2010,Genero-arrakala okupazioan,,,,,Elgoibar,Ehuneko puntuak,Elgoibar,14.4
2021,Genero-arrakala okupazioan,,,,,Elgoibar,Ehuneko puntuak,Elgoibar,9.2
2023,Genero-arrakala okupazioan,,,,,Elgoibar,Ehuneko puntuak,Elgoibar,8.5
2016,Genero-arrakala okupazioan,,,,,Elgoibar,Ehuneko puntuak,Elgoibar,12.2
2020,Genero-arrakala okupazioan,,,,,Elgoibar,Ehuneko puntuak,Elgoibar,10.7
2015,Genero-arrakala okupazioan,,,,,Elgoibar,Ehuneko puntuak,Elgoibar,11.3
2019,Genero-arrakala okupazioan,,,,,Elgoibar,Ehuneko puntuak,Elgoibar,11.0
2015,Genero-arrakala okupazioan,,,,,Elorrio,Ehuneko puntuak,Elorrio,9.1
2018,Genero-arrakala okupazioan,,,,,Elorrio,Ehuneko puntuak,Elorrio,6.9
2016,Genero-arrakala okupazioan,,,,,Elorrio,Ehuneko puntuak,Elorrio,8.8
2023,Genero-arrakala okupazioan,,,,,Elorrio,Ehuneko puntuak,Elorrio,3.9
2019,Genero-arrakala okupazioan,,,,,Elorrio,Ehuneko puntuak,Elorrio,7.9
2021,Genero-arrakala okupazioan,,,,,Elorrio,Ehuneko puntuak,Elorrio,4.9
2022,Genero-arrakala okupazioan,,,,,Elorrio,Ehuneko puntuak,Elorrio,5.8
2010,Genero-arrakala okupazioan,,,,,Elorrio,Ehuneko puntuak,Elorrio,14.0
2020,Genero-arrakala okupazioan,,,,,Elorrio,Ehuneko puntuak,Elorrio,7.6
2019,Genero-arrakala okupazioan,,,,,Elvillar / Bilar,Ehuneko puntuak,Elvillar / Bilar,18.7
2022,Genero-arrakala okupazioan,,,,,Elvillar / Bilar,Ehuneko puntuak,Elvillar / Bilar,5.5
2018,Genero-arrakala okupazioan,,,,,Elvillar / Bilar,Ehuneko puntuak,Elvillar / Bilar,17.2
2016,Genero-arrakala okupazioan,,,,,Elvillar / Bilar,Ehuneko puntuak,Elvillar / Bilar,14.0
2020,Genero-arrakala okupazioan,,,,,Elvillar / Bilar,Ehuneko puntuak,Elvillar / Bilar,12.7
2023,Genero-arrakala okupazioan,,,,,Elvillar / Bilar,Ehuneko puntuak,Elvillar / Bilar,-1.9
2010,Genero-arrakala okupazioan,,,,,Elvillar / Bilar,Ehuneko puntuak,Elvillar / Bilar,14.3
2021,Genero-arrakala okupazioan,,,,,Elvillar / Bilar,Ehuneko puntuak,Elvillar / Bilar,8.8
2015,Genero-arrakala okupazioan,,,,,Elvillar / Bilar,Ehuneko puntuak,Elvillar / Bilar,15.1
2010,Genero-arrakala okupazioan,,,,,Erandio,Ehuneko puntuak,Erandio,15.1
2023,Genero-arrakala okupazioan,,,,,Erandio,Ehuneko puntuak,Erandio,5.4
2019,Genero-arrakala okupazioan,,,,,Erandio,Ehuneko puntuak,Erandio,7.1
2015,Genero-arrakala okupazioan,,,,,Erandio,Ehuneko puntuak,Erandio,6.6
2018,Genero-arrakala okupazioan,,,,,Erandio,Ehuneko puntuak,Erandio,6.7
2020,Genero-arrakala okupazioan,,,,,Erandio,Ehuneko puntuak,Erandio,6.0
2021,Genero-arrakala okupazioan,,,,,Erandio,Ehuneko puntuak,Erandio,5.4
2016,Genero-arrakala okupazioan,,,,,Erandio,Ehuneko puntuak,Erandio,7.6
2022,Genero-arrakala okupazioan,,,,,Erandio,Ehuneko puntuak,Erandio,4.7
2020,Genero-arrakala okupazioan,,,,,Ereño,Ehuneko puntuak,Ereño,1.7
2019,Genero-arrakala okupazioan,,,,,Ereño,Ehuneko puntuak,Ereño,-1.7
2010,Genero-arrakala okupazioan,,,,,Ereño,Ehuneko puntuak,Ereño,13.3
2016,Genero-arrakala okupazioan,,,,,Ereño,Ehuneko puntuak,Ereño,1.9
2018,Genero-arrakala okupazioan,,,,,Ereño,Ehuneko puntuak,Ereño,-0.4
2023,Genero-arrakala okupazioan,,,,,Ereño,Ehuneko puntuak,Ereño,3.4
2021,Genero-arrakala okupazioan,,,,,Ereño,Ehuneko puntuak,Ereño,-4.8
2022,Genero-arrakala okupazioan,,,,,Ereño,Ehuneko puntuak,Ereño,3.3
2015,Genero-arrakala okupazioan,,,,,Ereño,Ehuneko puntuak,Ereño,0.4
2016,Genero-arrakala okupazioan,,,,,Ermua,Ehuneko puntuak,Ermua,13.5
2020,Genero-arrakala okupazioan,,,,,Ermua,Ehuneko puntuak,Ermua,10.5
2022,Genero-arrakala okupazioan,,,,,Ermua,Ehuneko puntuak,Ermua,11.3
2015,Genero-arrakala okupazioan,,,,,Ermua,Ehuneko puntuak,Ermua,12.9
2023,Genero-arrakala okupazioan,,,,,Ermua,Ehuneko puntuak,Ermua,10.8
2021,Genero-arrakala okupazioan,,,,,Ermua,Ehuneko puntuak,Ermua,11.9
2010,Genero-arrakala okupazioan,,,,,Ermua,Ehuneko puntuak,Ermua,17.6
2019,Genero-arrakala okupazioan,,,,,Ermua,Ehuneko puntuak,Ermua,11.8
2018,Genero-arrakala okupazioan,,,,,Ermua,Ehuneko puntuak,Ermua,12.7
2018,Genero-arrakala okupazioan,,,,,Errenteria,Ehuneko puntuak,Errenteria,6.0
2023,Genero-arrakala okupazioan,,,,,Errenteria,Ehuneko puntuak,Errenteria,3.7
2021,Genero-arrakala okupazioan,,,,,Errenteria,Ehuneko puntuak,Errenteria,5.0
2010,Genero-arrakala okupazioan,,,,,Errenteria,Ehuneko puntuak,Errenteria,12.2
2016,Genero-arrakala okupazioan,,,,,Errenteria,Ehuneko puntuak,Errenteria,6.8
2022,Genero-arrakala okupazioan,,,,,Errenteria,Ehuneko puntuak,Errenteria,4.0
2015,Genero-arrakala okupazioan,,,,,Errenteria,Ehuneko puntuak,Errenteria,5.6
2019,Genero-arrakala okupazioan,,,,,Errenteria,Ehuneko puntuak,Errenteria,6.1
2020,Genero-arrakala okupazioan,,,,,Errenteria,Ehuneko puntuak,Errenteria,5.4
2023,Genero-arrakala okupazioan,,,,,Errezil,Ehuneko puntuak,Errezil,0.3
2015,Genero-arrakala okupazioan,,,,,Errezil,Ehuneko puntuak,Errezil,6.5
2019,Genero-arrakala okupazioan,,,,,Errezil,Ehuneko puntuak,Errezil,-1.7
2016,Genero-arrakala okupazioan,,,,,Errezil,Ehuneko puntuak,Errezil,-0.5
2010,Genero-arrakala okupazioan,,,,,Errezil,Ehuneko puntuak,Errezil,11.5
2020,Genero-arrakala okupazioan,,,,,Errezil,Ehuneko puntuak,Errezil,-6.8
2022,Genero-arrakala okupazioan,,,,,Errezil,Ehuneko puntuak,Errezil,-4.1
2021,Genero-arrakala okupazioan,,,,,Errezil,Ehuneko puntuak,Errezil,-1.8
2018,Genero-arrakala okupazioan,,,,,Errezil,Ehuneko puntuak,Errezil,3.4
2015,Genero-arrakala okupazioan,,,,,Erriberagoitia / Ribera Alta,Ehuneko puntuak,Erriberagoitia / Ribera Alta,12.4
2021,Genero-arrakala okupazioan,,,,,Erriberagoitia / Ribera Alta,Ehuneko puntuak,Erriberagoitia / Ribera Alta,2.7
2010,Genero-arrakala okupazioan,,,,,Erriberagoitia / Ribera Alta,Ehuneko puntuak,Erriberagoitia / Ribera Alta,7.7
2016,Genero-arrakala okupazioan,,,,,Erriberagoitia / Ribera Alta,Ehuneko puntuak,Erriberagoitia / Ribera Alta,14.8
2019,Genero-arrakala okupazioan,,,,,Erriberagoitia / Ribera Alta,Ehuneko puntuak,Erriberagoitia / Ribera Alta,12.1
2022,Genero-arrakala okupazioan,,,,,Erriberagoitia / Ribera Alta,Ehuneko puntuak,Erriberagoitia / Ribera Alta,-0.4
2018,Genero-arrakala okupazioan,,,,,Erriberagoitia / Ribera Alta,Ehuneko puntuak,Erriberagoitia / Ribera Alta,15.7
2020,Genero-arrakala okupazioan,,,,,Erriberagoitia / Ribera Alta,Ehuneko puntuak,Erriberagoitia / Ribera Alta,5.2
2023,Genero-arrakala okupazioan,,,,,Erriberagoitia / Ribera Alta,Ehuneko puntuak,Erriberagoitia / Ribera Alta,2.8
2018,Genero-arrakala okupazioan,,,,,Errigoiti,Ehuneko puntuak,Errigoiti,0.6
2010,Genero-arrakala okupazioan,,,,,Errigoiti,Ehuneko puntuak,Errigoiti,10.8
2016,Genero-arrakala okupazioan,,,,,Errigoiti,Ehuneko puntuak,Errigoiti,3.2
2019,Genero-arrakala okupazioan,,,,,Errigoiti,Ehuneko puntuak,Errigoiti,1.3
2015,Genero-arrakala okupazioan,,,,,Errigoiti,Ehuneko puntuak,Errigoiti,9.0
2023,Genero-arrakala okupazioan,,,,,Errigoiti,Ehuneko puntuak,Errigoiti,-1.5
2020,Genero-arrakala okupazioan,,,,,Errigoiti,Ehuneko puntuak,Errigoiti,2.5
2022,Genero-arrakala okupazioan,,,,,Errigoiti,Ehuneko puntuak,Errigoiti,3.7
2021,Genero-arrakala okupazioan,,,,,Errigoiti,Ehuneko puntuak,Errigoiti,-0.1
2023,Genero-arrakala okupazioan,,,,,Eskoriatza,Ehuneko puntuak,Eskoriatza,5.0
2019,Genero-arrakala okupazioan,,,,,Eskoriatza,Ehuneko puntuak,Eskoriatza,6.8
2010,Genero-arrakala okupazioan,,,,,Eskoriatza,Ehuneko puntuak,Eskoriatza,8.3
2021,Genero-arrakala okupazioan,,,,,Eskoriatza,Ehuneko puntuak,Eskoriatza,5.4
2022,Genero-arrakala okupazioan,,,,,Eskoriatza,Ehuneko puntuak,Eskoriatza,4.5
2015,Genero-arrakala okupazioan,,,,,Eskoriatza,Ehuneko puntuak,Eskoriatza,3.9
2018,Genero-arrakala okupazioan,,,,,Eskoriatza,Ehuneko puntuak,Eskoriatza,7.6
2020,Genero-arrakala okupazioan,,,,,Eskoriatza,Ehuneko puntuak,Eskoriatza,8.4
2016,Genero-arrakala okupazioan,,,,,Eskoriatza,Ehuneko puntuak,Eskoriatza,6.7
2010,Genero-arrakala okupazioan,,,,,Etxebarri,Ehuneko puntuak,Etxebarri,14.4
2022,Genero-arrakala okupazioan,,,,,Etxebarri,Ehuneko puntuak,Etxebarri,6.3
2015,Genero-arrakala okupazioan,,,,,Etxebarri,Ehuneko puntuak,Etxebarri,6.7
2023,Genero-arrakala okupazioan,,,,,Etxebarri,Ehuneko puntuak,Etxebarri,7.3
2020,Genero-arrakala okupazioan,,,,,Etxebarri,Ehuneko puntuak,Etxebarri,7.6
2016,Genero-arrakala okupazioan,,,,,Etxebarri,Ehuneko puntuak,Etxebarri,8.5
2018,Genero-arrakala okupazioan,,,,,Etxebarri,Ehuneko puntuak,Etxebarri,9.3
2021,Genero-arrakala okupazioan,,,,,Etxebarri,Ehuneko puntuak,Etxebarri,6.2
2019,Genero-arrakala okupazioan,,,,,Etxebarri,Ehuneko puntuak,Etxebarri,8.9
2016,Genero-arrakala okupazioan,,,,,Etxebarria,Ehuneko puntuak,Etxebarria,-1.0
2010,Genero-arrakala okupazioan,,,,,Etxebarria,Ehuneko puntuak,Etxebarria,6.6
2021,Genero-arrakala okupazioan,,,,,Etxebarria,Ehuneko puntuak,Etxebarria,-8.0
2022,Genero-arrakala okupazioan,,,,,Etxebarria,Ehuneko puntuak,Etxebarria,-3.7
2020,Genero-arrakala okupazioan,,,,,Etxebarria,Ehuneko puntuak,Etxebarria,0.4
2018,Genero-arrakala okupazioan,,,,,Etxebarria,Ehuneko puntuak,Etxebarria,0.6
2023,Genero-arrakala okupazioan,,,,,Etxebarria,Ehuneko puntuak,Etxebarria,-0.7
2019,Genero-arrakala okupazioan,,,,,Etxebarria,Ehuneko puntuak,Etxebarria,-0.9
2015,Genero-arrakala okupazioan,,,,,Etxebarria,Ehuneko puntuak,Etxebarria,1.4
2022,Genero-arrakala okupazioan,,,,,Ezkio-Itsaso,Ehuneko puntuak,Ezkio-Itsaso,3.5
2010,Genero-arrakala okupazioan,,,,,Ezkio-Itsaso,Ehuneko puntuak,Ezkio-Itsaso,3.4
2018,Genero-arrakala okupazioan,,,,,Ezkio-Itsaso,Ehuneko puntuak,Ezkio-Itsaso,4.2
2015,Genero-arrakala okupazioan,,,,,Ezkio-Itsaso,Ehuneko puntuak,Ezkio-Itsaso,3.6
2019,Genero-arrakala okupazioan,,,,,Ezkio-Itsaso,Ehuneko puntuak,Ezkio-Itsaso,-2.3
2023,Genero-arrakala okupazioan,,,,,Ezkio-Itsaso,Ehuneko puntuak,Ezkio-Itsaso,0.2
2016,Genero-arrakala okupazioan,,,,,Ezkio-Itsaso,Ehuneko puntuak,Ezkio-Itsaso,3.5
2021,Genero-arrakala okupazioan,,,,,Ezkio-Itsaso,Ehuneko puntuak,Ezkio-Itsaso,1.9
2020,Genero-arrakala okupazioan,,,,,Ezkio-Itsaso,Ehuneko puntuak,Ezkio-Itsaso,-3.6
2020,Genero-arrakala okupazioan,,,,,Forua,Ehuneko puntuak,Forua,6.6
2015,Genero-arrakala okupazioan,,,,,Forua,Ehuneko puntuak,Forua,9.5
2021,Genero-arrakala okupazioan,,,,,Forua,Ehuneko puntuak,Forua,4.5
2018,Genero-arrakala okupazioan,,,,,Forua,Ehuneko puntuak,Forua,6.4
2022,Genero-arrakala okupazioan,,,,,Forua,Ehuneko puntuak,Forua,3.5
2010,Genero-arrakala okupazioan,,,,,Forua,Ehuneko puntuak,Forua,4.8
2023,Genero-arrakala okupazioan,,,,,Forua,Ehuneko puntuak,Forua,2.8
2019,Genero-arrakala okupazioan,,,,,Forua,Ehuneko puntuak,Forua,5.7
2016,Genero-arrakala okupazioan,,,,,Forua,Ehuneko puntuak,Forua,2.8
2021,Genero-arrakala okupazioan,,,,,Fruiz,Ehuneko puntuak,Fruiz,-0.8
2019,Genero-arrakala okupazioan,,,,,Fruiz,Ehuneko puntuak,Fruiz,-1.8
2016,Genero-arrakala okupazioan,,,,,Fruiz,Ehuneko puntuak,Fruiz,0.9
2010,Genero-arrakala okupazioan,,,,,Fruiz,Ehuneko puntuak,Fruiz,-1.8
2020,Genero-arrakala okupazioan,,,,,Fruiz,Ehuneko puntuak,Fruiz,-2.6
2015,Genero-arrakala okupazioan,,,,,Fruiz,Ehuneko puntuak,Fruiz,1.9
2022,Genero-arrakala okupazioan,,,,,Fruiz,Ehuneko puntuak,Fruiz,-3.6
2023,Genero-arrakala okupazioan,,,,,Fruiz,Ehuneko puntuak,Fruiz,-2.6
2018,Genero-arrakala okupazioan,,,,,Fruiz,Ehuneko puntuak,Fruiz,1.5
2019,Genero-arrakala okupazioan,,,,,Gabiria,Ehuneko puntuak,Gabiria,3.3
2016,Genero-arrakala okupazioan,,,,,Gabiria,Ehuneko puntuak,Gabiria,5.9
2010,Genero-arrakala okupazioan,,,,,Gabiria,Ehuneko puntuak,Gabiria,6.2
2020,Genero-arrakala okupazioan,,,,,Gabiria,Ehuneko puntuak,Gabiria,2.8
2022,Genero-arrakala okupazioan,,,,,Gabiria,Ehuneko puntuak,Gabiria,0.9
2018,Genero-arrakala okupazioan,,,,,Gabiria,Ehuneko puntuak,Gabiria,7.6
2021,Genero-arrakala okupazioan,,,,,Gabiria,Ehuneko puntuak,Gabiria,1.1
2023,Genero-arrakala okupazioan,,,,,Gabiria,Ehuneko puntuak,Gabiria,0.6
2015,Genero-arrakala okupazioan,,,,,Gabiria,Ehuneko puntuak,Gabiria,9.0
2020,Genero-arrakala okupazioan,,,,,Gaintza,Ehuneko puntuak,Gaintza,5.0
2022,Genero-arrakala okupazioan,,,,,Gaintza,Ehuneko puntuak,Gaintza,3.0
2021,Genero-arrakala okupazioan,,,,,Gaintza,Ehuneko puntuak,Gaintza,5.0
2019,Genero-arrakala okupazioan,,,,,Gaintza,Ehuneko puntuak,Gaintza,-11.7
2023,Genero-arrakala okupazioan,,,,,Gaintza,Ehuneko puntuak,Gaintza,-2.7
2018,Genero-arrakala okupazioan,,,,,Gaintza,Ehuneko puntuak,Gaintza,-2.6
2015,Genero-arrakala okupazioan,,,,,Gaintza,Ehuneko puntuak,Gaintza,-4.2
2010,Genero-arrakala okupazioan,,,,,Gaintza,Ehuneko puntuak,Gaintza,5.6
2016,Genero-arrakala okupazioan,,,,,Gaintza,Ehuneko puntuak,Gaintza,-16.4
2019,Genero-arrakala okupazioan,,,,,Galdakao,Ehuneko puntuak,Galdakao,7.6
2016,Genero-arrakala okupazioan,,,,,Galdakao,Ehuneko puntuak,Galdakao,9.4
2020,Genero-arrakala okupazioan,,,,,Galdakao,Ehuneko puntuak,Galdakao,6.8
2021,Genero-arrakala okupazioan,,,,,Galdakao,Ehuneko puntuak,Galdakao,6.8
2018,Genero-arrakala okupazioan,,,,,Galdakao,Ehuneko puntuak,Galdakao,8.8
2010,Genero-arrakala okupazioan,,,,,Galdakao,Ehuneko puntuak,Galdakao,14.2
2023,Genero-arrakala okupazioan,,,,,Galdakao,Ehuneko puntuak,Galdakao,6.2
2022,Genero-arrakala okupazioan,,,,,Galdakao,Ehuneko puntuak,Galdakao,7.0
2015,Genero-arrakala okupazioan,,,,,Galdakao,Ehuneko puntuak,Galdakao,8.4
2022,Genero-arrakala okupazioan,,,,,Galdames,Ehuneko puntuak,Galdames,9.6
2018,Genero-arrakala okupazioan,,,,,Galdames,Ehuneko puntuak,Galdames,8.1
2020,Genero-arrakala okupazioan,,,,,Galdames,Ehuneko puntuak,Galdames,10.5
2010,Genero-arrakala okupazioan,,,,,Galdames,Ehuneko puntuak,Galdames,11.7
2023,Genero-arrakala okupazioan,,,,,Galdames,Ehuneko puntuak,Galdames,11.6
2019,Genero-arrakala okupazioan,,,,,Galdames,Ehuneko puntuak,Galdames,10.5
2016,Genero-arrakala okupazioan,,,,,Galdames,Ehuneko puntuak,Galdames,8.7
2021,Genero-arrakala okupazioan,,,,,Galdames,Ehuneko puntuak,Galdames,7.8
2015,Genero-arrakala okupazioan,,,,,Galdames,Ehuneko puntuak,Galdames,9.1
2019,Genero-arrakala okupazioan,,,,,Gamiz-Fika,Ehuneko puntuak,Gamiz-Fika,5.5
2018,Genero-arrakala okupazioan,,,,,Gamiz-Fika,Ehuneko puntuak,Gamiz-Fika,6.5
2022,Genero-arrakala okupazioan,,,,,Gamiz-Fika,Ehuneko puntuak,Gamiz-Fika,1.5
2020,Genero-arrakala okupazioan,,,,,Gamiz-Fika,Ehuneko puntuak,Gamiz-Fika,3.0
2023,Genero-arrakala okupazioan,,,,,Gamiz-Fika,Ehuneko puntuak,Gamiz-Fika,2.9
2015,Genero-arrakala okupazioan,,,,,Gamiz-Fika,Ehuneko puntuak,Gamiz-Fika,5.9
2016,Genero-arrakala okupazioan,,,,,Gamiz-Fika,Ehuneko puntuak,Gamiz-Fika,6.7
2021,Genero-arrakala okupazioan,,,,,Gamiz-Fika,Ehuneko puntuak,Gamiz-Fika,3.0
2010,Genero-arrakala okupazioan,,,,,Gamiz-Fika,Ehuneko puntuak,Gamiz-Fika,13.8
2021,Genero-arrakala okupazioan,,,,,Garai,Ehuneko puntuak,Garai,17.2
2010,Genero-arrakala okupazioan,,,,,Garai,Ehuneko puntuak,Garai,9.5
2022,Genero-arrakala okupazioan,,,,,Garai,Ehuneko puntuak,Garai,7.1
2020,Genero-arrakala okupazioan,,,,,Garai,Ehuneko puntuak,Garai,14.9
2023,Genero-arrakala okupazioan,,,,,Garai,Ehuneko puntuak,Garai,8.6
2016,Genero-arrakala okupazioan,,,,,Garai,Ehuneko puntuak,Garai,18.3
2018,Genero-arrakala okupazioan,,,,,Garai,Ehuneko puntuak,Garai,11.3
2015,Genero-arrakala okupazioan,,,,,Garai,Ehuneko puntuak,Garai,12.8
2019,Genero-arrakala okupazioan,,,,,Garai,Ehuneko puntuak,Garai,8.9
2015,Genero-arrakala okupazioan,,,,,Gatika,Ehuneko puntuak,Gatika,4.8
2023,Genero-arrakala okupazioan,,,,,Gatika,Ehuneko puntuak,Gatika,5.9
2019,Genero-arrakala okupazioan,,,,,Gatika,Ehuneko puntuak,Gatika,1.8
2016,Genero-arrakala okupazioan,,,,,Gatika,Ehuneko puntuak,Gatika,5.9
2010,Genero-arrakala okupazioan,,,,,Gatika,Ehuneko puntuak,Gatika,11.0
2022,Genero-arrakala okupazioan,,,,,Gatika,Ehuneko puntuak,Gatika,3.3
2021,Genero-arrakala okupazioan,,,,,Gatika,Ehuneko puntuak,Gatika,1.4
2020,Genero-arrakala okupazioan,,,,,Gatika,Ehuneko puntuak,Gatika,3.4
2018,Genero-arrakala okupazioan,,,,,Gatika,Ehuneko puntuak,Gatika,4.1
2016,Genero-arrakala okupazioan,,,,,Gautegiz Arteaga,Ehuneko puntuak,Gautegiz Arteaga,1.2
2015,Genero-arrakala okupazioan,,,,,Gautegiz Arteaga,Ehuneko puntuak,Gautegiz Arteaga,1.5
2018,Genero-arrakala okupazioan,,,,,Gautegiz Arteaga,Ehuneko puntuak,Gautegiz Arteaga,3.7
2019,Genero-arrakala okupazioan,,,,,Gautegiz Arteaga,Ehuneko puntuak,Gautegiz Arteaga,2.6
2022,Genero-arrakala okupazioan,,,,,Gautegiz Arteaga,Ehuneko puntuak,Gautegiz Arteaga,1.3
2020,Genero-arrakala okupazioan,,,,,Gautegiz Arteaga,Ehuneko puntuak,Gautegiz Arteaga,-2.5
2021,Genero-arrakala okupazioan,,,,,Gautegiz Arteaga,Ehuneko puntuak,Gautegiz Arteaga,-1.1
2023,Genero-arrakala okupazioan,,,,,Gautegiz Arteaga,Ehuneko puntuak,Gautegiz Arteaga,3.2
2010,Genero-arrakala okupazioan,,,,,Gautegiz Arteaga,Ehuneko puntuak,Gautegiz Arteaga,4.4
2022,Genero-arrakala okupazioan,,,,,Gaztelu,Ehuneko puntuak,Gaztelu,6.3
