Year,Series,Sexua,Kontratu mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2018,Genero-arrakala okupazioan,,,,,Gaztelu,Ehuneko puntuak,Gaztelu,1.7
2016,Genero-arrakala okupazioan,,,,,Gaztelu,Ehuneko puntuak,Gaztelu,-1.0
2023,Genero-arrakala okupazioan,,,,,Gaztelu,Ehuneko puntuak,Gaztelu,-3.6
2019,Genero-arrakala okupazioan,,,,,Gaztelu,Ehuneko puntuak,Gaztelu,0.0
2010,Genero-arrakala okupazioan,,,,,Gaztelu,Ehuneko puntuak,Gaztelu,21.6
2015,Genero-arrakala okupazioan,,,,,Gaztelu,Ehuneko puntuak,Gaztelu,-11.7
2020,Genero-arrakala okupazioan,,,,,Gaztelu,Ehuneko puntuak,Gaztelu,2.9
2021,Genero-arrakala okupazioan,,,,,Gaztelu,Ehuneko puntuak,Gaztelu,7.9
2016,Genero-arrakala okupazioan,,,,,Gernika-Lumo,Ehuneko puntuak,Gernika-Lumo,5.4
2021,Genero-arrakala okupazioan,,,,,Gernika-Lumo,Ehuneko puntuak,Gernika-Lumo,4.4
2023,Genero-arrakala okupazioan,,,,,Gernika-Lumo,Ehuneko puntuak,Gernika-Lumo,3.6
2019,Genero-arrakala okupazioan,,,,,Gernika-Lumo,Ehuneko puntuak,Gernika-Lumo,6.4
2015,Genero-arrakala okupazioan,,,,,Gernika-Lumo,Ehuneko puntuak,Gernika-Lumo,5.0
2022,Genero-arrakala okupazioan,,,,,Gernika-Lumo,Ehuneko puntuak,Gernika-Lumo,4.6
2010,Genero-arrakala okupazioan,,,,,Gernika-Lumo,Ehuneko puntuak,Gernika-Lumo,9.6
2018,Genero-arrakala okupazioan,,,,,Gernika-Lumo,Ehuneko puntuak,Gernika-Lumo,7.0
2020,Genero-arrakala okupazioan,,,,,Gernika-Lumo,Ehuneko puntuak,Gernika-Lumo,5.4
2023,Genero-arrakala okupazioan,,,,,Getaria,Ehuneko puntuak,Getaria,4.8
2010,Genero-arrakala okupazioan,,,,,Getaria,Ehuneko puntuak,Getaria,5.8
2020,Genero-arrakala okupazioan,,,,,Getaria,Ehuneko puntuak,Getaria,2.1
2019,Genero-arrakala okupazioan,,,,,Getaria,Ehuneko puntuak,Getaria,-1.1
2018,Genero-arrakala okupazioan,,,,,Getaria,Ehuneko puntuak,Getaria,2.1
2022,Genero-arrakala okupazioan,,,,,Getaria,Ehuneko puntuak,Getaria,5.2
2015,Genero-arrakala okupazioan,,,,,Getaria,Ehuneko puntuak,Getaria,1.2
2021,Genero-arrakala okupazioan,,,,,Getaria,Ehuneko puntuak,Getaria,1.1
2016,Genero-arrakala okupazioan,,,,,Getaria,Ehuneko puntuak,Getaria,3.2
2010,Genero-arrakala okupazioan,,,,,Getxo,Ehuneko puntuak,Getxo,9.6
2020,Genero-arrakala okupazioan,,,,,Getxo,Ehuneko puntuak,Getxo,4.7
2023,Genero-arrakala okupazioan,,,,,Getxo,Ehuneko puntuak,Getxo,2.8
2019,Genero-arrakala okupazioan,,,,,Getxo,Ehuneko puntuak,Getxo,5.8
2021,Genero-arrakala okupazioan,,,,,Getxo,Ehuneko puntuak,Getxo,3.8
2018,Genero-arrakala okupazioan,,,,,Getxo,Ehuneko puntuak,Getxo,5.8
2015,Genero-arrakala okupazioan,,,,,Getxo,Ehuneko puntuak,Getxo,5.8
2022,Genero-arrakala okupazioan,,,,,Getxo,Ehuneko puntuak,Getxo,3.2
2016,Genero-arrakala okupazioan,,,,,Getxo,Ehuneko puntuak,Getxo,5.5
2016,Genero-arrakala okupazioan,,,,,Gizaburuaga,Ehuneko puntuak,Gizaburuaga,-2.5
2019,Genero-arrakala okupazioan,,,,,Gizaburuaga,Ehuneko puntuak,Gizaburuaga,4.3
2010,Genero-arrakala okupazioan,,,,,Gizaburuaga,Ehuneko puntuak,Gizaburuaga,9.4
2020,Genero-arrakala okupazioan,,,,,Gizaburuaga,Ehuneko puntuak,Gizaburuaga,10.7
2021,Genero-arrakala okupazioan,,,,,Gizaburuaga,Ehuneko puntuak,Gizaburuaga,4.2
2023,Genero-arrakala okupazioan,,,,,Gizaburuaga,Ehuneko puntuak,Gizaburuaga,-4.4
2018,Genero-arrakala okupazioan,,,,,Gizaburuaga,Ehuneko puntuak,Gizaburuaga,-1.7
2015,Genero-arrakala okupazioan,,,,,Gizaburuaga,Ehuneko puntuak,Gizaburuaga,0.1
2022,Genero-arrakala okupazioan,,,,,Gizaburuaga,Ehuneko puntuak,Gizaburuaga,-5.8
2016,Genero-arrakala okupazioan,,,,,Gordexola,Ehuneko puntuak,Gordexola,6.9
2010,Genero-arrakala okupazioan,,,,,Gordexola,Ehuneko puntuak,Gordexola,12.2
2018,Genero-arrakala okupazioan,,,,,Gordexola,Ehuneko puntuak,Gordexola,5.5
2023,Genero-arrakala okupazioan,,,,,Gordexola,Ehuneko puntuak,Gordexola,-0.3
2021,Genero-arrakala okupazioan,,,,,Gordexola,Ehuneko puntuak,Gordexola,1.7
2015,Genero-arrakala okupazioan,,,,,Gordexola,Ehuneko puntuak,Gordexola,5.9
2019,Genero-arrakala okupazioan,,,,,Gordexola,Ehuneko puntuak,Gordexola,6.9
2020,Genero-arrakala okupazioan,,,,,Gordexola,Ehuneko puntuak,Gordexola,4.0
2022,Genero-arrakala okupazioan,,,,,Gordexola,Ehuneko puntuak,Gordexola,1.9
2019,Genero-arrakala okupazioan,,,,,Gorliz,Ehuneko puntuak,Gorliz,5.8
2016,Genero-arrakala okupazioan,,,,,Gorliz,Ehuneko puntuak,Gorliz,6.3
2015,Genero-arrakala okupazioan,,,,,Gorliz,Ehuneko puntuak,Gorliz,6.2
2018,Genero-arrakala okupazioan,,,,,Gorliz,Ehuneko puntuak,Gorliz,8.0
2020,Genero-arrakala okupazioan,,,,,Gorliz,Ehuneko puntuak,Gorliz,4.2
2010,Genero-arrakala okupazioan,,,,,Gorliz,Ehuneko puntuak,Gorliz,10.5
2023,Genero-arrakala okupazioan,,,,,Gorliz,Ehuneko puntuak,Gorliz,3.0
2021,Genero-arrakala okupazioan,,,,,Gorliz,Ehuneko puntuak,Gorliz,4.4
2022,Genero-arrakala okupazioan,,,,,Gorliz,Ehuneko puntuak,Gorliz,3.6
2020,Genero-arrakala okupazioan,,,,,Güeñes,Ehuneko puntuak,Güeñes,6.6
2018,Genero-arrakala okupazioan,,,,,Güeñes,Ehuneko puntuak,Güeñes,10.2
2015,Genero-arrakala okupazioan,,,,,Güeñes,Ehuneko puntuak,Güeñes,6.2
2022,Genero-arrakala okupazioan,,,,,Güeñes,Ehuneko puntuak,Güeñes,5.5
2019,Genero-arrakala okupazioan,,,,,Güeñes,Ehuneko puntuak,Güeñes,9.5
2021,Genero-arrakala okupazioan,,,,,Güeñes,Ehuneko puntuak,Güeñes,5.3
2016,Genero-arrakala okupazioan,,,,,Güeñes,Ehuneko puntuak,Güeñes,8.6
2023,Genero-arrakala okupazioan,,,,,Güeñes,Ehuneko puntuak,Güeñes,5.2
2010,Genero-arrakala okupazioan,,,,,Güeñes,Ehuneko puntuak,Güeñes,15.3
2019,Genero-arrakala okupazioan,,,,,Harana / Valle de Arana,Ehuneko puntuak,Harana / Valle de Arana,5.0
2021,Genero-arrakala okupazioan,,,,,Harana / Valle de Arana,Ehuneko puntuak,Harana / Valle de Arana,0.0
2020,Genero-arrakala okupazioan,,,,,Harana / Valle de Arana,Ehuneko puntuak,Harana / Valle de Arana,-0.9
2015,Genero-arrakala okupazioan,,,,,Harana / Valle de Arana,Ehuneko puntuak,Harana / Valle de Arana,-2.9
2010,Genero-arrakala okupazioan,,,,,Harana / Valle de Arana,Ehuneko puntuak,Harana / Valle de Arana,21.2
2018,Genero-arrakala okupazioan,,,,,Harana / Valle de Arana,Ehuneko puntuak,Harana / Valle de Arana,-5.2
2016,Genero-arrakala okupazioan,,,,,Harana / Valle de Arana,Ehuneko puntuak,Harana / Valle de Arana,1.1
2022,Genero-arrakala okupazioan,,,,,Harana / Valle de Arana,Ehuneko puntuak,Harana / Valle de Arana,4.6
2023,Genero-arrakala okupazioan,,,,,Harana / Valle de Arana,Ehuneko puntuak,Harana / Valle de Arana,4.5
2022,Genero-arrakala okupazioan,,,,,Hernani,Ehuneko puntuak,Hernani,3.6
2020,Genero-arrakala okupazioan,,,,,Hernani,Ehuneko puntuak,Hernani,4.0
2015,Genero-arrakala okupazioan,,,,,Hernani,Ehuneko puntuak,Hernani,5.2
2010,Genero-arrakala okupazioan,,,,,Hernani,Ehuneko puntuak,Hernani,10.3
2019,Genero-arrakala okupazioan,,,,,Hernani,Ehuneko puntuak,Hernani,5.6
2018,Genero-arrakala okupazioan,,,,,Hernani,Ehuneko puntuak,Hernani,5.5
2021,Genero-arrakala okupazioan,,,,,Hernani,Ehuneko puntuak,Hernani,3.5
2016,Genero-arrakala okupazioan,,,,,Hernani,Ehuneko puntuak,Hernani,4.9
2023,Genero-arrakala okupazioan,,,,,Hernani,Ehuneko puntuak,Hernani,2.2
2021,Genero-arrakala okupazioan,,,,,Hernialde,Ehuneko puntuak,Hernialde,4.2
2018,Genero-arrakala okupazioan,,,,,Hernialde,Ehuneko puntuak,Hernialde,-6.8
2023,Genero-arrakala okupazioan,,,,,Hernialde,Ehuneko puntuak,Hernialde,8.3
2019,Genero-arrakala okupazioan,,,,,Hernialde,Ehuneko puntuak,Hernialde,-4.4
2016,Genero-arrakala okupazioan,,,,,Hernialde,Ehuneko puntuak,Hernialde,-5.3
2020,Genero-arrakala okupazioan,,,,,Hernialde,Ehuneko puntuak,Hernialde,1.7
2010,Genero-arrakala okupazioan,,,,,Hernialde,Ehuneko puntuak,Hernialde,-1.2
2015,Genero-arrakala okupazioan,,,,,Hernialde,Ehuneko puntuak,Hernialde,-11.7
2022,Genero-arrakala okupazioan,,,,,Hernialde,Ehuneko puntuak,Hernialde,4.1
2023,Genero-arrakala okupazioan,,,,,Hondarribia,Ehuneko puntuak,Hondarribia,3.3
2019,Genero-arrakala okupazioan,,,,,Hondarribia,Ehuneko puntuak,Hondarribia,4.2
2015,Genero-arrakala okupazioan,,,,,Hondarribia,Ehuneko puntuak,Hondarribia,5.2
2020,Genero-arrakala okupazioan,,,,,Hondarribia,Ehuneko puntuak,Hondarribia,2.5
2021,Genero-arrakala okupazioan,,,,,Hondarribia,Ehuneko puntuak,Hondarribia,2.4
2016,Genero-arrakala okupazioan,,,,,Hondarribia,Ehuneko puntuak,Hondarribia,4.8
2010,Genero-arrakala okupazioan,,,,,Hondarribia,Ehuneko puntuak,Hondarribia,9.1
2022,Genero-arrakala okupazioan,,,,,Hondarribia,Ehuneko puntuak,Hondarribia,3.0
2018,Genero-arrakala okupazioan,,,,,Hondarribia,Ehuneko puntuak,Hondarribia,4.8
2021,Genero-arrakala okupazioan,,,,,Ibarra,Ehuneko puntuak,Ibarra,5.8
2016,Genero-arrakala okupazioan,,,,,Ibarra,Ehuneko puntuak,Ibarra,9.8
2015,Genero-arrakala okupazioan,,,,,Ibarra,Ehuneko puntuak,Ibarra,10.6
2010,Genero-arrakala okupazioan,,,,,Ibarra,Ehuneko puntuak,Ibarra,13.5
2018,Genero-arrakala okupazioan,,,,,Ibarra,Ehuneko puntuak,Ibarra,6.2
2023,Genero-arrakala okupazioan,,,,,Ibarra,Ehuneko puntuak,Ibarra,7.1
2019,Genero-arrakala okupazioan,,,,,Ibarra,Ehuneko puntuak,Ibarra,10.8
2020,Genero-arrakala okupazioan,,,,,Ibarra,Ehuneko puntuak,Ibarra,8.4
2022,Genero-arrakala okupazioan,,,,,Ibarra,Ehuneko puntuak,Ibarra,5.0
2021,Genero-arrakala okupazioan,,,,,Ibarrangelu,Ehuneko puntuak,Ibarrangelu,5.6
2023,Genero-arrakala okupazioan,,,,,Ibarrangelu,Ehuneko puntuak,Ibarrangelu,6.7
2010,Genero-arrakala okupazioan,,,,,Ibarrangelu,Ehuneko puntuak,Ibarrangelu,5.7
2019,Genero-arrakala okupazioan,,,,,Ibarrangelu,Ehuneko puntuak,Ibarrangelu,6.0
2016,Genero-arrakala okupazioan,,,,,Ibarrangelu,Ehuneko puntuak,Ibarrangelu,6.1
2022,Genero-arrakala okupazioan,,,,,Ibarrangelu,Ehuneko puntuak,Ibarrangelu,0.1
2020,Genero-arrakala okupazioan,,,,,Ibarrangelu,Ehuneko puntuak,Ibarrangelu,2.7
2015,Genero-arrakala okupazioan,,,,,Ibarrangelu,Ehuneko puntuak,Ibarrangelu,5.3
2018,Genero-arrakala okupazioan,,,,,Ibarrangelu,Ehuneko puntuak,Ibarrangelu,3.4
2010,Genero-arrakala okupazioan,,,,,Idiazabal,Ehuneko puntuak,Idiazabal,13.6
2019,Genero-arrakala okupazioan,,,,,Idiazabal,Ehuneko puntuak,Idiazabal,10.6
2021,Genero-arrakala okupazioan,,,,,Idiazabal,Ehuneko puntuak,Idiazabal,8.1
2016,Genero-arrakala okupazioan,,,,,Idiazabal,Ehuneko puntuak,Idiazabal,11.7
2023,Genero-arrakala okupazioan,,,,,Idiazabal,Ehuneko puntuak,Idiazabal,10.3
2018,Genero-arrakala okupazioan,,,,,Idiazabal,Ehuneko puntuak,Idiazabal,12.3
2022,Genero-arrakala okupazioan,,,,,Idiazabal,Ehuneko puntuak,Idiazabal,10.7
2020,Genero-arrakala okupazioan,,,,,Idiazabal,Ehuneko puntuak,Idiazabal,10.7
2015,Genero-arrakala okupazioan,,,,,Idiazabal,Ehuneko puntuak,Idiazabal,13.1
2020,Genero-arrakala okupazioan,,,,,Igorre,Ehuneko puntuak,Igorre,9.2
2015,Genero-arrakala okupazioan,,,,,Igorre,Ehuneko puntuak,Igorre,8.8
2021,Genero-arrakala okupazioan,,,,,Igorre,Ehuneko puntuak,Igorre,6.4
2016,Genero-arrakala okupazioan,,,,,Igorre,Ehuneko puntuak,Igorre,9.7
2010,Genero-arrakala okupazioan,,,,,Igorre,Ehuneko puntuak,Igorre,17.3
2018,Genero-arrakala okupazioan,,,,,Igorre,Ehuneko puntuak,Igorre,14.2
2022,Genero-arrakala okupazioan,,,,,Igorre,Ehuneko puntuak,Igorre,8.1
2019,Genero-arrakala okupazioan,,,,,Igorre,Ehuneko puntuak,Igorre,12.0
2023,Genero-arrakala okupazioan,,,,,Igorre,Ehuneko puntuak,Igorre,7.1
2022,Genero-arrakala okupazioan,,,,,Ikaztegieta,Ehuneko puntuak,Ikaztegieta,12.1
2018,Genero-arrakala okupazioan,,,,,Ikaztegieta,Ehuneko puntuak,Ikaztegieta,16.0
2021,Genero-arrakala okupazioan,,,,,Ikaztegieta,Ehuneko puntuak,Ikaztegieta,11.3
2020,Genero-arrakala okupazioan,,,,,Ikaztegieta,Ehuneko puntuak,Ikaztegieta,12.4
2010,Genero-arrakala okupazioan,,,,,Ikaztegieta,Ehuneko puntuak,Ikaztegieta,12.0
2023,Genero-arrakala okupazioan,,,,,Ikaztegieta,Ehuneko puntuak,Ikaztegieta,13.9
2015,Genero-arrakala okupazioan,,,,,Ikaztegieta,Ehuneko puntuak,Ikaztegieta,17.6
2016,Genero-arrakala okupazioan,,,,,Ikaztegieta,Ehuneko puntuak,Ikaztegieta,19.4
2019,Genero-arrakala okupazioan,,,,,Ikaztegieta,Ehuneko puntuak,Ikaztegieta,22.1
2016,Genero-arrakala okupazioan,,,,,Irun,Ehuneko puntuak,Irun,7.9
2018,Genero-arrakala okupazioan,,,,,Irun,Ehuneko puntuak,Irun,8.6
2021,Genero-arrakala okupazioan,,,,,Irun,Ehuneko puntuak,Irun,5.5
2019,Genero-arrakala okupazioan,,,,,Irun,Ehuneko puntuak,Irun,8.1
2010,Genero-arrakala okupazioan,,,,,Irun,Ehuneko puntuak,Irun,12.6
2020,Genero-arrakala okupazioan,,,,,Irun,Ehuneko puntuak,Irun,6.4
2015,Genero-arrakala okupazioan,,,,,Irun,Ehuneko puntuak,Irun,7.0
2022,Genero-arrakala okupazioan,,,,,Irun,Ehuneko puntuak,Irun,5.1
2023,Genero-arrakala okupazioan,,,,,Irun,Ehuneko puntuak,Irun,5.7
2010,Genero-arrakala okupazioan,,,,,Iruña Oka / Iruña de Oca,Ehuneko puntuak,Iruña Oka / Iruña de Oca,9.7
2023,Genero-arrakala okupazioan,,,,,Iruña Oka / Iruña de Oca,Ehuneko puntuak,Iruña Oka / Iruña de Oca,-1.6
2021,Genero-arrakala okupazioan,,,,,Iruña Oka / Iruña de Oca,Ehuneko puntuak,Iruña Oka / Iruña de Oca,3.2
2016,Genero-arrakala okupazioan,,,,,Iruña Oka / Iruña de Oca,Ehuneko puntuak,Iruña Oka / Iruña de Oca,6.0
2019,Genero-arrakala okupazioan,,,,,Iruña Oka / Iruña de Oca,Ehuneko puntuak,Iruña Oka / Iruña de Oca,6.1
2015,Genero-arrakala okupazioan,,,,,Iruña Oka / Iruña de Oca,Ehuneko puntuak,Iruña Oka / Iruña de Oca,5.1
2022,Genero-arrakala okupazioan,,,,,Iruña Oka / Iruña de Oca,Ehuneko puntuak,Iruña Oka / Iruña de Oca,-0.4
2018,Genero-arrakala okupazioan,,,,,Iruña Oka / Iruña de Oca,Ehuneko puntuak,Iruña Oka / Iruña de Oca,8.3
2020,Genero-arrakala okupazioan,,,,,Iruña Oka / Iruña de Oca,Ehuneko puntuak,Iruña Oka / Iruña de Oca,4.6
2018,Genero-arrakala okupazioan,,,,,Irura,Ehuneko puntuak,Irura,9.4
2019,Genero-arrakala okupazioan,,,,,Irura,Ehuneko puntuak,Irura,11.8
2020,Genero-arrakala okupazioan,,,,,Irura,Ehuneko puntuak,Irura,10.8
2010,Genero-arrakala okupazioan,,,,,Irura,Ehuneko puntuak,Irura,8.7
2015,Genero-arrakala okupazioan,,,,,Irura,Ehuneko puntuak,Irura,7.8
2021,Genero-arrakala okupazioan,,,,,Irura,Ehuneko puntuak,Irura,8.0
2023,Genero-arrakala okupazioan,,,,,Irura,Ehuneko puntuak,Irura,9.1
2022,Genero-arrakala okupazioan,,,,,Irura,Ehuneko puntuak,Irura,10.6
2016,Genero-arrakala okupazioan,,,,,Irura,Ehuneko puntuak,Irura,7.7
2021,Genero-arrakala okupazioan,,,,,Iruraiz-Gauna,Ehuneko puntuak,Iruraiz-Gauna,3.9
2023,Genero-arrakala okupazioan,,,,,Iruraiz-Gauna,Ehuneko puntuak,Iruraiz-Gauna,0.7
2018,Genero-arrakala okupazioan,,,,,Iruraiz-Gauna,Ehuneko puntuak,Iruraiz-Gauna,5.4
2019,Genero-arrakala okupazioan,,,,,Iruraiz-Gauna,Ehuneko puntuak,Iruraiz-Gauna,5.6
2020,Genero-arrakala okupazioan,,,,,Iruraiz-Gauna,Ehuneko puntuak,Iruraiz-Gauna,4.5
2015,Genero-arrakala okupazioan,,,,,Iruraiz-Gauna,Ehuneko puntuak,Iruraiz-Gauna,4.9
2010,Genero-arrakala okupazioan,,,,,Iruraiz-Gauna,Ehuneko puntuak,Iruraiz-Gauna,10.5
2016,Genero-arrakala okupazioan,,,,,Iruraiz-Gauna,Ehuneko puntuak,Iruraiz-Gauna,3.2
2022,Genero-arrakala okupazioan,,,,,Iruraiz-Gauna,Ehuneko puntuak,Iruraiz-Gauna,2.4
2023,Genero-arrakala okupazioan,,,,,Ispaster,Ehuneko puntuak,Ispaster,-0.1
2018,Genero-arrakala okupazioan,,,,,Ispaster,Ehuneko puntuak,Ispaster,5.2
2020,Genero-arrakala okupazioan,,,,,Ispaster,Ehuneko puntuak,Ispaster,7.7
2022,Genero-arrakala okupazioan,,,,,Ispaster,Ehuneko puntuak,Ispaster,2.7
2021,Genero-arrakala okupazioan,,,,,Ispaster,Ehuneko puntuak,Ispaster,5.2
2010,Genero-arrakala okupazioan,,,,,Ispaster,Ehuneko puntuak,Ispaster,12.1
2019,Genero-arrakala okupazioan,,,,,Ispaster,Ehuneko puntuak,Ispaster,7.9
2016,Genero-arrakala okupazioan,,,,,Ispaster,Ehuneko puntuak,Ispaster,2.3
2015,Genero-arrakala okupazioan,,,,,Ispaster,Ehuneko puntuak,Ispaster,6.6
2019,Genero-arrakala okupazioan,,,,,Itsasondo,Ehuneko puntuak,Itsasondo,2.4
2022,Genero-arrakala okupazioan,,,,,Itsasondo,Ehuneko puntuak,Itsasondo,-1.2
2016,Genero-arrakala okupazioan,,,,,Itsasondo,Ehuneko puntuak,Itsasondo,12.8
2020,Genero-arrakala okupazioan,,,,,Itsasondo,Ehuneko puntuak,Itsasondo,-0.1
2010,Genero-arrakala okupazioan,,,,,Itsasondo,Ehuneko puntuak,Itsasondo,15.4
2021,Genero-arrakala okupazioan,,,,,Itsasondo,Ehuneko puntuak,Itsasondo,-1.9
2015,Genero-arrakala okupazioan,,,,,Itsasondo,Ehuneko puntuak,Itsasondo,6.7
2018,Genero-arrakala okupazioan,,,,,Itsasondo,Ehuneko puntuak,Itsasondo,7.5
2023,Genero-arrakala okupazioan,,,,,Itsasondo,Ehuneko puntuak,Itsasondo,0.1
2010,Genero-arrakala okupazioan,,,,,Iurreta,Ehuneko puntuak,Iurreta,18.1
2022,Genero-arrakala okupazioan,,,,,Iurreta,Ehuneko puntuak,Iurreta,8.3
2018,Genero-arrakala okupazioan,,,,,Iurreta,Ehuneko puntuak,Iurreta,13.5
2015,Genero-arrakala okupazioan,,,,,Iurreta,Ehuneko puntuak,Iurreta,10.5
2016,Genero-arrakala okupazioan,,,,,Iurreta,Ehuneko puntuak,Iurreta,12.6
2019,Genero-arrakala okupazioan,,,,,Iurreta,Ehuneko puntuak,Iurreta,12.8
2021,Genero-arrakala okupazioan,,,,,Iurreta,Ehuneko puntuak,Iurreta,8.9
2023,Genero-arrakala okupazioan,,,,,Iurreta,Ehuneko puntuak,Iurreta,7.0
2020,Genero-arrakala okupazioan,,,,,Iurreta,Ehuneko puntuak,Iurreta,7.5
2022,Genero-arrakala okupazioan,,,,,Izurtza,Ehuneko puntuak,Izurtza,4.8
2015,Genero-arrakala okupazioan,,,,,Izurtza,Ehuneko puntuak,Izurtza,4.9
2020,Genero-arrakala okupazioan,,,,,Izurtza,Ehuneko puntuak,Izurtza,5.8
2023,Genero-arrakala okupazioan,,,,,Izurtza,Ehuneko puntuak,Izurtza,5.6
2010,Genero-arrakala okupazioan,,,,,Izurtza,Ehuneko puntuak,Izurtza,2.2
2018,Genero-arrakala okupazioan,,,,,Izurtza,Ehuneko puntuak,Izurtza,11.0
2019,Genero-arrakala okupazioan,,,,,Izurtza,Ehuneko puntuak,Izurtza,9.7
2021,Genero-arrakala okupazioan,,,,,Izurtza,Ehuneko puntuak,Izurtza,5.0
2016,Genero-arrakala okupazioan,,,,,Izurtza,Ehuneko puntuak,Izurtza,11.0
2018,Genero-arrakala okupazioan,,,,,Karrantza Harana / Valle de Carranza,Ehuneko puntuak,Karrantza Harana / Valle de Carranza,8.9
2020,Genero-arrakala okupazioan,,,,,Karrantza Harana / Valle de Carranza,Ehuneko puntuak,Karrantza Harana / Valle de Carranza,9.8
2010,Genero-arrakala okupazioan,,,,,Karrantza Harana / Valle de Carranza,Ehuneko puntuak,Karrantza Harana / Valle de Carranza,14.2
2022,Genero-arrakala okupazioan,,,,,Karrantza Harana / Valle de Carranza,Ehuneko puntuak,Karrantza Harana / Valle de Carranza,6.2
2016,Genero-arrakala okupazioan,,,,,Karrantza Harana / Valle de Carranza,Ehuneko puntuak,Karrantza Harana / Valle de Carranza,8.9
2023,Genero-arrakala okupazioan,,,,,Karrantza Harana / Valle de Carranza,Ehuneko puntuak,Karrantza Harana / Valle de Carranza,4.3
2015,Genero-arrakala okupazioan,,,,,Karrantza Harana / Valle de Carranza,Ehuneko puntuak,Karrantza Harana / Valle de Carranza,7.8
2021,Genero-arrakala okupazioan,,,,,Karrantza Harana / Valle de Carranza,Ehuneko puntuak,Karrantza Harana / Valle de Carranza,10.0
2019,Genero-arrakala okupazioan,,,,,Karrantza Harana / Valle de Carranza,Ehuneko puntuak,Karrantza Harana / Valle de Carranza,11.8
2022,Genero-arrakala okupazioan,,,,,Kortezubi,Ehuneko puntuak,Kortezubi,1.5
2023,Genero-arrakala okupazioan,,,,,Kortezubi,Ehuneko puntuak,Kortezubi,2.4
2019,Genero-arrakala okupazioan,,,,,Kortezubi,Ehuneko puntuak,Kortezubi,0.9
2021,Genero-arrakala okupazioan,,,,,Kortezubi,Ehuneko puntuak,Kortezubi,2.4
2010,Genero-arrakala okupazioan,,,,,Kortezubi,Ehuneko puntuak,Kortezubi,13.3
2015,Genero-arrakala okupazioan,,,,,Kortezubi,Ehuneko puntuak,Kortezubi,10.0
2016,Genero-arrakala okupazioan,,,,,Kortezubi,Ehuneko puntuak,Kortezubi,8.6
2020,Genero-arrakala okupazioan,,,,,Kortezubi,Ehuneko puntuak,Kortezubi,2.2
2018,Genero-arrakala okupazioan,,,,,Kortezubi,Ehuneko puntuak,Kortezubi,7.6
2016,Genero-arrakala okupazioan,,,,,Kripan,Ehuneko puntuak,Kripan,8.4
2020,Genero-arrakala okupazioan,,,,,Kripan,Ehuneko puntuak,Kripan,21.1
2023,Genero-arrakala okupazioan,,,,,Kripan,Ehuneko puntuak,Kripan,12.3
2019,Genero-arrakala okupazioan,,,,,Kripan,Ehuneko puntuak,Kripan,24.1
2022,Genero-arrakala okupazioan,,,,,Kripan,Ehuneko puntuak,Kripan,6.2
2010,Genero-arrakala okupazioan,,,,,Kripan,Ehuneko puntuak,Kripan,17.7
2015,Genero-arrakala okupazioan,,,,,Kripan,Ehuneko puntuak,Kripan,14.2
2021,Genero-arrakala okupazioan,,,,,Kripan,Ehuneko puntuak,Kripan,5.7
2018,Genero-arrakala okupazioan,,,,,Kripan,Ehuneko puntuak,Kripan,19.4
2020,Genero-arrakala okupazioan,,,,,Kuartango,Ehuneko puntuak,Kuartango,3.7
2015,Genero-arrakala okupazioan,,,,,Kuartango,Ehuneko puntuak,Kuartango,-0.9
2021,Genero-arrakala okupazioan,,,,,Kuartango,Ehuneko puntuak,Kuartango,9.9
2022,Genero-arrakala okupazioan,,,,,Kuartango,Ehuneko puntuak,Kuartango,8.1
2010,Genero-arrakala okupazioan,,,,,Kuartango,Ehuneko puntuak,Kuartango,15.7
2018,Genero-arrakala okupazioan,,,,,Kuartango,Ehuneko puntuak,Kuartango,13.6
2016,Genero-arrakala okupazioan,,,,,Kuartango,Ehuneko puntuak,Kuartango,0.1
2019,Genero-arrakala okupazioan,,,,,Kuartango,Ehuneko puntuak,Kuartango,10.1
2023,Genero-arrakala okupazioan,,,,,Kuartango,Ehuneko puntuak,Kuartango,8.2
2019,Genero-arrakala okupazioan,,,,,Labastida / Bastida,Ehuneko puntuak,Labastida / Bastida,7.0
2010,Genero-arrakala okupazioan,,,,,Labastida / Bastida,Ehuneko puntuak,Labastida / Bastida,9.1
2023,Genero-arrakala okupazioan,,,,,Labastida / Bastida,Ehuneko puntuak,Labastida / Bastida,9.4
2015,Genero-arrakala okupazioan,,,,,Labastida / Bastida,Ehuneko puntuak,Labastida / Bastida,10.3
2022,Genero-arrakala okupazioan,,,,,Labastida / Bastida,Ehuneko puntuak,Labastida / Bastida,9.0
2021,Genero-arrakala okupazioan,,,,,Labastida / Bastida,Ehuneko puntuak,Labastida / Bastida,6.6
2020,Genero-arrakala okupazioan,,,,,Labastida / Bastida,Ehuneko puntuak,Labastida / Bastida,7.0
2016,Genero-arrakala okupazioan,,,,,Labastida / Bastida,Ehuneko puntuak,Labastida / Bastida,11.2
2018,Genero-arrakala okupazioan,,,,,Labastida / Bastida,Ehuneko puntuak,Labastida / Bastida,7.3
2010,Genero-arrakala okupazioan,,,,,Lagrán,Ehuneko puntuak,Lagrán,9.7
2016,Genero-arrakala okupazioan,,,,,Lagrán,Ehuneko puntuak,Lagrán,21.3
2018,Genero-arrakala okupazioan,,,,,Lagrán,Ehuneko puntuak,Lagrán,7.6
