Year,Profesion,SituacLabor,Sexo,Territorio,Units,Value
2016,ISCO08_2221_3221,,,ES211,PER_10000_POP,83.9
2017,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,85.2
2014,ISCO08_2221_3221,,,ES211,PER_10000_POP,80.7
2023,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.4
2024,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,1.0
2017,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.2
2011,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,1.4
2012,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.6
2024,ISCO08_2221_3221,,,ES211,PER_10000_POP,88.7
2013,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,78.1
2015,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.5
2025,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,89.5
2020,ISCO08_2221_3221,,,ES211,PER_10000_POP,87.5
2019,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,85.6
2018,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.2
2020,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.4
2010,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,74.4
2021,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.4
2025,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.3
2010,ISCO08_2221_3221,,,ES211,PER_10000_POP,75.0
2022,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.4
2025,ISCO08_2221_3221,,,ES211,PER_10000_POP,89.8
2017,ISCO08_2221_3221,,,ES211,PER_10000_POP,85.5
2013,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.4
2017,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,74.1
2011,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,67.8
2015,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,72.1
2010,ISCO08_2221_3221,,,ES213,PER_10000_POP,65.4
2024,ISCO08_2221_3221,,,ES213,PER_10000_POP,82.0
2013,ISCO08_2221_3221,,,ES213,PER_10000_POP,69.0
2022,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,79.3
2012,ISCO08_2221_3221,,,ES213,PER_10000_POP,68.6
2021,ISCO08_2221_3221,,,ES213,PER_10000_POP,79.0
2021,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,79.0
2025,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,84.0
2019,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,75.8
2016,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,73.2
2023,ISCO08_2221_3221,,,ES213,PER_10000_POP,80.7
2010,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,65.4
2020,ISCO08_2221_3221,,,ES213,PER_10000_POP,78.2
2019,ISCO08_2221_3221,,,ES213,PER_10000_POP,75.8
2017,ISCO08_2221_3221,,,ES213,PER_10000_POP,74.1
2025,ISCO08_2221_3221,,,ES213,PER_10000_POP,84.0
2018,ISCO08_2221_3221,,,ES213,PER_10000_POP,75.1
2023,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,80.7
2020,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,78.2
2024,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,82.0
2023,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2013,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,69.0
2012,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,68.6
2018,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,75.1
2014,ISCO08_2221_3221,,,ES213,PER_10000_POP,70.3
2011,ISCO08_2221_3221,,,ES213,PER_10000_POP,67.8
2015,ISCO08_2221_3221,,,ES213,PER_10000_POP,72.1
2016,ISCO08_2221_3221,,,ES213,PER_10000_POP,73.2
2011,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2010,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2020,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2018,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2014,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2014,ISCO08_2221_3221,EU_SIT_NOJUB,,ES213,PER_10000_POP,70.3
2022,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2025,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2017,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2024,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2021,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2016,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2019,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2022,ISCO08_2221_3221,,,ES213,PER_10000_POP,79.3
2013,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2012,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2015,ISCO08_2221_3221,EU_SIT_JUB,,ES213,PER_10000_POP,0.0
2018,ISCO08_2221_3221,,,ES212,PER_10000_POP,72.0
2019,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,0.0
2017,ISCO08_2221_3221,,,ES212,PER_10000_POP,72.1
2024,ISCO08_2221_3221,,,ES212,PER_10000_POP,98.6
2021,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,75.7
2024,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,78.4
2018,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,72.0
2019,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,73.4
2022,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,76.0
2020,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,75.2
2023,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,77.2
2015,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,71.9
2013,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,69.9
2016,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,72.4
2012,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,69.9
2014,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,71.2
2010,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,69.0
2011,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,70.5
2011,ISCO08_2221_3221,,,ES212,PER_10000_POP,70.5
2013,ISCO08_2221_3221,,,ES212,PER_10000_POP,69.9
2021,ISCO08_2221_3221,,,ES212,PER_10000_POP,75.7
2015,ISCO08_2221_3221,,,ES212,PER_10000_POP,71.9
2023,ISCO08_2221_3221,,,ES212,PER_10000_POP,102.8
2019,ISCO08_2221_3221,,,ES212,PER_10000_POP,73.4
2025,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,79.5
2020,ISCO08_2221_3221,,,ES212,PER_10000_POP,75.2
2016,ISCO08_2221_3221,,,ES212,PER_10000_POP,72.4
2012,ISCO08_2221_3221,,,ES212,PER_10000_POP,69.9
2010,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,0.0
2022,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,0.0
2018,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,0.0
2014,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,0.0
2025,ISCO08_2221_3221,,,ES212,PER_10000_POP,101.1
2024,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,20.2
2023,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,25.5
2017,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,0.0
2021,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,0.0
2025,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,21.6
2016,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,0.0
2020,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,0.0
2012,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,0.0
2011,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,0.0
2013,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,0.0
2015,ISCO08_2221_3221,EU_SIT_JUB,,ES212,PER_10000_POP,0.0
2017,ISCO08_2221_3221,EU_SIT_NOJUB,,ES212,PER_10000_POP,72.1
2014,ISCO08_2221_3221,,,ES212,PER_10000_POP,71.2
2022,ISCO08_2221_3221,,,ES212,PER_10000_POP,76.0
2010,ISCO08_2221_3221,,,ES212,PER_10000_POP,69.0
2013,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,0.1
2014,ISCO08_2221_3221,,F,,PER_10000_POP,127.3
2012,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,0.2
2015,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,0.1
2021,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,0.1
2023,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,139.0
2018,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,0.1
2015,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,129.5
2013,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,124.8
2018,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,132.6
2024,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,140.6
2014,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,0.0
2017,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,0.1
2012,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,123.3
2010,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,120.7
2016,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,130.8
2017,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,131.7
2019,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,133.2
2011,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,122.4
2025,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,143.1
2022,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,137.3
2023,ISCO08_2221_3221,,F,,PER_10000_POP,153.7
2020,ISCO08_2221_3221,,F,,PER_10000_POP,136.2
2016,ISCO08_2221_3221,,F,,PER_10000_POP,130.9
2024,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,12.2
2014,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,127.3
2019,ISCO08_2221_3221,,F,,PER_10000_POP,133.3
2010,ISCO08_2221_3221,,F,,PER_10000_POP,120.9
2020,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,0.1
2025,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,12.9
2022,ISCO08_2221_3221,,F,,PER_10000_POP,137.4
2018,ISCO08_2221_3221,,F,,PER_10000_POP,132.7
2019,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,0.1
2025,ISCO08_2221_3221,,F,,PER_10000_POP,156.0
2022,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,0.1
2011,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,0.4
2011,ISCO08_2221_3221,,F,,PER_10000_POP,122.8
2010,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,0.2
2016,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,0.1
2023,ISCO08_2221_3221,EU_SIT_JUB,F,,PER_10000_POP,14.6
2015,ISCO08_2221_3221,,F,,PER_10000_POP,129.6
2017,ISCO08_2221_3221,,F,,PER_10000_POP,131.8
2013,ISCO08_2221_3221,,F,,PER_10000_POP,125.0
2021,ISCO08_2221_3221,,F,,PER_10000_POP,137.3
2021,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,137.2
2024,ISCO08_2221_3221,,F,,PER_10000_POP,152.8
2012,ISCO08_2221_3221,,F,,PER_10000_POP,123.5
2020,ISCO08_2221_3221,EU_SIT_NOJUB,F,,PER_10000_POP,136.1
2016,ISCO08_2221_3221,,F,ES211,PER_10000_POP,151.0
2024,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,152.4
2022,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,0.6
2012,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,141.5
2022,ISCO08_2221_3221,,F,ES211,PER_10000_POP,154.9
2023,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,154.5
2016,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,150.3
2019,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,152.0
2023,ISCO08_2221_3221,,F,ES211,PER_10000_POP,155.2
2013,ISCO08_2221_3221,,F,ES211,PER_10000_POP,143.0
2020,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,0.6
2017,ISCO08_2221_3221,,F,ES211,PER_10000_POP,153.4
2012,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,1.1
2025,ISCO08_2221_3221,,F,ES211,PER_10000_POP,156.0
2021,ISCO08_2221_3221,,F,ES211,PER_10000_POP,155.0
2019,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,0.4
2015,ISCO08_2221_3221,,F,ES211,PER_10000_POP,149.5
2014,ISCO08_2221_3221,,F,ES211,PER_10000_POP,146.3
2011,ISCO08_2221_3221,,F,ES211,PER_10000_POP,140.3
2018,ISCO08_2221_3221,,F,ES211,PER_10000_POP,155.1
2011,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,137.6
2010,ISCO08_2221_3221,,F,ES211,PER_10000_POP,137.3
2010,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,136.2
2017,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,152.9
2018,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,154.6
2020,ISCO08_2221_3221,,F,ES211,PER_10000_POP,154.7
2012,ISCO08_2221_3221,,F,ES211,PER_10000_POP,142.7
2024,ISCO08_2221_3221,,F,ES211,PER_10000_POP,154.2
2010,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,1.1
2018,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,0.5
2014,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,0.2
2024,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,1.7
2019,ISCO08_2221_3221,,F,ES211,PER_10000_POP,152.3
2021,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,0.6
2025,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,0.6
2017,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,0.5
2016,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,0.7
2011,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,2.7
2025,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,155.3
2014,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,146.1
2021,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,154.4
2015,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,148.5
2013,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,142.2
2020,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,154.1
2013,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,0.8
2015,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,1.0
2022,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,154.2
2023,ISCO08_2221_3221,EU_SIT_JUB,F,ES211,PER_10000_POP,0.7
2019,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2021,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2023,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2016,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,124.8
2022,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2012,ISCO08_2221_3221,,F,ES213,PER_10000_POP,117.6
2016,ISCO08_2221_3221,,F,ES213,PER_10000_POP,124.8
2010,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2015,ISCO08_2221_3221,,F,ES213,PER_10000_POP,123.2
2014,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2023,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,135.0
2023,ISCO08_2221_3221,,F,ES213,PER_10000_POP,135.0
2011,ISCO08_2221_3221,,F,ES213,PER_10000_POP,116.4
2019,ISCO08_2221_3221,,F,ES213,PER_10000_POP,128.3
2022,ISCO08_2221_3221,,F,ES213,PER_10000_POP,132.8
2010,ISCO08_2221_3221,,F,ES213,PER_10000_POP,112.4
2018,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,127.7
2012,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2024,ISCO08_2221_3221,,F,ES213,PER_10000_POP,137.0
2018,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2015,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2016,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2013,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2011,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2017,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2024,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2020,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2025,ISCO08_2221_3221,EU_SIT_JUB,F,ES213,PER_10000_POP,0.0
2019,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,128.3
2015,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,123.2
2014,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,120.3
2012,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,117.6
2010,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,112.4
2021,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,132.8
2024,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,137.0
2022,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,132.8
2020,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,131.5
2025,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,139.8
2017,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,126.3
2011,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,116.4
2018,ISCO08_2221_3221,,F,ES213,PER_10000_POP,127.7
2017,ISCO08_2221_3221,,F,ES213,PER_10000_POP,126.3
2020,ISCO08_2221_3221,,F,ES213,PER_10000_POP,131.5
2025,ISCO08_2221_3221,,F,ES213,PER_10000_POP,139.8
2013,ISCO08_2221_3221,,F,ES213,PER_10000_POP,118.2
2014,ISCO08_2221_3221,,F,ES213,PER_10000_POP,120.3
2013,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,118.2
2021,ISCO08_2221_3221,,F,ES213,PER_10000_POP,132.8
2010,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,127.6
2010,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,0.0
2022,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,0.0
2018,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,0.0
2015,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,131.2
2016,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,0.0
2013,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,0.0
2011,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,0.0
2021,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,0.0
2024,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,36.9
2019,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,0.0
2025,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,39.6
2017,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,131.0
2019,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,132.8
2011,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,125.6
2016,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,131.7
2020,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,135.5
2014,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,130.3
2013,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,128.0
2022,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,136.6
2025,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,142.6
2021,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,136.4
2020,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,0.0
2025,ISCO08_2221_3221,,F,ES212,PER_10000_POP,182.2
2016,ISCO08_2221_3221,,F,ES212,PER_10000_POP,131.7
2017,ISCO08_2221_3221,,F,ES212,PER_10000_POP,131.0
2018,ISCO08_2221_3221,,F,ES212,PER_10000_POP,130.5
2021,ISCO08_2221_3221,,F,ES212,PER_10000_POP,136.4
2023,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,138.4
2023,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,44.6
2014,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,0.0
2020,ISCO08_2221_3221,,F,ES212,PER_10000_POP,135.5
2024,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,141.0
2018,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,130.5
2012,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,0.0
2010,ISCO08_2221_3221,,F,ES212,PER_10000_POP,127.6
2017,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,0.0
2012,ISCO08_2221_3221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,124.7
2024,ISCO08_2221_3221,,F,ES212,PER_10000_POP,177.8
2011,ISCO08_2221_3221,,F,ES212,PER_10000_POP,125.6
2019,ISCO08_2221_3221,,F,ES212,PER_10000_POP,132.8
2023,ISCO08_2221_3221,,F,ES212,PER_10000_POP,183.0
2022,ISCO08_2221_3221,,F,ES212,PER_10000_POP,136.6
2014,ISCO08_2221_3221,,F,ES212,PER_10000_POP,130.3
2015,ISCO08_2221_3221,,F,ES212,PER_10000_POP,131.2
2015,ISCO08_2221_3221,EU_SIT_JUB,F,ES212,PER_10000_POP,0.0
2012,ISCO08_2221_3221,,F,ES212,PER_10000_POP,124.7
2013,ISCO08_2221_3221,,F,ES212,PER_10000_POP,128.0
2024,ISCO08_2221_3221,EU_SIT_NOJUB,M,,PER_10000_POP,19.3
2014,ISCO08_2221_3221,EU_SIT_NOJUB,M,,PER_10000_POP,13.9
2020,ISCO08_2221_3221,EU_SIT_NOJUB,M,,PER_10000_POP,17.5
2018,ISCO08_2221_3221,EU_SIT_JUB,M,,PER_10000_POP,0.0
2022,ISCO08_2221_3221,,M,,PER_10000_POP,18.2
2014,ISCO08_2221_3221,EU_SIT_JUB,M,,PER_10000_POP,0.0
2011,ISCO08_2221_3221,,M,,PER_10000_POP,14.4
2013,ISCO08_2221_3221,,M,,PER_10000_POP,13.5
2021,ISCO08_2221_3221,EU_SIT_NOJUB,M,,PER_10000_POP,17.9
2010,ISCO08_2221_3221,,M,,PER_10000_POP,12.5
2019,ISCO08_2221_3221,,M,,PER_10000_POP,16.3
2018,ISCO08_2221_3221,,M,,PER_10000_POP,15.5
2025,ISCO08_2221_3221,EU_SIT_JUB,M,,PER_10000_POP,0.9
2017,ISCO08_2221_3221,EU_SIT_JUB,M,,PER_10000_POP,0.0
2025,ISCO08_2221_3221,EU_SIT_NOJUB,M,,PER_10000_POP,20.1
2015,ISCO08_2221_3221,,M,,PER_10000_POP,14.3
2013,ISCO08_2221_3221,EU_SIT_JUB,M,,PER_10000_POP,0.0
2012,ISCO08_2221_3221,EU_SIT_JUB,M,,PER_10000_POP,0.0
2020,ISCO08_2221_3221,EU_SIT_JUB,M,,PER_10000_POP,0.0
2010,ISCO08_2221_3221,EU_SIT_JUB,M,,PER_10000_POP,0.0
2011,ISCO08_2221_3221,EU_SIT_JUB,M,,PER_10000_POP,0.0
2015,ISCO08_2221_3221,EU_SIT_NOJUB,M,,PER_10000_POP,14.3
2024,ISCO08_2221_3221,EU_SIT_JUB,M,,PER_10000_POP,0.9
2023,ISCO08_2221_3221,EU_SIT_NOJUB,M,,PER_10000_POP,18.9
2021,ISCO08_2221_3221,,M,,PER_10000_POP,17.9
2012,ISCO08_2221_3221,,M,,PER_10000_POP,14.5
