Year,Sexo,Edad,Nacionalidad,Discapacidad,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2019,Hombre,,,,,,Leaburu,%,Leaburu,4.3
2022,Hombre,,,,,,Leaburu,%,Leaburu,3.3
2015,Hombre,,,,,,Leaburu,%,Leaburu,7.2
2010,Hombre,,,,,,Leaburu,%,Leaburu,5.7
2020,Hombre,,,,,,Leaburu,%,Leaburu,6.8
2010,Hombre,,,,,,Legazpi,%,Legazpi,7.8
2020,Hombre,,,,,,Legazpi,%,Legazpi,6.2
2016,Hombre,,,,,,Legazpi,%,Legazpi,8.6
2023,Hombre,,,,,,Legazpi,%,Legazpi,5.6
2022,Hombre,,,,,,Legazpi,%,Legazpi,5.2
2018,Hombre,,,,,,Legazpi,%,Legazpi,6.9
2019,Hombre,,,,,,Legazpi,%,Legazpi,5.3
2021,Hombre,,,,,,Legazpi,%,Legazpi,6.5
2015,Hombre,,,,,,Legazpi,%,Legazpi,10.8
2023,Hombre,,,,,,Legorreta,%,Legorreta,5.5
2020,Hombre,,,,,,Legorreta,%,Legorreta,6.5
2018,Hombre,,,,,,Legorreta,%,Legorreta,9.5
2010,Hombre,,,,,,Legorreta,%,Legorreta,11.6
2016,Hombre,,,,,,Legorreta,%,Legorreta,9.3
2021,Hombre,,,,,,Legorreta,%,Legorreta,8.5
2022,Hombre,,,,,,Legorreta,%,Legorreta,5.2
2015,Hombre,,,,,,Legorreta,%,Legorreta,14.0
2019,Hombre,,,,,,Legorreta,%,Legorreta,8.8
2019,Hombre,,,,,,Legutio,%,Legutio,8.4
2022,Hombre,,,,,,Legutio,%,Legutio,8.0
2020,Hombre,,,,,,Legutio,%,Legutio,7.4
2021,Hombre,,,,,,Legutio,%,Legutio,10.1
2023,Hombre,,,,,,Legutio,%,Legutio,6.2
2015,Hombre,,,,,,Legutio,%,Legutio,12.5
2016,Hombre,,,,,,Legutio,%,Legutio,13.1
2010,Hombre,,,,,,Legutio,%,Legutio,6.1
2018,Hombre,,,,,,Legutio,%,Legutio,6.0
2018,Hombre,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,3.9
2015,Hombre,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,9.6
2016,Hombre,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,9.8
2022,Hombre,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,2.9
2021,Hombre,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,5.7
2023,Hombre,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,1.5
2020,Hombre,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,0.0
2019,Hombre,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,1.3
2010,Hombre,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,8.1
2022,Hombre,,,,,,Leioa,%,Leioa,8.5
2023,Hombre,,,,,,Leioa,%,Leioa,7.0
2020,Hombre,,,,,,Leioa,%,Leioa,8.4
2018,Hombre,,,,,,Leioa,%,Leioa,10.1
2015,Hombre,,,,,,Leioa,%,Leioa,15.5
2010,Hombre,,,,,,Leioa,%,Leioa,10.6
2016,Hombre,,,,,,Leioa,%,Leioa,13.3
2019,Hombre,,,,,,Leioa,%,Leioa,8.5
2021,Hombre,,,,,,Leioa,%,Leioa,9.5
2015,Hombre,,,,,,Lekeitio,%,Lekeitio,16.4
2018,Hombre,,,,,,Lekeitio,%,Lekeitio,11.9
2020,Hombre,,,,,,Lekeitio,%,Lekeitio,10.9
2016,Hombre,,,,,,Lekeitio,%,Lekeitio,14.4
2023,Hombre,,,,,,Lekeitio,%,Lekeitio,7.1
2021,Hombre,,,,,,Lekeitio,%,Lekeitio,11.3
2022,Hombre,,,,,,Lekeitio,%,Lekeitio,8.7
2010,Hombre,,,,,,Lekeitio,%,Lekeitio,10.0
2019,Hombre,,,,,,Lekeitio,%,Lekeitio,11.1
2021,Hombre,,,,,,Lemoa,%,Lemoa,8.0
2022,Hombre,,,,,,Lemoa,%,Lemoa,7.4
2020,Hombre,,,,,,Lemoa,%,Lemoa,8.2
2018,Hombre,,,,,,Lemoa,%,Lemoa,9.5
2019,Hombre,,,,,,Lemoa,%,Lemoa,9.3
2016,Hombre,,,,,,Lemoa,%,Lemoa,13.1
2023,Hombre,,,,,,Lemoa,%,Lemoa,5.6
2010,Hombre,,,,,,Lemoa,%,Lemoa,9.5
2015,Hombre,,,,,,Lemoa,%,Lemoa,15.8
2020,Hombre,,,,,,Lemoiz,%,Lemoiz,6.3
2018,Hombre,,,,,,Lemoiz,%,Lemoiz,7.7
2015,Hombre,,,,,,Lemoiz,%,Lemoiz,15.3
2021,Hombre,,,,,,Lemoiz,%,Lemoiz,12.3
2022,Hombre,,,,,,Lemoiz,%,Lemoiz,8.5
2023,Hombre,,,,,,Lemoiz,%,Lemoiz,8.3
2010,Hombre,,,,,,Lemoiz,%,Lemoiz,8.2
2016,Hombre,,,,,,Lemoiz,%,Lemoiz,14.4
2019,Hombre,,,,,,Lemoiz,%,Lemoiz,7.0
2019,Hombre,,,,,,Leza,%,Leza,7.3
2022,Hombre,,,,,,Leza,%,Leza,5.0
2021,Hombre,,,,,,Leza,%,Leza,7.3
2010,Hombre,,,,,,Leza,%,Leza,6.7
2020,Hombre,,,,,,Leza,%,Leza,5.6
2015,Hombre,,,,,,Leza,%,Leza,10.6
2023,Hombre,,,,,,Leza,%,Leza,1.6
2016,Hombre,,,,,,Leza,%,Leza,5.2
2018,Hombre,,,,,,Leza,%,Leza,5.7
2015,Hombre,,,,,,Lezama,%,Lezama,11.5
2018,Hombre,,,,,,Lezama,%,Lezama,5.9
2023,Hombre,,,,,,Lezama,%,Lezama,3.8
2010,Hombre,,,,,,Lezama,%,Lezama,6.5
2022,Hombre,,,,,,Lezama,%,Lezama,4.6
2016,Hombre,,,,,,Lezama,%,Lezama,8.1
2021,Hombre,,,,,,Lezama,%,Lezama,6.9
2020,Hombre,,,,,,Lezama,%,Lezama,5.6
2019,Hombre,,,,,,Lezama,%,Lezama,6.6
2022,Hombre,,,,,,Lezo,%,Lezo,6.7
2010,Hombre,,,,,,Lezo,%,Lezo,7.9
2018,Hombre,,,,,,Lezo,%,Lezo,6.9
2020,Hombre,,,,,,Lezo,%,Lezo,7.4
2021,Hombre,,,,,,Lezo,%,Lezo,7.6
2015,Hombre,,,,,,Lezo,%,Lezo,14.1
2023,Hombre,,,,,,Lezo,%,Lezo,5.7
2016,Hombre,,,,,,Lezo,%,Lezo,11.3
2019,Hombre,,,,,,Lezo,%,Lezo,7.0
2020,Hombre,,,,,,Lizartza,%,Lizartza,4.7
2010,Hombre,,,,,,Lizartza,%,Lizartza,10.9
2015,Hombre,,,,,,Lizartza,%,Lizartza,16.6
2018,Hombre,,,,,,Lizartza,%,Lizartza,11.2
2019,Hombre,,,,,,Lizartza,%,Lizartza,9.5
2021,Hombre,,,,,,Lizartza,%,Lizartza,8.0
2023,Hombre,,,,,,Lizartza,%,Lizartza,9.4
2016,Hombre,,,,,,Lizartza,%,Lizartza,11.3
2022,Hombre,,,,,,Lizartza,%,Lizartza,4.8
2023,Hombre,,,,,,Loiu,%,Loiu,5.0
2020,Hombre,,,,,,Loiu,%,Loiu,6.1
2019,Hombre,,,,,,Loiu,%,Loiu,6.1
2018,Hombre,,,,,,Loiu,%,Loiu,7.3
2022,Hombre,,,,,,Loiu,%,Loiu,5.6
2015,Hombre,,,,,,Loiu,%,Loiu,11.9
2016,Hombre,,,,,,Loiu,%,Loiu,8.9
2010,Hombre,,,,,,Loiu,%,Loiu,10.2
2021,Hombre,,,,,,Loiu,%,Loiu,6.5
2019,Hombre,,,,,,Mallabia,%,Mallabia,5.5
2018,Hombre,,,,,,Mallabia,%,Mallabia,4.9
2016,Hombre,,,,,,Mallabia,%,Mallabia,8.3
2015,Hombre,,,,,,Mallabia,%,Mallabia,10.2
2023,Hombre,,,,,,Mallabia,%,Mallabia,2.0
2010,Hombre,,,,,,Mallabia,%,Mallabia,5.3
2021,Hombre,,,,,,Mallabia,%,Mallabia,5.4
2022,Hombre,,,,,,Mallabia,%,Mallabia,3.4
2020,Hombre,,,,,,Mallabia,%,Mallabia,4.4
2023,Hombre,,,,,,Mañaria,%,Mañaria,4.0
2021,Hombre,,,,,,Mañaria,%,Mañaria,9.7
2016,Hombre,,,,,,Mañaria,%,Mañaria,12.6
2018,Hombre,,,,,,Mañaria,%,Mañaria,13.1
2010,Hombre,,,,,,Mañaria,%,Mañaria,11.5
2015,Hombre,,,,,,Mañaria,%,Mañaria,17.2
2019,Hombre,,,,,,Mañaria,%,Mañaria,4.9
2020,Hombre,,,,,,Mañaria,%,Mañaria,4.9
2022,Hombre,,,,,,Mañaria,%,Mañaria,5.5
2022,Hombre,,,,,,Markina-Xemein,%,Markina-Xemein,7.0
2021,Hombre,,,,,,Markina-Xemein,%,Markina-Xemein,8.9
2015,Hombre,,,,,,Markina-Xemein,%,Markina-Xemein,16.8
2010,Hombre,,,,,,Markina-Xemein,%,Markina-Xemein,13.2
2020,Hombre,,,,,,Markina-Xemein,%,Markina-Xemein,9.0
2019,Hombre,,,,,,Markina-Xemein,%,Markina-Xemein,8.3
2023,Hombre,,,,,,Markina-Xemein,%,Markina-Xemein,5.6
2016,Hombre,,,,,,Markina-Xemein,%,Markina-Xemein,13.2
2018,Hombre,,,,,,Markina-Xemein,%,Markina-Xemein,6.6
2010,Hombre,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,8.6
2023,Hombre,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,6.4
2022,Hombre,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,8.6
2020,Hombre,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,4.7
2021,Hombre,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,8.9
2019,Hombre,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,6.8
2016,Hombre,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,7.8
2018,Hombre,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,7.9
2015,Hombre,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,11.7
2020,Hombre,,,,,,Mendaro,%,Mendaro,7.0
2022,Hombre,,,,,,Mendaro,%,Mendaro,4.4
2021,Hombre,,,,,,Mendaro,%,Mendaro,6.2
2018,Hombre,,,,,,Mendaro,%,Mendaro,6.2
2023,Hombre,,,,,,Mendaro,%,Mendaro,6.1
2015,Hombre,,,,,,Mendaro,%,Mendaro,10.6
2016,Hombre,,,,,,Mendaro,%,Mendaro,10.3
2019,Hombre,,,,,,Mendaro,%,Mendaro,5.9
2010,Hombre,,,,,,Mendaro,%,Mendaro,5.1
2019,Hombre,,,,,,Mendata,%,Mendata,4.6
2022,Hombre,,,,,,Mendata,%,Mendata,7.4
2018,Hombre,,,,,,Mendata,%,Mendata,4.6
2020,Hombre,,,,,,Mendata,%,Mendata,6.0
2021,Hombre,,,,,,Mendata,%,Mendata,8.3
2016,Hombre,,,,,,Mendata,%,Mendata,5.8
2010,Hombre,,,,,,Mendata,%,Mendata,9.3
2023,Hombre,,,,,,Mendata,%,Mendata,3.8
2015,Hombre,,,,,,Mendata,%,Mendata,3.8
2020,Hombre,,,,,,Mendexa,%,Mendexa,8.4
2021,Hombre,,,,,,Mendexa,%,Mendexa,9.1
2019,Hombre,,,,,,Mendexa,%,Mendexa,13.0
2022,Hombre,,,,,,Mendexa,%,Mendexa,3.2
2023,Hombre,,,,,,Mendexa,%,Mendexa,4.2
2016,Hombre,,,,,,Mendexa,%,Mendexa,14.6
2010,Hombre,,,,,,Mendexa,%,Mendexa,8.3
2015,Hombre,,,,,,Mendexa,%,Mendexa,14.1
2018,Hombre,,,,,,Mendexa,%,Mendexa,6.7
2016,Hombre,,,,,,Meñaka,%,Meñaka,9.5
2015,Hombre,,,,,,Meñaka,%,Meñaka,14.7
2018,Hombre,,,,,,Meñaka,%,Meñaka,7.8
2019,Hombre,,,,,,Meñaka,%,Meñaka,2.8
2021,Hombre,,,,,,Meñaka,%,Meñaka,5.9
2020,Hombre,,,,,,Meñaka,%,Meñaka,4.4
2022,Hombre,,,,,,Meñaka,%,Meñaka,4.9
2010,Hombre,,,,,,Meñaka,%,Meñaka,5.3
2023,Hombre,,,,,,Meñaka,%,Meñaka,6.7
2022,Hombre,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,8.0
2023,Hombre,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,4.0
2016,Hombre,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,25.4
2020,Hombre,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,6.1
2010,Hombre,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,19.2
2019,Hombre,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,10.8
2018,Hombre,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,12.7
2021,Hombre,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,11.5
2015,Hombre,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,26.8
2018,Hombre,,,,,,Morga,%,Morga,9.1
2015,Hombre,,,,,,Morga,%,Morga,9.8
2010,Hombre,,,,,,Morga,%,Morga,6.7
2022,Hombre,,,,,,Morga,%,Morga,4.4
2019,Hombre,,,,,,Morga,%,Morga,3.8
2020,Hombre,,,,,,Morga,%,Morga,5.8
2016,Hombre,,,,,,Morga,%,Morga,8.7
2021,Hombre,,,,,,Morga,%,Morga,7.4
2023,Hombre,,,,,,Morga,%,Morga,4.3
2018,Hombre,,,,,,Mundaka,%,Mundaka,10.1
2019,Hombre,,,,,,Mundaka,%,Mundaka,8.7
2022,Hombre,,,,,,Mundaka,%,Mundaka,10.3
2010,Hombre,,,,,,Mundaka,%,Mundaka,11.1
2020,Hombre,,,,,,Mundaka,%,Mundaka,7.9
2016,Hombre,,,,,,Mundaka,%,Mundaka,14.0
2015,Hombre,,,,,,Mundaka,%,Mundaka,17.5
2023,Hombre,,,,,,Mundaka,%,Mundaka,8.4
2021,Hombre,,,,,,Mundaka,%,Mundaka,8.1
2010,Hombre,,,,,,Mungia,%,Mungia,9.6
2022,Hombre,,,,,,Mungia,%,Mungia,7.3
2015,Hombre,,,,,,Mungia,%,Mungia,14.8
2019,Hombre,,,,,,Mungia,%,Mungia,7.6
2021,Hombre,,,,,,Mungia,%,Mungia,9.5
2023,Hombre,,,,,,Mungia,%,Mungia,6.4
2018,Hombre,,,,,,Mungia,%,Mungia,8.7
2016,Hombre,,,,,,Mungia,%,Mungia,12.5
2020,Hombre,,,,,,Mungia,%,Mungia,7.3
2023,Hombre,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,7.6
2015,Hombre,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,18.2
2016,Hombre,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,10.6
2019,Hombre,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,8.2
2010,Hombre,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,4.1
2018,Hombre,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,11.3
2021,Hombre,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,12.8
2020,Hombre,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,7.4
2022,Hombre,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,6.9
2015,Hombre,,,,,,Murueta,%,Murueta,2.4
2016,Hombre,,,,,,Murueta,%,Murueta,7.1
2018,Hombre,,,,,,Murueta,%,Murueta,3.6
2020,Hombre,,,,,,Murueta,%,Murueta,7.5
2019,Hombre,,,,,,Murueta,%,Murueta,7.4
2021,Hombre,,,,,,Murueta,%,Murueta,2.6
2022,Hombre,,,,,,Murueta,%,Murueta,12.5
2023,Hombre,,,,,,Murueta,%,Murueta,4.5
2010,Hombre,,,,,,Murueta,%,Murueta,5.6
2019,Hombre,,,,,,Muskiz,%,Muskiz,9.9
2021,Hombre,,,,,,Muskiz,%,Muskiz,10.6
2018,Hombre,,,,,,Muskiz,%,Muskiz,9.9
2015,Hombre,,,,,,Muskiz,%,Muskiz,18.4
2020,Hombre,,,,,,Muskiz,%,Muskiz,10.5
2016,Hombre,,,,,,Muskiz,%,Muskiz,16.5
2022,Hombre,,,,,,Muskiz,%,Muskiz,8.0
2010,Hombre,,,,,,Muskiz,%,Muskiz,10.0
2023,Hombre,,,,,,Muskiz,%,Muskiz,6.0
2016,Hombre,,,,,,Mutiloa,%,Mutiloa,4.5
2022,Hombre,,,,,,Mutiloa,%,Mutiloa,1.4
2021,Hombre,,,,,,Mutiloa,%,Mutiloa,2.9
2023,Hombre,,,,,,Mutiloa,%,Mutiloa,1.4
2018,Hombre,,,,,,Mutiloa,%,Mutiloa,2.7
2010,Hombre,,,,,,Mutiloa,%,Mutiloa,5.9
2019,Hombre,,,,,,Mutiloa,%,Mutiloa,2.7
2020,Hombre,,,,,,Mutiloa,%,Mutiloa,9.2
2015,Hombre,,,,,,Mutiloa,%,Mutiloa,14.7
2015,Hombre,,,,,,Mutriku,%,Mutriku,14.5
2019,Hombre,,,,,,Mutriku,%,Mutriku,10.2
2021,Hombre,,,,,,Mutriku,%,Mutriku,10.0
2010,Hombre,,,,,,Mutriku,%,Mutriku,9.5
2018,Hombre,,,,,,Mutriku,%,Mutriku,10.8
2020,Hombre,,,,,,Mutriku,%,Mutriku,9.2
2022,Hombre,,,,,,Mutriku,%,Mutriku,5.2
2016,Hombre,,,,,,Mutriku,%,Mutriku,14.3
2023,Hombre,,,,,,Mutriku,%,Mutriku,6.1
2019,Hombre,,,,,,Muxika,%,Muxika,11.1
2010,Hombre,,,,,,Muxika,%,Muxika,8.4
2018,Hombre,,,,,,Muxika,%,Muxika,10.4
2015,Hombre,,,,,,Muxika,%,Muxika,11.8
2023,Hombre,,,,,,Muxika,%,Muxika,5.9
2021,Hombre,,,,,,Muxika,%,Muxika,9.6
2016,Hombre,,,,,,Muxika,%,Muxika,10.7
2022,Hombre,,,,,,Muxika,%,Muxika,8.0
2020,Hombre,,,,,,Muxika,%,Muxika,8.8
2010,Hombre,,,,,,Nabarniz,%,Nabarniz,3.2
2022,Hombre,,,,,,Nabarniz,%,Nabarniz,8.8
2015,Hombre,,,,,,Nabarniz,%,Nabarniz,11.5
2016,Hombre,,,,,,Nabarniz,%,Nabarniz,8.5
2020,Hombre,,,,,,Nabarniz,%,Nabarniz,4.9
2021,Hombre,,,,,,Nabarniz,%,Nabarniz,7.9
2019,Hombre,,,,,,Nabarniz,%,Nabarniz,3.6
2023,Hombre,,,,,,Nabarniz,%,Nabarniz,0.0
2018,Hombre,,,,,,Nabarniz,%,Nabarniz,4.5
2018,Hombre,,,,,,Navaridas,%,Navaridas,7.5
2020,Hombre,,,,,,Navaridas,%,Navaridas,1.6
2023,Hombre,,,,,,Navaridas,%,Navaridas,10.7
2015,Hombre,,,,,,Navaridas,%,Navaridas,16.3
2021,Hombre,,,,,,Navaridas,%,Navaridas,15.3
2010,Hombre,,,,,,Navaridas,%,Navaridas,1.7
2022,Hombre,,,,,,Navaridas,%,Navaridas,3.9
2016,Hombre,,,,,,Navaridas,%,Navaridas,9.7
2019,Hombre,,,,,,Navaridas,%,Navaridas,4.3
2018,Hombre,,,,,,Oiartzun,%,Oiartzun,6.7
2023,Hombre,,,,,,Oiartzun,%,Oiartzun,5.0
2022,Hombre,,,,,,Oiartzun,%,Oiartzun,5.3
2019,Hombre,,,,,,Oiartzun,%,Oiartzun,5.2
2021,Hombre,,,,,,Oiartzun,%,Oiartzun,7.1
2020,Hombre,,,,,,Oiartzun,%,Oiartzun,6.2
2015,Hombre,,,,,,Oiartzun,%,Oiartzun,11.7
2016,Hombre,,,,,,Oiartzun,%,Oiartzun,9.8
2010,Hombre,,,,,,Oiartzun,%,Oiartzun,7.2
2016,Hombre,,,,,,Okondo,%,Okondo,13.9
2019,Hombre,,,,,,Okondo,%,Okondo,7.5
2018,Hombre,,,,,,Okondo,%,Okondo,7.9
2015,Hombre,,,,,,Okondo,%,Okondo,13.3
2020,Hombre,,,,,,Okondo,%,Okondo,6.6
2022,Hombre,,,,,,Okondo,%,Okondo,6.4
2023,Hombre,,,,,,Okondo,%,Okondo,4.5
2010,Hombre,,,,,,Okondo,%,Okondo,8.8
2021,Hombre,,,,,,Okondo,%,Okondo,7.7
2023,Hombre,,,,,,Olaberria,%,Olaberria,8.0
2010,Hombre,,,,,,Olaberria,%,Olaberria,8.1
2015,Hombre,,,,,,Olaberria,%,Olaberria,11.3
2016,Hombre,,,,,,Olaberria,%,Olaberria,9.2
2021,Hombre,,,,,,Olaberria,%,Olaberria,8.1
2020,Hombre,,,,,,Olaberria,%,Olaberria,6.3
2022,Hombre,,,,,,Olaberria,%,Olaberria,5.6
2018,Hombre,,,,,,Olaberria,%,Olaberria,8.0
2019,Hombre,,,,,,Olaberria,%,Olaberria,5.3
2018,Hombre,,,,,,Ondarroa,%,Ondarroa,12.0
2010,Hombre,,,,,,Ondarroa,%,Ondarroa,12.7
2020,Hombre,,,,,,Ondarroa,%,Ondarroa,11.2
2023,Hombre,,,,,,Ondarroa,%,Ondarroa,8.0
2021,Hombre,,,,,,Ondarroa,%,Ondarroa,13.6
2019,Hombre,,,,,,Ondarroa,%,Ondarroa,11.9
2022,Hombre,,,,,,Ondarroa,%,Ondarroa,8.8
2015,Hombre,,,,,,Ondarroa,%,Ondarroa,20.5
2016,Hombre,,,,,,Ondarroa,%,Ondarroa,16.3
2010,Hombre,,,,,,Oñati,%,Oñati,7.0
2023,Hombre,,,,,,Oñati,%,Oñati,5.1
2020,Hombre,,,,,,Oñati,%,Oñati,4.8
2019,Hombre,,,,,,Oñati,%,Oñati,4.4
2015,Hombre,,,,,,Oñati,%,Oñati,8.9
2018,Hombre,,,,,,Oñati,%,Oñati,5.4
2022,Hombre,,,,,,Oñati,%,Oñati,5.4
2016,Hombre,,,,,,Oñati,%,Oñati,7.0
2021,Hombre,,,,,,Oñati,%,Oñati,6.5
2018,Hombre,,,,,,Ordizia,%,Ordizia,6.7
2016,Hombre,,,,,,Ordizia,%,Ordizia,11.4
2023,Hombre,,,,,,Ordizia,%,Ordizia,7.2
2015,Hombre,,,,,,Ordizia,%,Ordizia,15.3
2019,Hombre,,,,,,Ordizia,%,Ordizia,6.8
2020,Hombre,,,,,,Ordizia,%,Ordizia,7.1
2022,Hombre,,,,,,Ordizia,%,Ordizia,6.7
2021,Hombre,,,,,,Ordizia,%,Ordizia,8.1
2010,Hombre,,,,,,Ordizia,%,Ordizia,9.0
2023,Hombre,,,,,,Orendain,%,Orendain,1.5
2015,Hombre,,,,,,Orendain,%,Orendain,8.8
2016,Hombre,,,,,,Orendain,%,Orendain,3.4
2018,Hombre,,,,,,Orendain,%,Orendain,3.6
2021,Hombre,,,,,,Orendain,%,Orendain,1.5
2020,Hombre,,,,,,Orendain,%,Orendain,3.6
2019,Hombre,,,,,,Orendain,%,Orendain,3.6
2022,Hombre,,,,,,Orendain,%,Orendain,0.0
2010,Hombre,,,,,,Orendain,%,Orendain,3.8
2015,Hombre,,,,,,Orexa,%,Orexa,6.5
2021,Hombre,,,,,,Orexa,%,Orexa,0.0
2018,Hombre,,,,,,Orexa,%,Orexa,3.8
2022,Hombre,,,,,,Orexa,%,Orexa,0.0
2016,Hombre,,,,,,Orexa,%,Orexa,3.1
2023,Hombre,,,,,,Orexa,%,Orexa,3.3
2020,Hombre,,,,,,Orexa,%,Orexa,3.3
2019,Hombre,,,,,,Orexa,%,Orexa,0.0
2010,Hombre,,,,,,Orexa,%,Orexa,10.5
2022,Hombre,,,,,,Orio,%,Orio,5.0
2010,Hombre,,,,,,Orio,%,Orio,9.2
2021,Hombre,,,,,,Orio,%,Orio,9.8
2016,Hombre,,,,,,Orio,%,Orio,13.6
2015,Hombre,,,,,,Orio,%,Orio,17.2
2020,Hombre,,,,,,Orio,%,Orio,9.2
2019,Hombre,,,,,,Orio,%,Orio,9.7
2018,Hombre,,,,,,Orio,%,Orio,11.3
2023,Hombre,,,,,,Orio,%,Orio,4.6
2022,Hombre,,,,,,Ormaiztegi,%,Ormaiztegi,3.8
2020,Hombre,,,,,,Ormaiztegi,%,Ormaiztegi,5.8
2010,Hombre,,,,,,Ormaiztegi,%,Ormaiztegi,7.0
2019,Hombre,,,,,,Ormaiztegi,%,Ormaiztegi,4.1
2023,Hombre,,,,,,Ormaiztegi,%,Ormaiztegi,5.7
2021,Hombre,,,,,,Ormaiztegi,%,Ormaiztegi,6.4
2015,Hombre,,,,,,Ormaiztegi,%,Ormaiztegi,11.4
2016,Hombre,,,,,,Ormaiztegi,%,Ormaiztegi,7.6
2018,Hombre,,,,,,Ormaiztegi,%,Ormaiztegi,8.2
2021,Hombre,,,,,,Orozko,%,Orozko,10.2
2018,Hombre,,,,,,Orozko,%,Orozko,10.4
2010,Hombre,,,,,,Orozko,%,Orozko,6.0
2016,Hombre,,,,,,Orozko,%,Orozko,11.2
2020,Hombre,,,,,,Orozko,%,Orozko,8.3
2022,Hombre,,,,,,Orozko,%,Orozko,9.5
2015,Hombre,,,,,,Orozko,%,Orozko,11.5
2023,Hombre,,,,,,Orozko,%,Orozko,8.0
2019,Hombre,,,,,,Orozko,%,Orozko,8.0
2015,Hombre,,,,,,Ortuella,%,Ortuella,19.4
2023,Hombre,,,,,,Ortuella,%,Ortuella,9.2
2022,Hombre,,,,,,Ortuella,%,Ortuella,10.6
2021,Hombre,,,,,,Ortuella,%,Ortuella,12.6
2016,Hombre,,,,,,Ortuella,%,Ortuella,18.1
2010,Hombre,,,,,,Ortuella,%,Ortuella,10.1
2020,Hombre,,,,,,Ortuella,%,Ortuella,10.8
2019,Hombre,,,,,,Ortuella,%,Ortuella,12.1
2018,Hombre,,,,,,Ortuella,%,Ortuella,13.4
2010,Hombre,,,,,,Otxandio,%,Otxandio,10.2
2016,Hombre,,,,,,Otxandio,%,Otxandio,11.7
2022,Hombre,,,,,,Otxandio,%,Otxandio,6.3
2021,Hombre,,,,,,Otxandio,%,Otxandio,8.9
2018,Hombre,,,,,,Otxandio,%,Otxandio,8.9
2020,Hombre,,,,,,Otxandio,%,Otxandio,7.2
2019,Hombre,,,,,,Otxandio,%,Otxandio,8.2
2023,Hombre,,,,,,Otxandio,%,Otxandio,6.7
2015,Hombre,,,,,,Otxandio,%,Otxandio,11.4
2010,Hombre,,,,,,Oyón-Oion,%,Oyón-Oion,22.7
2019,Hombre,,,,,,Oyón-Oion,%,Oyón-Oion,14.8
2022,Hombre,,,,,,Oyón-Oion,%,Oyón-Oion,10.3
2018,Hombre,,,,,,Oyón-Oion,%,Oyón-Oion,16.4
2021,Hombre,,,,,,Oyón-Oion,%,Oyón-Oion,14.0
2015,Hombre,,,,,,Oyón-Oion,%,Oyón-Oion,24.5
2020,Hombre,,,,,,Oyón-Oion,%,Oyón-Oion,14.1
2016,Hombre,,,,,,Oyón-Oion,%,Oyón-Oion,21.8
2023,Hombre,,,,,,Oyón-Oion,%,Oyón-Oion,9.2
2016,Hombre,,,,,,Pasaia,%,Pasaia,15.7
2018,Hombre,,,,,,Pasaia,%,Pasaia,11.4
