Year,Habilidad informática,Sexo,Edad,Territorio histórico,Units,Value
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,25-74 años,Araba/Álava,%,56.51
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,25-74 años,Araba/Álava,%,49.05
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,25-74 años,Bizkaia,%,49.05
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,25-74 años,Bizkaia,%,57.11
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,25-74 años,Bizkaia,%,47.3
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,25-74 años,Bizkaia,%,50.63
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,25-74 años,Bizkaia,%,49.1
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,25-74 años,Gipuzkoa,%,56.89
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,25-74 años,Gipuzkoa,%,46.88
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,25-74 años,Gipuzkoa,%,47.82
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,25-74 años,Gipuzkoa,%,52.71
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,25-74 años,Gipuzkoa,%,47.25
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,,%,88.56
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,,%,84.28
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,,%,82.59
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,,%,81.09
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,,%,84.43
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Araba/Álava,%,87.2
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Araba/Álava,%,84.87
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Araba/Álava,%,89.88
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Araba/Álava,%,82.29
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Araba/Álava,%,85.62
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Bizkaia,%,85.6
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Bizkaia,%,84.18
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Bizkaia,%,81.25
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Bizkaia,%,88.98
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Bizkaia,%,83.57
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Gipuzkoa,%,78.94
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Gipuzkoa,%,80.03
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Gipuzkoa,%,88.57
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Gipuzkoa,%,83.61
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-24 años,Gipuzkoa,%,82.15
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,,%,58.63
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,,%,50.08
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,,%,48.1
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,,%,51.07
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,,%,52.59
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Araba/Álava,%,48.64
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Araba/Álava,%,52.9
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Araba/Álava,%,45.98
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Araba/Álava,%,54.29
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Araba/Álava,%,56.3
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Bizkaia,%,58.45
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Bizkaia,%,51.44
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Bizkaia,%,50.34
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Bizkaia,%,50.45
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Bizkaia,%,47.89
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Gipuzkoa,%,51.23
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Gipuzkoa,%,49.41
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Gipuzkoa,%,59.99
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Gipuzkoa,%,50.32
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,16-74 años,Gipuzkoa,%,53.65
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,,%,43.57
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,,%,48.84
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,,%,47.26
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,,%,55.62
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,,%,45.79
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Araba/Álava,%,49.1
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Araba/Álava,%,52.82
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Araba/Álava,%,40.77
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Araba/Álava,%,51.08
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Araba/Álava,%,44.01
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Bizkaia,%,43.5
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Bizkaia,%,55.33
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Bizkaia,%,47.54
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Bizkaia,%,46.36
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Bizkaia,%,46.6
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Gipuzkoa,%,57.41
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Gipuzkoa,%,49.91
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Gipuzkoa,%,45.68
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Gipuzkoa,%,47.5
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Mujer,25-74 años,Gipuzkoa,%,44.98
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,,%,75.19
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,,%,84.76
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,,%,81.15
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,,%,87.5
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,,%,71.32
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Araba/Álava,%,79.3
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Araba/Álava,%,77.94
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Araba/Álava,%,81.76
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Araba/Álava,%,90.97
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Araba/Álava,%,80.13
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Bizkaia,%,82.32
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Bizkaia,%,87.43
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Bizkaia,%,72.02
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Bizkaia,%,87.19
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Bizkaia,%,68.91
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Gipuzkoa,%,72.44
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Gipuzkoa,%,85.47
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Gipuzkoa,%,70.81
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Gipuzkoa,%,91.14
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-24 años,Gipuzkoa,%,78.83
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,,%,53.76
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,,%,53.2
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,,%,57.79
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,,%,51.9
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,,%,61.97
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Araba/Álava,%,54.78
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Araba/Álava,%,57.59
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Araba/Álava,%,52.16
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Araba/Álava,%,62.89
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Araba/Álava,%,46.11
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Bizkaia,%,62.2
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Bizkaia,%,55.31
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Bizkaia,%,54.22
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Bizkaia,%,56.96
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Bizkaia,%,53.39
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Gipuzkoa,%,61.18
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Gipuzkoa,%,52.06
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Gipuzkoa,%,50.86
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Gipuzkoa,%,59.22
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,16-74 años,Gipuzkoa,%,52.26
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,,%,54.27
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,,%,58.31
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,,%,50.17
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,,%,50.64
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,,%,49.19
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Araba/Álava,%,40.86
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Araba/Álava,%,51.93
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Araba/Álava,%,53.03
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Araba/Álava,%,60.27
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Araba/Álava,%,48.99
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Bizkaia,%,53.8
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Bizkaia,%,58.94
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Bizkaia,%,51.86
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Bizkaia,%,51.34
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Bizkaia,%,51.79
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Gipuzkoa,%,56.37
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Gipuzkoa,%,48.09
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Gipuzkoa,%,48.14
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Gipuzkoa,%,49.59
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",Hombre,25-74 años,Gipuzkoa,%,55.62
2023,Instalar software o aplicaciones(apps),,16-24 años,,%,76.57
2022,Instalar software o aplicaciones(apps),,16-24 años,,%,81.06
2020,Instalar software o aplicaciones(apps),,16-24 años,,%,87.51
2021,Instalar software o aplicaciones(apps),,16-24 años,,%,88.68
2019,Instalar software o aplicaciones(apps),,16-24 años,,%,83.37
2021,Instalar software o aplicaciones(apps),,16-24 años,Araba/Álava,%,89.74
2023,Instalar software o aplicaciones(apps),,16-24 años,Araba/Álava,%,72.3
2020,Instalar software o aplicaciones(apps),,16-24 años,Araba/Álava,%,92.37
2019,Instalar software o aplicaciones(apps),,16-24 años,Araba/Álava,%,82.82
2022,Instalar software o aplicaciones(apps),,16-24 años,Araba/Álava,%,79.48
2019,Instalar software o aplicaciones(apps),,16-24 años,Bizkaia,%,84.86
2020,Instalar software o aplicaciones(apps),,16-24 años,Bizkaia,%,87.06
2021,Instalar software o aplicaciones(apps),,16-24 años,Bizkaia,%,87.12
2022,Instalar software o aplicaciones(apps),,16-24 años,Bizkaia,%,82.17
2023,Instalar software o aplicaciones(apps),,16-24 años,Bizkaia,%,76.02
2023,Instalar software o aplicaciones(apps),,16-24 años,Gipuzkoa,%,79.31
2020,Instalar software o aplicaciones(apps),,16-24 años,Gipuzkoa,%,85.98
2022,Instalar software o aplicaciones(apps),,16-24 años,Gipuzkoa,%,80.0
2021,Instalar software o aplicaciones(apps),,16-24 años,Gipuzkoa,%,90.48
2019,Instalar software o aplicaciones(apps),,16-24 años,Gipuzkoa,%,81.54
2022,Instalar software o aplicaciones(apps),,16-74 años,,%,54.02
2023,Instalar software o aplicaciones(apps),,16-74 años,,%,51.59
2021,Instalar software o aplicaciones(apps),,16-74 años,,%,64.64
2019,Instalar software o aplicaciones(apps),,16-74 años,,%,53.92
2020,Instalar software o aplicaciones(apps),,16-74 años,,%,58.78
2021,Instalar software o aplicaciones(apps),,16-74 años,Araba/Álava,%,65.84
2022,Instalar software o aplicaciones(apps),,16-74 años,Araba/Álava,%,53.04
2023,Instalar software o aplicaciones(apps),,16-74 años,Araba/Álava,%,52.49
2019,Instalar software o aplicaciones(apps),,16-74 años,Araba/Álava,%,54.49
2020,Instalar software o aplicaciones(apps),,16-74 años,Araba/Álava,%,57.26
2020,Instalar software o aplicaciones(apps),,16-74 años,Bizkaia,%,58.33
2021,Instalar software o aplicaciones(apps),,16-74 años,Bizkaia,%,64.32
2022,Instalar software o aplicaciones(apps),,16-74 años,Bizkaia,%,54.54
2023,Instalar software o aplicaciones(apps),,16-74 años,Bizkaia,%,51.9
2019,Instalar software o aplicaciones(apps),,16-74 años,Bizkaia,%,55.18
2023,Instalar software o aplicaciones(apps),,16-74 años,Gipuzkoa,%,50.67
2022,Instalar software o aplicaciones(apps),,16-74 años,Gipuzkoa,%,53.61
2020,Instalar software o aplicaciones(apps),,16-74 años,Gipuzkoa,%,60.23
2021,Instalar software o aplicaciones(apps),,16-74 años,Gipuzkoa,%,64.61
2019,Instalar software o aplicaciones(apps),,16-74 años,Gipuzkoa,%,51.65
2019,Instalar software o aplicaciones(apps),,25-74 años,,%,50.6
2022,Instalar software o aplicaciones(apps),,25-74 años,,%,50.45
2023,Instalar software o aplicaciones(apps),,25-74 años,,%,48.28
2021,Instalar software o aplicaciones(apps),,25-74 años,,%,61.41
2020,Instalar software o aplicaciones(apps),,25-74 años,,%,55.22
2022,Instalar software o aplicaciones(apps),,25-74 años,Araba/Álava,%,49.88
2019,Instalar software o aplicaciones(apps),,25-74 años,Araba/Álava,%,51.29
2020,Instalar software o aplicaciones(apps),,25-74 años,Araba/Álava,%,52.86
2023,Instalar software o aplicaciones(apps),,25-74 años,Araba/Álava,%,49.75
2021,Instalar software o aplicaciones(apps),,25-74 años,Araba/Álava,%,62.57
2023,Instalar software o aplicaciones(apps),,25-74 años,Bizkaia,%,48.86
2022,Instalar software o aplicaciones(apps),,25-74 años,Bizkaia,%,50.94
2021,Instalar software o aplicaciones(apps),,25-74 años,Bizkaia,%,61.42
2020,Instalar software o aplicaciones(apps),,25-74 años,Bizkaia,%,54.9
2019,Instalar software o aplicaciones(apps),,25-74 años,Bizkaia,%,52.06
2021,Instalar software o aplicaciones(apps),,25-74 años,Gipuzkoa,%,60.86
2019,Instalar software o aplicaciones(apps),,25-74 años,Gipuzkoa,%,47.92
2020,Instalar software o aplicaciones(apps),,25-74 años,Gipuzkoa,%,56.86
2022,Instalar software o aplicaciones(apps),,25-74 años,Gipuzkoa,%,49.91
2023,Instalar software o aplicaciones(apps),,25-74 años,Gipuzkoa,%,46.67
2020,Instalar software o aplicaciones(apps),Mujer,16-24 años,,%,86.8
2023,Instalar software o aplicaciones(apps),Mujer,16-24 años,,%,79.65
2022,Instalar software o aplicaciones(apps),Mujer,16-24 años,,%,78.54
2021,Instalar software o aplicaciones(apps),Mujer,16-24 años,,%,86.29
2019,Instalar software o aplicaciones(apps),Mujer,16-24 años,,%,85.71
2023,Instalar software o aplicaciones(apps),Mujer,16-24 años,Araba/Álava,%,78.39
2020,Instalar software o aplicaciones(apps),Mujer,16-24 años,Araba/Álava,%,91.87
2021,Instalar software o aplicaciones(apps),Mujer,16-24 años,Araba/Álava,%,84.23
2019,Instalar software o aplicaciones(apps),Mujer,16-24 años,Araba/Álava,%,83.47
2022,Instalar software o aplicaciones(apps),Mujer,16-24 años,Araba/Álava,%,82.37
2019,Instalar software o aplicaciones(apps),Mujer,16-24 años,Bizkaia,%,86.82
2020,Instalar software o aplicaciones(apps),Mujer,16-24 años,Bizkaia,%,88.51
2022,Instalar software o aplicaciones(apps),Mujer,16-24 años,Bizkaia,%,80.29
2023,Instalar software o aplicaciones(apps),Mujer,16-24 años,Bizkaia,%,79.72
2021,Instalar software o aplicaciones(apps),Mujer,16-24 años,Bizkaia,%,86.71
2020,Instalar software o aplicaciones(apps),Mujer,16-24 años,Gipuzkoa,%,82.04
2023,Instalar software o aplicaciones(apps),Mujer,16-24 años,Gipuzkoa,%,80.06
2021,Instalar software o aplicaciones(apps),Mujer,16-24 años,Gipuzkoa,%,86.55
2019,Instalar software o aplicaciones(apps),Mujer,16-24 años,Gipuzkoa,%,85.17
2022,Instalar software o aplicaciones(apps),Mujer,16-24 años,Gipuzkoa,%,74.19
2020,Instalar software o aplicaciones(apps),Mujer,16-74 años,,%,56.7
2022,Instalar software o aplicaciones(apps),Mujer,16-74 años,,%,51.89
2023,Instalar software o aplicaciones(apps),Mujer,16-74 años,,%,49.01
2021,Instalar software o aplicaciones(apps),Mujer,16-74 años,,%,61.24
2019,Instalar software o aplicaciones(apps),Mujer,16-74 años,,%,50.6
2021,Instalar software o aplicaciones(apps),Mujer,16-74 años,Araba/Álava,%,61.97
2022,Instalar software o aplicaciones(apps),Mujer,16-74 años,Araba/Álava,%,50.18
2020,Instalar software o aplicaciones(apps),Mujer,16-74 años,Araba/Álava,%,55.84
2023,Instalar software o aplicaciones(apps),Mujer,16-74 años,Araba/Álava,%,52.49
2019,Instalar software o aplicaciones(apps),Mujer,16-74 años,Araba/Álava,%,49.85
2019,Instalar software o aplicaciones(apps),Mujer,16-74 años,Bizkaia,%,51.54
2022,Instalar software o aplicaciones(apps),Mujer,16-74 años,Bizkaia,%,52.2
