Year,Profesión,Situación laboral,Sexo,Territorio histórico,Units,Value
2023,Dentista,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,6.4
2016,Dentista,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,6.8
2019,Dentista,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,6.7
2017,Dentista,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,6.9
2020,Dentista,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,6.5
2025,Dentista,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,5.9
2024,Dentista,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,6.1
2016,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,6.8
2019,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,6.7
2018,Dentista,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,6.8
2022,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2014,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2024,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2019,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2023,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2025,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2020,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2015,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2016,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2018,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2021,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2012,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2010,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2013,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2014,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,6.7
2022,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,6.5
2012,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,6.4
2021,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,6.6
2013,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,6.6
2025,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,5.9
2017,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,6.9
2024,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,6.1
2018,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,6.8
2015,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,6.8
2011,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,8.4
2017,Dentista,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.0
2020,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,6.5
2023,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,6.4
2010,Dentista,,Hombre,Bizkaia,Por 10.000 habitantes,8.3
2018,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.8
2019,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,6.0
2016,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.8
2014,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.6
2017,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.7
2010,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,7.9
2015,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.8
2024,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.6
2023,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.7
2025,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.2
2021,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.9
2022,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.9
2024,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,7.2
2016,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,6.6
2013,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,6.5
2023,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,7.3
2020,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,6.4
2012,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.6
2025,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,2.0
2020,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.2
2013,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,0.8
2017,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,0.8
2013,Dentista,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.8
2021,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,1.3
2010,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,0.0
2024,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,1.6
2022,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,1.4
2019,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,1.1
2020,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,1.1
2018,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,0.7
2023,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,1.5
2015,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,0.8
2012,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,0.9
2014,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,0.5
2016,Dentista,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,0.8
2014,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,6.1
2022,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,7.3
2017,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,6.5
2019,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,7.0
2021,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,7.2
2012,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,6.5
2011,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,8.0
2018,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,6.5
2015,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,6.6
2025,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,7.2
2010,Dentista,,Hombre,Gipuzkoa,Por 10.000 habitantes,7.9
2011,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,12.8
2022,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,15.4
2019,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,14.5
2012,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,13.1
2015,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,13.8
2024,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,1.6
2017,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,14.3
2013,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,13.3
2019,Farmaceútico/a,,,,Por 10.000 habitantes,15.9
2023,Farmaceútico/a,,,,Por 10.000 habitantes,16.6
2019,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,1.2
2011,Farmaceútico/a,,,,Por 10.000 habitantes,13.8
2025,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,1.6
2015,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,0.9
2020,Farmaceútico/a,,,,Por 10.000 habitantes,16.3
2020,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,14.8
2012,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,0.8
2016,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,1.0
2011,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,0.8
2013,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,0.8
2024,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,15.1
2023,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,1.5
2025,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,15.1
2021,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,1.3
2022,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,1.3
2016,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,14.2
2023,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,15.1
2020,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,1.2
2010,Farmaceútico/a,,,,Por 10.000 habitantes,13.6
2025,Farmaceútico/a,,,,Por 10.000 habitantes,16.8
2022,Farmaceútico/a,,,,Por 10.000 habitantes,16.7
2021,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,14.9
2017,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,1.1
2010,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,12.6
2014,Farmaceútico/a,,,,Por 10.000 habitantes,14.7
2014,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,13.6
2014,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,0.9
2010,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,0.7
2021,Farmaceútico/a,,,,Por 10.000 habitantes,16.4
2013,Farmaceútico/a,,,,Por 10.000 habitantes,14.4
2015,Farmaceútico/a,,,,Por 10.000 habitantes,15.0
2018,Farmaceútico/a,No jubilados/as,,,Por 10.000 habitantes,14.5
2012,Farmaceútico/a,,,,Por 10.000 habitantes,14.1
2024,Farmaceútico/a,,,,Por 10.000 habitantes,16.7
2018,Farmaceútico/a,,,,Por 10.000 habitantes,15.9
2016,Farmaceútico/a,,,,Por 10.000 habitantes,15.4
2017,Farmaceútico/a,,,,Por 10.000 habitantes,15.6
2018,Farmaceútico/a,Jubilados/as,,,Por 10.000 habitantes,1.1
2021,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.8
2023,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.8
2019,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.8
2019,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,16.1
2022,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,17.2
2013,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,14.2
2014,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,14.5
2018,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,15.1
2012,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.5
2017,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,14.9
2021,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,15.7
2019,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,15.3
2022,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,16.5
2015,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,14.6
2018,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.8
2024,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.9
2025,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,17.5
2025,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,1.0
2013,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.5
2015,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.6
2014,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.5
2011,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.5
2010,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.4
2016,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,15.6
2016,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.7
2017,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.8
2011,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,13.9
2014,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,14.9
2024,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,17.2
2020,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.8
2018,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,15.9
2015,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,15.1
2022,Farmaceútico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.7
2010,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,13.7
2012,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,14.5
2023,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,17.0
2017,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,15.7
2013,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,14.7
2020,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,16.5
2021,Farmaceútico/a,,,Araba/Álava,Por 10.000 habitantes,16.5
2020,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,15.8
2010,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,13.1
2023,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,16.1
2025,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,16.4
2011,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,13.4
2012,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,14.0
2016,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,14.9
2024,Farmaceútico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,16.3
2017,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,15.8
2018,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,16.0
2010,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,12.8
2014,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,13.5
2022,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,15.5
2018,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,14.6
2024,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,15.2
2020,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,14.8
2017,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,14.4
2019,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,14.6
2025,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,15.2
2016,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,14.3
2021,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,15.0
2013,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,13.3
2015,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,13.9
2023,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,15.3
2011,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,12.9
2012,Farmaceútico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,13.0
2024,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,1.2
2021,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,1.1
2020,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,1.0
2025,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,1.2
2017,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.9
2023,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,1.2
2019,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.9
2011,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.9
2013,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.9
2025,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,16.5
2012,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.9
2015,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.8
2022,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,16.5
2010,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,14.0
2024,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,16.4
2014,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.9
2010,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.8
2018,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,1.0
2016,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.9
2022,Farmaceútico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,1.0
2023,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,16.4
2020,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,16.2
2015,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,15.2
2014,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,14.8
2019,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,15.9
2011,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,14.1
2021,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,16.5
2012,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,14.3
2013,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,14.6
2016,Farmaceútico/a,,,Bizkaia,Por 10.000 habitantes,15.6
2011,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,13.2
2013,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,14.0
2022,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,16.8
2018,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,14.1
2016,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,13.6
2012,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,12.8
2014,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,13.4
2010,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,12.0
2011,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,12.3
2015,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,13.3
2013,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,13.0
2024,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,16.8
2018,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,15.7
2020,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,16.3
2024,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,14.3
2022,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,14.6
2017,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,13.9
2021,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,14.5
2019,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,14.1
2023,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,14.5
2025,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,14.4
2020,Farmaceútico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,14.5
2021,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,1.9
2023,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,2.2
2017,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,1.3
2025,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,2.6
2019,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,1.7
2020,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,1.9
2013,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.9
2011,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.9
2015,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,1.1
2012,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.9
2010,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.9
2014,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,1.0
2018,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,1.5
2016,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,1.2
2022,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,2.1
2024,Farmaceútico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,2.5
2012,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,13.6
2014,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,14.5
2019,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,15.8
2010,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,12.9
2023,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,16.7
2015,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,14.5
2025,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,16.9
2021,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,16.4
2017,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,15.2
2016,Farmaceútico/a,,,Gipuzkoa,Por 10.000 habitantes,14.8
2022,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,24.3
2023,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,25.9
2014,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,21.5
2025,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,26.3
2020,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,23.3
2015,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,23.3
2016,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,23.9
2022,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,1.9
2020,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,1.7
2025,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,2.3
2019,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,22.9
2018,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,1.5
2012,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,0.9
2017,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,1.4
2019,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,1.5
2010,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,0.8
2013,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,0.9
2011,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,0.9
2016,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,1.2
2024,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,2.2
2017,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,22.6
2013,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,21.1
2021,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,23.6
2018,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,22.8
2011,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,20.4
2023,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,23.9
2012,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,20.7
2015,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,21.8
2024,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,23.8
2019,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,24.8
2020,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,25.3
2012,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,21.9
2018,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,24.7
2010,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,21.2
2017,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,24.3
2015,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,1.1
2023,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,2.0
2016,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,22.3
2021,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,1.8
2021,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,25.8
2022,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,26.2
2014,Farmaceútico/a,Jubilados/as,Mujer,,Por 10.000 habitantes,1.0
2014,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,22.9
2010,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,20.1
2013,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,22.4
2011,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,21.6
2025,Farmaceútico/a,No jubilados/as,Mujer,,Por 10.000 habitantes,24.0
2024,Farmaceútico/a,,Mujer,,Por 10.000 habitantes,26.0
2019,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,24.5
2019,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,23.5
2010,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,20.6
2017,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,1.0
2011,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,21.3
2023,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,26.8
2014,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,22.7
