Year,Sex,Province,County,Municipality,Units,GeoCode,Value
2013,,,,Arakaldo,"Per 100,000 inhabitants",Arakaldo,0.0
2010,,,,Arakaldo,"Per 100,000 inhabitants",Arakaldo,0.0
2012,,,,Arakaldo,"Per 100,000 inhabitants",Arakaldo,0.0
2018,,,,Arakaldo,"Per 100,000 inhabitants",Arakaldo,0.0
2017,,,,Arakaldo,"Per 100,000 inhabitants",Arakaldo,0.0
2024,,,,Arakaldo,"Per 100,000 inhabitants",Arakaldo,0.0
2014,,,,Arakaldo,"Per 100,000 inhabitants",Arakaldo,0.0
2015,,,,Arakaldo,"Per 100,000 inhabitants",Arakaldo,0.0
2020,,,,Arakaldo,"Per 100,000 inhabitants",Arakaldo,0.0
2019,,,,Arakaldo,"Per 100,000 inhabitants",Arakaldo,0.0
2023,,,,Arakaldo,"Per 100,000 inhabitants",Arakaldo,0.0
2021,,,,Arakaldo,"Per 100,000 inhabitants",Arakaldo,0.0
2022,,,,Arakaldo,"Per 100,000 inhabitants",Arakaldo,0.0
2011,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2015,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2021,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2022,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2014,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2012,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2016,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2010,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2019,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2020,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2018,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2023,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2024,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2017,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2013,,,,Arama,"Per 100,000 inhabitants",Arama,0.0
2018,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2014,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2010,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2023,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2013,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2022,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2024,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2016,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2020,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2021,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2011,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2019,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2012,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2017,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2015,,,,Aramaio,"Per 100,000 inhabitants",Aramaio,0.0
2014,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2010,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2018,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2015,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2013,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2020,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2016,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2023,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2011,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2019,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2021,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2012,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2017,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2022,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2024,,,,Arantzazu,"Per 100,000 inhabitants",Arantzazu,0.0
2011,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2014,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2016,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2018,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2023,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2015,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2024,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2017,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2013,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2019,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2012,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2022,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2021,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2010,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2020,,,,Areatza,"Per 100,000 inhabitants",Areatza,0.0
2017,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2023,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2019,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2013,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2015,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2018,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2016,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2010,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2021,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2024,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2011,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2020,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2014,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2012,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2022,,,,Aretxabaleta,"Per 100,000 inhabitants",Aretxabaleta,0.0
2023,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2011,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2016,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2017,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2010,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2019,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2012,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2021,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2024,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2013,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2014,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2022,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2018,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2015,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2020,,,,Armiñón,"Per 100,000 inhabitants",Armiñón,0.0
2014,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2021,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2010,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2019,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2020,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2013,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2018,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2024,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2015,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2023,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2022,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2012,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2016,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2011,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2017,,,,Arraia-Maeztu,"Per 100,000 inhabitants",Arraia-Maeztu,0.0
2011,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2010,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2014,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2021,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2012,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2022,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2015,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2018,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2016,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2013,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2023,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2020,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2024,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2019,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2017,,,,Arrankudiaga-Zollo,"Per 100,000 inhabitants",Arrankudiaga-Zollo,0.0
2012,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2013,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2022,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2024,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2019,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2021,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2014,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2017,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2020,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2023,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2016,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2011,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2018,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2015,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2010,,,,Arrasate/Mondragón,"Per 100,000 inhabitants",Arrasate/Mondragón,0.0
2023,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2016,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2013,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2021,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2024,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2014,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2015,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2022,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2020,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2019,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2017,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2010,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2018,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2011,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2012,,,,Arratzu,"Per 100,000 inhabitants",Arratzu,0.0
2013,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2023,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2018,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2015,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2014,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2022,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2012,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2020,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2021,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2011,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2017,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2010,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2024,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2019,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2016,,,,Arratzua-Ubarrundia,"Per 100,000 inhabitants",Arratzua-Ubarrundia,0.0
2017,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2020,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2024,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2012,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2019,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2022,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2013,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2016,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2021,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2015,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2011,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2010,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2023,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2014,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2018,,,,Arrieta,"Per 100,000 inhabitants",Arrieta,0.0
2015,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2014,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2023,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2024,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2013,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2019,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2020,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2021,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2011,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2010,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2016,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2012,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2022,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2018,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2017,,,,Arrigorriaga,"Per 100,000 inhabitants",Arrigorriaga,0.0
2013,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2018,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2020,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2014,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2012,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2024,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2023,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2019,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2011,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2017,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2015,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2016,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2021,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2010,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2022,,,,Artea,"Per 100,000 inhabitants",Artea,0.0
2018,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2022,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2023,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2021,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2016,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2012,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2011,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2010,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2020,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2017,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2013,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2019,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2014,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2024,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2015,,,,Artzentales,"Per 100,000 inhabitants",Artzentales,0.0
2022,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2018,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2012,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2019,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2011,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2016,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2024,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2010,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2023,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2015,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2014,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2013,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2017,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2021,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2020,,,,Artziniega,"Per 100,000 inhabitants",Artziniega,0.0
2016,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2011,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2015,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2018,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2014,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2013,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2024,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2010,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2020,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2017,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2012,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2023,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2021,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2022,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2019,,,,Asparrena,"Per 100,000 inhabitants",Asparrena,0.0
2017,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2012,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2014,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2018,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2022,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2013,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2024,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2023,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2021,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2015,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2011,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2019,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2016,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2020,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2010,,,,Asteasu,"Per 100,000 inhabitants",Asteasu,0.0
2019,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2010,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2012,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2015,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2013,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2023,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2020,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2022,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2018,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2016,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2011,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2024,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2021,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2017,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2014,,,,Astigarraga,"Per 100,000 inhabitants",Astigarraga,0.0
2017,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2015,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2024,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2018,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2023,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2019,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2014,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2020,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2022,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2012,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2016,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2013,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2010,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2011,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2021,,,,Ataun,"Per 100,000 inhabitants",Ataun,0.0
2013,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2011,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2014,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2012,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2023,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2024,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2010,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2015,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2021,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2016,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2017,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2020,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2022,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2019,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2018,,,,Atxondo,"Per 100,000 inhabitants",Atxondo,0.0
2015,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2020,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2013,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2021,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2023,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2022,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2011,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2016,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2018,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2019,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2017,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2014,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2024,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2012,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2010,,,,Aulesti,"Per 100,000 inhabitants",Aulesti,0.0
2013,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2014,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2018,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2016,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2023,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2022,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2010,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2015,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2017,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2012,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2011,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2021,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2020,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2024,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2019,,,,Ayala/Aiara,"Per 100,000 inhabitants",Ayala/Aiara,0.0
2018,,,,Azkoitia,"Per 100,000 inhabitants",Azkoitia,0.0
