Year,Sex,Province,County,Municipality,Units,GeoCode,Value
2017,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2024,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2020,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2023,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2010,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2018,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2022,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2019,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2015,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2021,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2012,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2014,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2011,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2013,Female,,,Leza,"Per 100,000 inhabitants",,0.0
2021,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2019,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2020,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2016,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2024,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2015,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2023,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2018,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2017,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2012,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2011,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2010,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2014,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2013,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2022,Female,,,Lezama,"Per 100,000 inhabitants",,0.0
2015,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2021,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2017,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2024,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2012,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2023,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2019,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2011,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2013,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2010,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2018,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2014,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2020,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2016,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2022,Female,,,Lezo,"Per 100,000 inhabitants",,0.0
2014,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2023,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2013,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2018,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2022,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2017,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2024,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2021,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2016,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2012,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2019,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2020,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2011,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2015,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2010,Female,,,Lizartza,"Per 100,000 inhabitants",,0.0
2013,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2014,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2022,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2012,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2018,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2021,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2016,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2011,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2015,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2017,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2024,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2019,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2023,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2010,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2020,Female,,,Loiu,"Per 100,000 inhabitants",,0.0
2018,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2023,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2022,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2012,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2020,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2015,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2024,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2019,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2014,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2013,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2017,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2011,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2016,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2010,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2021,Female,,,Mallabia,"Per 100,000 inhabitants",,0.0
2021,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2011,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2012,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2023,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2017,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2016,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2020,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2024,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2010,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2019,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2013,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2014,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2018,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2022,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2015,Female,,,Mañaria,"Per 100,000 inhabitants",,0.0
2013,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2010,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2011,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2015,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2023,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2014,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2017,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2012,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2018,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2016,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2024,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2020,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2021,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2019,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2022,Female,,,Markina-Xemein,"Per 100,000 inhabitants",,0.0
2016,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2013,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2024,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2011,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2015,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2018,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2014,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2020,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2019,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2022,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2023,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2012,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2010,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2017,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2021,Female,,,Maruri-Jatabe,"Per 100,000 inhabitants",,0.0
2020,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2022,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2016,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2012,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2017,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2024,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2014,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2011,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2015,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2023,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2021,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2013,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2010,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2018,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2019,Female,,,Mendaro,"Per 100,000 inhabitants",,0.0
2019,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2013,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2015,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2024,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2021,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2016,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2023,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2012,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2017,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2018,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2022,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2010,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2020,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2011,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2014,Female,,,Mendata,"Per 100,000 inhabitants",,0.0
2012,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2014,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2024,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2015,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2020,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2010,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2022,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2017,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2013,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2021,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2016,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2018,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2023,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2011,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2019,Female,,,Mendexa,"Per 100,000 inhabitants",,0.0
2019,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2023,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2018,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2013,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2010,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2022,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2015,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2014,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2016,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2021,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2011,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2017,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2012,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2020,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2024,Female,,,Meñaka,"Per 100,000 inhabitants",,0.0
2021,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2015,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2010,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2014,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2011,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2018,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2023,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2020,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2019,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2024,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2022,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2013,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2016,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2017,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2012,Female,,,Moreda de Álava/Moreda Araba,"Per 100,000 inhabitants",,0.0
2019,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2013,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2020,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2018,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2024,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2015,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2023,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2021,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2017,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2012,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2016,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2011,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2010,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2014,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2022,Female,,,Morga,"Per 100,000 inhabitants",,0.0
2017,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2024,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2023,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2022,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2018,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2014,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2013,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2021,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2019,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2011,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2020,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2015,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2010,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2012,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2016,Female,,,Mundaka,"Per 100,000 inhabitants",,0.0
2023,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2014,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2022,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2019,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2021,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2016,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2024,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2020,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2015,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2010,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2017,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2013,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2011,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2018,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2012,Female,,,Mungia,"Per 100,000 inhabitants",,0.0
2022,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2023,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2014,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2017,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2011,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2018,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2015,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2019,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2012,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2016,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2013,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2021,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2020,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2024,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2010,Female,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",,0.0
2020,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2011,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2012,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2023,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2016,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2019,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2013,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2021,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2015,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2024,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2010,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2017,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2022,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2018,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2014,Female,,,Murueta,"Per 100,000 inhabitants",,0.0
2022,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2017,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2011,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2013,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2018,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2023,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2021,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2015,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2024,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2010,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2019,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2014,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2020,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2016,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2012,Female,,,Muskiz,"Per 100,000 inhabitants",,0.0
2016,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2021,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2024,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2020,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2013,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2019,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2023,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2018,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2015,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2010,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2012,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2011,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2022,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2014,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2017,Female,,,Mutiloa,"Per 100,000 inhabitants",,0.0
2010,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2011,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2020,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2022,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2016,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2023,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2021,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2019,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2018,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2012,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2024,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2017,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2014,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2013,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2015,Female,,,Mutriku,"Per 100,000 inhabitants",,0.0
2024,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2022,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2013,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2019,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2017,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2018,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2012,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2014,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2021,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2020,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2016,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2010,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2011,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2015,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2023,Female,,,Muxika,"Per 100,000 inhabitants",,0.0
2013,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2018,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2021,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2023,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2019,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2024,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2010,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2016,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2017,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2011,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2022,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2015,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2012,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2020,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2014,Female,,,Nabarniz,"Per 100,000 inhabitants",,0.0
2011,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2019,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2015,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2010,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2017,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2016,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2022,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2020,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2021,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2012,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2024,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2023,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2014,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2013,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2018,Female,,,Navaridas,"Per 100,000 inhabitants",,0.0
2013,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2017,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2015,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2022,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2019,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2021,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2024,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2014,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2010,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2011,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2018,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2023,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2012,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2020,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2016,Female,,,Oiartzun,"Per 100,000 inhabitants",,0.0
2020,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2018,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2023,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2012,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2024,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2021,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2016,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2017,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2011,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2014,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2015,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2013,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2019,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2022,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2010,Female,,,Okondo,"Per 100,000 inhabitants",,0.0
2019,Female,,,Olaberria,"Per 100,000 inhabitants",,0.0
2023,Female,,,Olaberria,"Per 100,000 inhabitants",,0.0
2018,Female,,,Olaberria,"Per 100,000 inhabitants",,0.0
2011,Female,,,Olaberria,"Per 100,000 inhabitants",,0.0
2014,Female,,,Olaberria,"Per 100,000 inhabitants",,0.0
2020,Female,,,Olaberria,"Per 100,000 inhabitants",,0.0
2015,Female,,,Olaberria,"Per 100,000 inhabitants",,0.0
