Year,Computer skills,Age,Sex,Province,Units,Value
2022,Copying or moving files or folders,25-74 years,Male,Araba/Álava,%,53.7
2020,Copying or moving files or folders,25-74 years,Male,Araba/Álava,%,50.7
2021,Copying or moving files or folders,25-74 years,Male,Araba/Álava,%,61.2
2024,Copying or moving files or folders,25-74 years,Male,Araba/Álava,%,51.5
2024,Copying or moving files or folders,25-74 years,Male,Bizkaia,%,48.2
2020,Copying or moving files or folders,25-74 years,Male,Bizkaia,%,54.5
2019,Copying or moving files or folders,25-74 years,Male,Bizkaia,%,55.6
2021,Copying or moving files or folders,25-74 years,Male,Bizkaia,%,60.5
2023,Copying or moving files or folders,25-74 years,Male,Bizkaia,%,53.4
2022,Copying or moving files or folders,25-74 years,Male,Bizkaia,%,54.3
2023,Copying or moving files or folders,25-74 years,Male,Gipuzkoa,%,53.6
2021,Copying or moving files or folders,25-74 years,Male,Gipuzkoa,%,56.1
2019,Copying or moving files or folders,25-74 years,Male,Gipuzkoa,%,52.1
2024,Copying or moving files or folders,25-74 years,Male,Gipuzkoa,%,46.6
2022,Copying or moving files or folders,25-74 years,Male,Gipuzkoa,%,54.2
2020,Copying or moving files or folders,25-74 years,Male,Gipuzkoa,%,53.7
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",,,,%,42.2
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",,,,%,41.1
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",,,,%,45.0
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",,,,%,46.0
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",,,,%,42.3
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",,,,%,40.0
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Araba/Álava,%,38.4
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Araba/Álava,%,46.6
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Araba/Álava,%,38.1
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Araba/Álava,%,43.5
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Araba/Álava,%,43.0
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Araba/Álava,%,41.8
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Bizkaia,%,40.7
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Bizkaia,%,46.1
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Bizkaia,%,41.9
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Bizkaia,%,40.6
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Bizkaia,%,45.1
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Bizkaia,%,42.4
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Gipuzkoa,%,42.2
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Gipuzkoa,%,40.0
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Gipuzkoa,%,45.7
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Gipuzkoa,%,42.3
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Gipuzkoa,%,42.9
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",,,Gipuzkoa,%,45.4
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,,%,44.5
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,,%,45.1
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,,%,41.8
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,,%,41.7
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,,%,38.6
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,,%,42.9
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Araba/Álava,%,39.6
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Araba/Álava,%,44.3
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Araba/Álava,%,35.8
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Araba/Álava,%,44.9
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Araba/Álava,%,42.4
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Araba/Álava,%,42.9
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Bizkaia,%,42.1
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Bizkaia,%,39.8
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Bizkaia,%,43.9
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Bizkaia,%,42.1
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Bizkaia,%,40.6
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Bizkaia,%,43.9
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Gipuzkoa,%,47.0
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Gipuzkoa,%,37.8
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Gipuzkoa,%,42.3
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Gipuzkoa,%,43.0
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Gipuzkoa,%,46.5
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",,Female,Gipuzkoa,%,43.7
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,,%,40.3
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,,%,45.5
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,,%,41.5
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,,%,41.7
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,,%,46.8
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,,%,42.7
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Araba/Álava,%,48.3
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Araba/Álava,%,42.7
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Araba/Álava,%,40.6
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Araba/Álava,%,37.2
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Araba/Álava,%,43.6
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Araba/Álava,%,40.4
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Bizkaia,%,48.4
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Bizkaia,%,44.2
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Bizkaia,%,41.5
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Bizkaia,%,39.2
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Bizkaia,%,41.8
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Bizkaia,%,46.3
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Gipuzkoa,%,41.4
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Gipuzkoa,%,43.5
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Gipuzkoa,%,42.2
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Gipuzkoa,%,43.7
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Gipuzkoa,%,40.9
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",,Male,Gipuzkoa,%,45.0
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,,%,82.8
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,,%,86.4
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,,%,83.5
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,,%,79.5
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,,%,85.3
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,,%,81.3
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Araba/Álava,%,78.9
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Araba/Álava,%,85.2
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Araba/Álava,%,89.2
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Araba/Álava,%,83.7
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Araba/Álava,%,83.6
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Araba/Álava,%,77.0
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Bizkaia,%,88.1
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Bizkaia,%,86.6
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Bizkaia,%,83.3
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Bizkaia,%,82.0
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Bizkaia,%,82.7
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Bizkaia,%,74.8
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Gipuzkoa,%,85.7
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Gipuzkoa,%,78.2
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Gipuzkoa,%,89.6
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Gipuzkoa,%,79.9
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Gipuzkoa,%,83.7
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,,Gipuzkoa,%,84.7
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,,%,83.2
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,,%,86.5
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,,%,88.7
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,,%,86.5
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,,%,85.7
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,,%,90.3
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Araba/Álava,%,93.1
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Araba/Álava,%,92.2
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Araba/Álava,%,83.9
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Araba/Álava,%,74.8
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Araba/Álava,%,94.0
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Araba/Álava,%,89.8
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Bizkaia,%,80.2
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Bizkaia,%,84.0
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Bizkaia,%,88.7
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Bizkaia,%,90.7
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Bizkaia,%,87.6
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Bizkaia,%,84.3
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Gipuzkoa,%,87.3
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Gipuzkoa,%,91.7
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Gipuzkoa,%,87.5
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Gipuzkoa,%,90.0
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Gipuzkoa,%,85.4
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Female,Gipuzkoa,%,84.4
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,,%,81.9
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,,%,86.4
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,,%,77.0
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,,%,82.5
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,,%,77.2
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,,%,73.2
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Araba/Álava,%,82.5
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Araba/Álava,%,76.9
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Araba/Álava,%,71.4
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Araba/Álava,%,88.5
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Araba/Álava,%,77.8
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Araba/Álava,%,73.5
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Bizkaia,%,81.1
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Bizkaia,%,86.3
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Bizkaia,%,85.8
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Bizkaia,%,85.5
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Bizkaia,%,66.6
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Bizkaia,%,75.5
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Gipuzkoa,%,80.5
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Gipuzkoa,%,72.4
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Gipuzkoa,%,89.2
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Gipuzkoa,%,74.7
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Gipuzkoa,%,82.4
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",16-24 years,Male,Gipuzkoa,%,79.9
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,,%,37.4
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,,%,37.2
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,,%,39.9
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,,%,34.5
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,,%,41.0
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,,%,35.4
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Araba/Álava,%,32.1
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Araba/Álava,%,36.4
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Araba/Álava,%,38.5
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Araba/Álava,%,42.5
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Araba/Álava,%,31.7
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Araba/Álava,%,38.7
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Bizkaia,%,35.5
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Bizkaia,%,41.4
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Bizkaia,%,40.2
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Bizkaia,%,37.6
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Bizkaia,%,36.6
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Bizkaia,%,36.0
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Gipuzkoa,%,39.7
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Gipuzkoa,%,36.9
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Gipuzkoa,%,40.0
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Gipuzkoa,%,33.3
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Gipuzkoa,%,37.3
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,,Gipuzkoa,%,37.5
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,,%,35.7
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,,%,40.3
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,,%,37.5
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,,%,39.6
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,,%,36.5
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,,%,32.4
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Araba/Álava,%,28.5
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Araba/Álava,%,33.3
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Araba/Álava,%,40.2
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Araba/Álava,%,37.2
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Araba/Álava,%,38.7
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Araba/Álava,%,38.5
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Bizkaia,%,39.0
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Bizkaia,%,34.4
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Bizkaia,%,36.5
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Bizkaia,%,36.8
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Bizkaia,%,35.5
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Bizkaia,%,39.4
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Gipuzkoa,%,37.9
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Gipuzkoa,%,41.1
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Gipuzkoa,%,35.6
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Gipuzkoa,%,38.2
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Gipuzkoa,%,41.8
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Female,Gipuzkoa,%,30.9
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,,%,35.1
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,,%,41.7
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,,%,40.1
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,,%,38.3
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,,%,36.7
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,,%,36.8
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Araba/Álava,%,35.5
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Araba/Álava,%,44.8
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Araba/Álava,%,30.9
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Araba/Álava,%,35.1
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Araba/Álava,%,39.0
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Araba/Álava,%,38.3
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Bizkaia,%,37.8
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Bizkaia,%,36.4
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Bizkaia,%,43.4
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Bizkaia,%,41.4
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Bizkaia,%,39.7
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Bizkaia,%,34.4
2024,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Gipuzkoa,%,35.8
2023,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Gipuzkoa,%,38.3
2022,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Gipuzkoa,%,36.3
2021,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Gipuzkoa,%,37.5
2020,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Gipuzkoa,%,38.9
2019,"Creating presentations or documents that integrate text, images, tables, or graphs",25-74 years,Male,Gipuzkoa,%,37.2
2022,Programming in a programming language,,,,%,5.3
2021,Programming in a programming language,,,,%,5.3
2019,Programming in a programming language,,,,%,5.6
2023,Programming in a programming language,,,,%,6.2
2024,Programming in a programming language,,,,%,4.5
2020,Programming in a programming language,,,,%,5.7
2020,Programming in a programming language,,,Araba/Álava,%,5.7
2019,Programming in a programming language,,,Araba/Álava,%,5.3
2022,Programming in a programming language,,,Araba/Álava,%,4.7
2021,Programming in a programming language,,,Araba/Álava,%,5.7
2024,Programming in a programming language,,,Araba/Álava,%,3.7
2023,Programming in a programming language,,,Araba/Álava,%,4.3
2020,Programming in a programming language,,,Bizkaia,%,5.7
2023,Programming in a programming language,,,Bizkaia,%,6.9
2021,Programming in a programming language,,,Bizkaia,%,5.2
2019,Programming in a programming language,,,Bizkaia,%,5.8
2022,Programming in a programming language,,,Bizkaia,%,5.1
2024,Programming in a programming language,,,Bizkaia,%,4.9
2020,Programming in a programming language,,,Gipuzkoa,%,5.6
2019,Programming in a programming language,,,Gipuzkoa,%,5.2
2021,Programming in a programming language,,,Gipuzkoa,%,5.2
2024,Programming in a programming language,,,Gipuzkoa,%,4.1
2022,Programming in a programming language,,,Gipuzkoa,%,5.7
2023,Programming in a programming language,,,Gipuzkoa,%,6.1
2024,Programming in a programming language,,Female,,%,2.9
2021,Programming in a programming language,,Female,,%,3.1
2019,Programming in a programming language,,Female,,%,3.1
2020,Programming in a programming language,,Female,,%,4.0
2023,Programming in a programming language,,Female,,%,4.4
2022,Programming in a programming language,,Female,,%,3.4
2020,Programming in a programming language,,Female,Araba/Álava,%,4.6
2019,Programming in a programming language,,Female,Araba/Álava,%,3.0
2022,Programming in a programming language,,Female,Araba/Álava,%,3.0
2024,Programming in a programming language,,Female,Araba/Álava,%,2.1
2021,Programming in a programming language,,Female,Araba/Álava,%,3.7
2023,Programming in a programming language,,Female,Araba/Álava,%,3.5
2024,Programming in a programming language,,Female,Bizkaia,%,4.0
2023,Programming in a programming language,,Female,Bizkaia,%,5.3
2022,Programming in a programming language,,Female,Bizkaia,%,3.7
2021,Programming in a programming language,,Female,Bizkaia,%,3.3
2020,Programming in a programming language,,Female,Bizkaia,%,3.6
2019,Programming in a programming language,,Female,Bizkaia,%,3.3
2023,Programming in a programming language,,Female,Gipuzkoa,%,3.4
2024,Programming in a programming language,,Female,Gipuzkoa,%,1.5
2021,Programming in a programming language,,Female,Gipuzkoa,%,2.6
2020,Programming in a programming language,,Female,Gipuzkoa,%,4.5
2019,Programming in a programming language,,Female,Gipuzkoa,%,2.7
2022,Programming in a programming language,,Female,Gipuzkoa,%,2.8
2020,Programming in a programming language,,Male,,%,7.4
2022,Programming in a programming language,,Male,,%,7.2
2021,Programming in a programming language,,Male,,%,7.4
2019,Programming in a programming language,,Male,,%,8.1
2024,Programming in a programming language,,Male,,%,6.1
2023,Programming in a programming language,,Male,,%,8.1
2024,Programming in a programming language,,Male,Araba/Álava,%,5.3
2019,Programming in a programming language,,Male,Araba/Álava,%,7.6
2022,Programming in a programming language,,Male,Araba/Álava,%,6.5
2021,Programming in a programming language,,Male,Araba/Álava,%,7.7
2023,Programming in a programming language,,Male,Araba/Álava,%,5.0
2020,Programming in a programming language,,Male,Araba/Álava,%,6.8
2019,Programming in a programming language,,Male,Bizkaia,%,8.5
2024,Programming in a programming language,,Male,Bizkaia,%,5.8
2020,Programming in a programming language,,Male,Bizkaia,%,8.0
2022,Programming in a programming language,,Male,Bizkaia,%,6.6
2021,Programming in a programming language,,Male,Bizkaia,%,7.0
2023,Programming in a programming language,,Male,Bizkaia,%,8.5
2021,Programming in a programming language,,Male,Gipuzkoa,%,7.8
2019,Programming in a programming language,,Male,Gipuzkoa,%,7.8
2023,Programming in a programming language,,Male,Gipuzkoa,%,8.9
2020,Programming in a programming language,,Male,Gipuzkoa,%,6.7
2022,Programming in a programming language,,Male,Gipuzkoa,%,8.6
2024,Programming in a programming language,,Male,Gipuzkoa,%,6.9
2023,Programming in a programming language,16-24 years,,,%,16.6
2024,Programming in a programming language,16-24 years,,,%,11.2
2020,Programming in a programming language,16-24 years,,,%,13.2
2022,Programming in a programming language,16-24 years,,,%,11.0
2021,Programming in a programming language,16-24 years,,,%,14.7
2019,Programming in a programming language,16-24 years,,,%,12.3
2020,Programming in a programming language,16-24 years,,Araba/Álava,%,7.0
2024,Programming in a programming language,16-24 years,,Araba/Álava,%,17.1
2023,Programming in a programming language,16-24 years,,Araba/Álava,%,14.4
2019,Programming in a programming language,16-24 years,,Araba/Álava,%,10.6
2021,Programming in a programming language,16-24 years,,Araba/Álava,%,14.5
2022,Programming in a programming language,16-24 years,,Araba/Álava,%,11.1
2022,Programming in a programming language,16-24 years,,Bizkaia,%,11.4
2023,Programming in a programming language,16-24 years,,Bizkaia,%,20.1
2019,Programming in a programming language,16-24 years,,Bizkaia,%,14.2
2020,Programming in a programming language,16-24 years,,Bizkaia,%,16.1
2021,Programming in a programming language,16-24 years,,Bizkaia,%,14.5
2024,Programming in a programming language,16-24 years,,Bizkaia,%,10.2
2022,Programming in a programming language,16-24 years,,Gipuzkoa,%,10.5
2023,Programming in a programming language,16-24 years,,Gipuzkoa,%,12.5
2019,Programming in a programming language,16-24 years,,Gipuzkoa,%,10.5
2021,Programming in a programming language,16-24 years,,Gipuzkoa,%,14.9
2024,Programming in a programming language,16-24 years,,Gipuzkoa,%,10.3
2020,Programming in a programming language,16-24 years,,Gipuzkoa,%,11.7
2022,Programming in a programming language,16-24 years,Female,,%,9.1
2024,Programming in a programming language,16-24 years,Female,,%,6.3
2021,Programming in a programming language,16-24 years,Female,,%,11.1
2020,Programming in a programming language,16-24 years,Female,,%,9.7
2023,Programming in a programming language,16-24 years,Female,,%,12.1
2019,Programming in a programming language,16-24 years,Female,,%,8.9
2024,Programming in a programming language,16-24 years,Female,Araba/Álava,%,5.9
2023,Programming in a programming language,16-24 years,Female,Araba/Álava,%,9.0
2022,Programming in a programming language,16-24 years,Female,Araba/Álava,%,4.7
