Year,Habilidad_IT,Edad,Sexo,Territorio,Units,Value
2020,ICTTRFF,Y16T24,F,ES211,PT,82.3
2021,ICTTRFF,Y16T24,F,ES211,PT,84.9
2024,ICTTRFF,Y16T24,F,ES211,PT,77.7
2023,ICTTRFF,Y16T24,F,ES211,PT,89.9
2019,ICTTRFF,Y16T24,F,ES211,PT,87.2
2022,ICTTRFF,Y16T24,F,ES211,PT,85.6
2021,ICTTRFF,Y16T24,F,ES213,PT,83.6
2024,ICTTRFF,Y16T24,F,ES213,PT,48.9
2020,ICTTRFF,Y16T24,F,ES213,PT,85.6
2023,ICTTRFF,Y16T24,F,ES213,PT,84.2
2022,ICTTRFF,Y16T24,F,ES213,PT,81.2
2019,ICTTRFF,Y16T24,F,ES213,PT,89.0
2019,ICTTRFF,Y16T24,F,ES212,PT,88.6
2023,ICTTRFF,Y16T24,F,ES212,PT,82.2
2020,ICTTRFF,Y16T24,F,ES212,PT,83.6
2021,ICTTRFF,Y16T24,F,ES212,PT,80.0
2022,ICTTRFF,Y16T24,F,ES212,PT,78.9
2024,ICTTRFF,Y16T24,F,ES212,PT,50.2
2023,ICTTRFF,Y16T24,M,,PT,71.3
2021,ICTTRFF,Y16T24,M,,PT,87.5
2019,ICTTRFF,Y16T24,M,,PT,81.1
2020,ICTTRFF,Y16T24,M,,PT,84.8
2022,ICTTRFF,Y16T24,M,,PT,75.2
2024,ICTTRFF,Y16T24,M,,PT,54.9
2024,ICTTRFF,Y16T24,M,ES211,PT,61.5
2021,ICTTRFF,Y16T24,M,ES211,PT,80.1
2023,ICTTRFF,Y16T24,M,ES211,PT,79.3
2019,ICTTRFF,Y16T24,M,ES211,PT,81.8
2020,ICTTRFF,Y16T24,M,ES211,PT,91.0
2022,ICTTRFF,Y16T24,M,ES211,PT,77.9
2023,ICTTRFF,Y16T24,M,ES213,PT,68.9
2022,ICTTRFF,Y16T24,M,ES213,PT,72.0
2021,ICTTRFF,Y16T24,M,ES213,PT,87.2
2019,ICTTRFF,Y16T24,M,ES213,PT,87.4
2024,ICTTRFF,Y16T24,M,ES213,PT,54.4
2020,ICTTRFF,Y16T24,M,ES213,PT,82.3
2022,ICTTRFF,Y16T24,M,ES212,PT,78.8
2019,ICTTRFF,Y16T24,M,ES212,PT,72.4
2023,ICTTRFF,Y16T24,M,ES212,PT,70.8
2024,ICTTRFF,Y16T24,M,ES212,PT,53.1
2021,ICTTRFF,Y16T24,M,ES212,PT,91.1
2020,ICTTRFF,Y16T24,M,ES212,PT,85.5
2024,ICTTRFF,Y25T74,,,PT,34.6
2020,ICTTRFF,Y25T74,,,PT,51.5
2021,ICTTRFF,Y25T74,,,PT,57.0
2019,ICTTRFF,Y25T74,,,PT,48.2
2022,ICTTRFF,Y25T74,,,PT,48.7
2023,ICTTRFF,Y25T74,,,PT,46.3
2023,ICTTRFF,Y25T74,,ES211,PT,40.8
2021,ICTTRFF,Y25T74,,ES211,PT,56.5
2022,ICTTRFF,Y25T74,,ES211,PT,49.0
2024,ICTTRFF,Y25T74,,ES211,PT,34.2
2020,ICTTRFF,Y25T74,,ES211,PT,52.0
2019,ICTTRFF,Y25T74,,ES211,PT,47.9
2019,ICTTRFF,Y25T74,,ES213,PT,49.0
2024,ICTTRFF,Y25T74,,ES213,PT,35.5
2022,ICTTRFF,Y25T74,,ES213,PT,49.1
2021,ICTTRFF,Y25T74,,ES213,PT,57.1
2023,ICTTRFF,Y25T74,,ES213,PT,47.3
2020,ICTTRFF,Y25T74,,ES213,PT,50.6
2023,ICTTRFF,Y25T74,,ES212,PT,47.2
2024,ICTTRFF,Y25T74,,ES212,PT,33.2
2020,ICTTRFF,Y25T74,,ES212,PT,52.7
2022,ICTTRFF,Y25T74,,ES212,PT,47.8
2021,ICTTRFF,Y25T74,,ES212,PT,56.9
2019,ICTTRFF,Y25T74,,ES212,PT,46.9
2020,ICTTRFF,Y25T74,F,,PT,48.8
2022,ICTTRFF,Y25T74,F,,PT,47.3
2019,ICTTRFF,Y25T74,F,,PT,45.8
2023,ICTTRFF,Y25T74,F,,PT,43.6
2021,ICTTRFF,Y25T74,F,,PT,55.6
2024,ICTTRFF,Y25T74,F,,PT,32.0
2019,ICTTRFF,Y25T74,F,ES211,PT,44.0
2021,ICTTRFF,Y25T74,F,ES211,PT,52.8
2024,ICTTRFF,Y25T74,F,ES211,PT,30.3
2020,ICTTRFF,Y25T74,F,ES211,PT,51.1
2023,ICTTRFF,Y25T74,F,ES211,PT,40.8
2022,ICTTRFF,Y25T74,F,ES211,PT,49.1
2023,ICTTRFF,Y25T74,F,ES213,PT,43.5
2020,ICTTRFF,Y25T74,F,ES213,PT,47.5
2019,ICTTRFF,Y25T74,F,ES213,PT,46.4
2022,ICTTRFF,Y25T74,F,ES213,PT,46.6
2021,ICTTRFF,Y25T74,F,ES213,PT,55.3
2024,ICTTRFF,Y25T74,F,ES213,PT,33.2
2023,ICTTRFF,Y25T74,F,ES212,PT,45.0
2021,ICTTRFF,Y25T74,F,ES212,PT,57.4
2019,ICTTRFF,Y25T74,F,ES212,PT,45.7
2024,ICTTRFF,Y25T74,F,ES212,PT,30.8
2020,ICTTRFF,Y25T74,F,ES212,PT,49.9
2022,ICTTRFF,Y25T74,F,ES212,PT,47.5
2020,ICTTRFF,Y25T74,M,,PT,54.3
2024,ICTTRFF,Y25T74,M,,PT,37.3
2023,ICTTRFF,Y25T74,M,,PT,49.2
2019,ICTTRFF,Y25T74,M,,PT,50.6
2021,ICTTRFF,Y25T74,M,,PT,58.3
2022,ICTTRFF,Y25T74,M,,PT,50.2
2024,ICTTRFF,Y25T74,M,ES211,PT,38.2
2021,ICTTRFF,Y25T74,M,ES211,PT,60.3
2022,ICTTRFF,Y25T74,M,ES211,PT,49.0
2023,ICTTRFF,Y25T74,M,ES211,PT,40.9
2020,ICTTRFF,Y25T74,M,ES211,PT,53.0
2019,ICTTRFF,Y25T74,M,ES211,PT,51.9
2020,ICTTRFF,Y25T74,M,ES213,PT,53.8
2022,ICTTRFF,Y25T74,M,ES213,PT,51.8
2024,ICTTRFF,Y25T74,M,ES213,PT,38.0
2019,ICTTRFF,Y25T74,M,ES213,PT,51.9
2023,ICTTRFF,Y25T74,M,ES213,PT,51.3
2021,ICTTRFF,Y25T74,M,ES213,PT,58.9
2022,ICTTRFF,Y25T74,M,ES212,PT,48.1
2024,ICTTRFF,Y25T74,M,ES212,PT,35.8
2019,ICTTRFF,Y25T74,M,ES212,PT,48.1
2023,ICTTRFF,Y25T74,M,ES212,PT,49.6
2021,ICTTRFF,Y25T74,M,ES212,PT,56.4
2020,ICTTRFF,Y25T74,M,ES212,PT,55.6
